id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_tove_02_61,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_61,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_62,d_nikke_tove_02,Narration,Locale_NikkeEpisode:d_nikke_tove_02_62,True,IceLand_02,black,black,1.0,,ludmilla,,black,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_63,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_63,True,,S_130,S_130,1.0,,alice,alice,,,,,3,idle,,1,idle,,,13,surprise,,15,idle
d_nikke_tove_02_64,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_64,True,,S_130,S_130,1.0,,alice,alice,,,,,3,idle,,1,idle,,,13,surprise,,15,idle
d_nikke_tove_02_65,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_65,True,,S_130,12,1.0,,ludmilla,ludmilla,,,,,3,idle,,1,idle,,,13,surprise,,15,idle
d_nikke_tove_02_66,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_66,True,,12,12,1.0,,alice,alice,,,,,3,idle,,1,idle,,,13,delight,,15,idle
d_nikke_tove_02_67,d_nikke_tove_02,Self,Locale_NikkeEpisode:d_nikke_tove_02_67,True,,12,12,1.0,,alice,,,,,,3,idle,,1,idle,,,13,delight,,15,idle
d_nikke_tove_02_68,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_68,True,,12,S_130,1.0,,alice,alice,,,,,3,idle,,1,idle,,,13,surprise,,15,idle
d_nikke_tove_02_69,d_nikke_tove_02,Self,Locale_NikkeEpisode:d_nikke_tove_02_69,True,,S_130,S_130,1.0,,alice,,,,,,3,idle,,1,idle,,,13,surprise,,15,idle
d_nikke_tove_02_70,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_70,True,,S_30,S_30,1.0,,tove,tove,,,,,3,surprise,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_71,d_nikke_tove_02,Self,Locale_NikkeEpisode:d_nikke_tove_02_71,True,,S_30,S_30,1.0,,tove,,,,,,3,surprise,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_72,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_72,True,,S_30,S_30,1.0,,tove,tove,,,,,3,surprise,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_73,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_73,True,,S_30,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_74,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_74,True,,S_30,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_75,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_75,True,,S_30,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_76,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_76,True,,S_30,S_300,0.5,,tove,,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_77,d_nikke_tove_02,Narration,Locale_NikkeEpisode:d_nikke_tove_02_77,True,,S_300,S_300,1.0,,tove,,,,Low_2,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_78,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_78,True,,S_300,S_300,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_79,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_79,True,,S_300,S_300,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_80,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_80,True,,S_300,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_81,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_81,True,,S_30,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_82,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_82,True,,S_30,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_83,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_83,True,,S_30,S_30,1.0,,tove,tove,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_84,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_84,True,,S_130,S_130,1.0,,alice,alice,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_85,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_85,True,,S_130,150,2.0,,neve,neve,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_86,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_86,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,idle,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_87,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_87,True,,10,S_30,1.0,,tove,tove,,,,,3,surprise,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_88,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_88,True,,S_30,S_30,1.0,,tove,tove,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_89,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_89,True,,S_30,S_30,1.0,,tove,tove,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_90,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_90,True,,S_130,S_130,1.0,,alice,alice,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_91,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_91,True,,S_130,S_130,1.0,,alice,alice,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_92,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_92,True,,S_30,S_300,0.5,,tove,tove,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_93,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_93,True,,S_300,S_300,1.0,,tove,tove,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_94,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_94,True,,S_300,S_300,1.0,,tove,tove,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_95,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_95,True,,150,150,1.0,,neve,neve,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_96,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_96,True,,S_300,S_300,1.0,,tove,tove,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_97,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_97,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_98,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_98,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_99,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_99,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_100,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_100,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_101,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_101,True,,10,10,1.0,,ludmilla,ludmilla,,,,,3,special,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_102,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_102,True,,10,2,1.0,,tove,tove,,,,,3,no,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_103,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_103,True,,2,2,1.0,,ludmilla,ludmilla,,,,,3,no,,1,idle,,,13,idle,,15,idle
d_nikke_tove_02_104,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_104,True,,2,6,2.0,,ludmilla,,,,,,3,no,,1,idle,ludmilla,,13,idle,,15,idle
d_nikke_tove_02_105,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_105,True,,6,6,1.0,,ludmilla,,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_106,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_106,True,,6,6,1.0,,ludmilla,,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_107,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_107,True,,6,60,1.0,,ludmilla,,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_108,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_108,True,,60,60,1.0,,ludmilla,,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_109,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_109,True,,S_130,14,1.0,,alice,alice,,,,,3,no,,,,,,13,delight,,15,idle
d_nikke_tove_02_110,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_110,True,,14,14,1.0,,neve,neve,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_111,d_nikke_tove_02,Speech,Locale_NikkeEpisode:d_nikke_tove_02_111,True,,14,3,2.0,,tove,tove,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_112,d_nikke_tove_02,Self,Locale_NikkeEpisode:d_nikke_tove_02_112,True,,3,3,1.0,,tove,,,,,,3,no,,,,,,13,idle,,15,idle
d_nikke_tove_02_113,d_nikke_tove_02,Monologue,Locale_NikkeEpisode:d_nikke_tove_02_113,True,,black,black,1.0,,tove,,,,,,3,no,,,,,,13,idle,,15,idle
