id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_crust_03_23,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_23,True,,1,1,1.5,,crust,,,,2,no,,12,sad
d_nikke_crust_03_24,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_24,True,,1,1,1.0,,crust,,,,2,no,,12,sad
d_nikke_crust_03_25,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_25,False,,1,1,1.0,,,,,,2,no,,12,sad
d_nikke_crust_03_26,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_26,False,,1,1,1.0,,,,,,2,no,,12,sad
d_nikke_crust_03_27,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_27,True,,1,1,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_28,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_28,True,,1,1,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_29,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_29,True,,1,1,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_30,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_30,False,,1,1,1.0,,,,,,2,no,,12,idle
d_nikke_crust_03_31,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_31,True,,1,1,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_32,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_32,False,,1,1,1.0,,,,,,2,no,,12,idle
d_nikke_crust_03_33,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_33,False,,black,black,1.0,,,,,,2,no,,12,idle
d_nikke_crust_03_34,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_34,False,land_n,black,black,1.0,,,,,,2,idle,,12,idle
d_nikke_crust_03_35,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_35,True,,1,1,1.0,none,bready,black,,,2,idle,,12,idle
d_nikke_crust_03_36,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_36,True,,1,1,1.0,,crust,,,,2,idle,,12,delight
d_nikke_crust_03_37,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_37,True,,1,1,1.0,,crust,,,,2,idle,,12,delight
d_nikke_crust_03_38,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_38,True,,1,1,1.0,,crust,,,,2,idle,,12,delight
d_nikke_crust_03_39,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_39,True,,1,S_20,1.3,,bready,,,,2,delight,,12,delight
d_nikke_crust_03_40,d_nikke_crust_03,Narration,bready,Locale_NikkeEpisode:d_nikke_crust_03_40,False,,black,black,1.0,bgm_frostpillar,,,sfx_scn_dishdebris,,2,delight,,12,idle
d_nikke_crust_03_41,d_nikke_crust_03,Self,bready,Locale_NikkeEpisode:d_nikke_crust_03_41,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,idle
d_nikke_crust_03_42,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_42,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,idle
d_nikke_crust_03_43,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_43,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,idle
d_nikke_crust_03_44,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_44,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,delight
d_nikke_crust_03_45,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_45,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,delight
d_nikke_crust_03_46,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_46,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,idle
d_nikke_crust_03_47,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_47,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,idle
d_nikke_crust_03_48,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_48,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,idle
d_nikke_crust_03_49,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_49,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,delight
d_nikke_crust_03_50,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_50,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,idle
d_nikke_crust_03_51,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_51,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,idle
d_nikke_crust_03_52,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_52,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,idle
d_nikke_crust_03_53,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_53,False,,black,black,1.0,,,,,,2,idle,,12,idle
d_nikke_crust_03_54,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_54,False,,XS_160,XS_160,1.0,,,,,,2,idle,,12,idle
d_nikke_crust_03_55,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_55,True,,XS_160,XS_160,1.0,,crust,,,,2,idle,,12,idle
d_nikke_crust_03_56,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_56,False,,XS_160,XS_160,1.0,,,,,,2,idle,,12,idle
d_nikke_crust_03_57,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_57,True,,XS_160,XS_160,1.0,,crust,,,,2,idle,,12,idle
d_nikke_crust_03_58,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_58,True,,XS_160,XS_160,1.0,,crust,,,,2,idle,,12,idle
d_nikke_crust_03_59,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_59,True,,XS_160,XS_120,1.5,,crust,,,,2,idle,,12,shy
d_nikke_crust_03_60,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_60,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,shy
d_nikke_crust_03_61,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_61,False,,XS_120,XS_120,1.0,,,,,,2,idle,,12,shy
d_nikke_crust_03_62,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_62,True,,XS_120,1,1.5,,bready,,,,2,idle,,12,shy
d_nikke_crust_03_63,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_63,True,,1,1,1.0,,crust,,,,2,idle,,12,think
d_nikke_crust_03_64,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_64,False,,1,1,1.0,,,,,,2,idle,,12,think
d_nikke_crust_03_65,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_65,True,,1,1,1.0,,crust,,,,2,idle,,12,think
d_nikke_crust_03_66,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_66,False,,1,1,1.0,,,,,,2,idle,,12,think
d_nikke_crust_03_67,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_67,False,,1,1,1.0,,,,,,2,idle,,12,think
d_nikke_crust_03_68,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_68,True,,1,1,1.0,,crust,,,,2,idle,,12,think
d_nikke_crust_03_69,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_69,True,,1,1,1.0,,crust,,,,2,idle,,12,think
d_nikke_crust_03_70,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_70,True,,1,1,1.0,,bready,,,,2,no,,12,think
d_nikke_crust_03_71,d_nikke_crust_03,Self,bready,Locale_NikkeEpisode:d_nikke_crust_03_71,False,,1,1,1.0,,,,,,2,no,,12,think
d_nikke_crust_03_72,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_72,True,,1,1,1.0,,crust,,,,2,no,,12,think
d_nikke_crust_03_73,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_73,True,,1,XS_120,1.5,,crust,,,,2,no,,12,think
d_nikke_crust_03_74,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_74,True,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,think
d_nikke_crust_03_75,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_75,True,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,think
d_nikke_crust_03_76,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_76,True,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_77,d_nikke_crust_03,Self,crust,Locale_NikkeEpisode:d_nikke_crust_03_77,False,,XS_120,XS_120,1.0,,,,,,2,no,,12,idle
d_nikke_crust_03_78,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_78,True,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_79,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_79,True,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_80,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_80,True,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,idle
d_nikke_crust_03_81,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_81,True,,XS_120,S_20,1.3,,bready,,,,2,delight,,12,idle
d_nikke_crust_03_82,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_82,True,,S_20,S_20,1.0,,bready,,,,2,delight,,12,idle
d_nikke_crust_03_83,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_83,True,,S_20,S_20,1.0,,bready,,,,2,delight,,12,idle
d_nikke_crust_03_84,d_nikke_crust_03,Self,bready,Locale_NikkeEpisode:d_nikke_crust_03_84,False,,S_20,S_20,1.0,,,,,,2,delight,,12,idle
d_nikke_crust_03_85,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_85,True,,S_20,1,1.3,,crust,,,,2,delight,,12,delight
d_nikke_crust_03_86,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_86,True,,1,1,1.0,,crust,,,,2,delight,,12,idle
d_nikke_crust_03_87,d_nikke_crust_03,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_03_87,True,,1,1,1.0,,bready,,,,2,idle,,12,idle
d_nikke_crust_03_88,d_nikke_crust_03,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_03_88,True,,1,1,1.0,,crust,,,,2,idle,,12,no
d_nikke_crust_03_89,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_89,False,,black,black,1.0,,,,,,2,idle,,12,no
d_nikke_crust_03_90,d_nikke_crust_03,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_03_90,False,,black,black,1.0,,,,,,2,idle,,12,no
