id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_02,set_camera_shake,jump_target,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/0/hide_char_id,set_filter_01,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_emma_04_15,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_15,False,,10,10,1.0,,,,,emma,,,1,special,,,,,,,,,,,,
d_nikke_emma_04_16,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_16,True,,10,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_17,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_17,True,,10,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_18,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_18,False,,10,10,1.0,,,,,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_19,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_19,True,,10,10,1.0,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_20,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_20,True,,10,10,1.0,,,,,emma,emma,,1,special,,,,,,,,,,,,
d_nikke_emma_04_21,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_21,True,,10,1,0.5,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_22,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_22,True,,1,1,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_23,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_23,True,,1,10,2.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_24,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_24,True,,10,10,1.0,,,,,emma,emma,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_25,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_25,False,,10,10,1.0,,,,d_nikke_emma_04_27,emma,,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_26,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_26,False,,10,10,1.0,,,,d_nikke_emma_04_35,emma,,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_27,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_27,True,,10,10,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_28,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_28,True,,10,10,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_29,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_29,True,,10,100,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_30,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_30,False,,100,100,1.0,,,,,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_31,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_31,True,,100,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_32,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_32,True,,10,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_33,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_33,True,,10,100,2.0,,,,d_nikke_emma_04_36,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_34,d_nikke_emma_04,Narration,Locale_NikkeEpisode:d_nikke_emma_04_34,False,,black,black,1.0,,,,d_nikke_emma_04_36,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_35,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_35,True,,10,100,2.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_36,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_36,True,,1,1,1.0,,,,,emma,emma,,1,idle,black,,,,,,,,,,,
d_nikke_emma_04_37,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_37,True,,1,1,1.0,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_38,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_38,True,,1,10,1.5,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_39,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_39,True,,black,black,1.0,none,,,,emma,emma,,1,idle,,emma,,,,,,,,,,
d_nikke_emma_04_40,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_40,True,,1,1,1.0,,,,,emma,emma,,,,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_41,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_41,True,,1,100,2.0,,,,,emma,emma,,,,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_42,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_42,True,,100,100,1.0,bgm_story_whosdumber,,,,emma,emma,,,,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_43,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_43,True,,100,100,1.0,,,,,emma,emma,,,,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_44,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_44,True,,100,1,0.5,,,Low_2,,emma,emma,,,,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_45,d_nikke_emma_04,Narration,Locale_NikkeEpisode:d_nikke_emma_04_45,False,,1,1,1.0,,,Low_2,,emma,,,,,,,Blur_Low,sfx_scn_bottlebreak,,,,,,,,
d_nikke_emma_04_46,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_46,False,,1,10,0.5,,,,,emma,,emma,1,worry,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_47,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_47,True,,10,10,1.0,,,,,emma,emma,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_48,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_48,True,,10,100,2.0,,,,,emma,emma,,1,shy,,,,,,,,,,,,
d_nikke_emma_04_49,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_49,False,,100,100,1.0,,,,,emma,,,1,shy,,,,,,,,,,,,
d_nikke_emma_04_50,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_50,True,,100,100,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_51,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_51,True,,100,100,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_52,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_52,True,,100,10,2.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_53,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_53,True,,10,10,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_54,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_54,True,,10,100,1.5,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_55,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_55,True,,100,100,1.0,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_56,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_56,False,,100,100,1.0,,,,d_nikke_emma_04_58,emma,,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_57,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_57,False,,100,100,1.0,,,,d_nikke_emma_04_62,emma,,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_58,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_58,True,,100,100,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_59,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_59,True,,100,100,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_60,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_60,True,,100,100,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_61,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_61,False,,100,100,1.0,,,,d_nikke_emma_04_62,emma,,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_62,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_62,True,,100,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_63,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_63,True,,10,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_64,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_64,False,,10,10,1.0,,,,,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_65,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_65,True,,10,1,1.0,,,,,emma,emma,,1,delight,,emma,,,,,,,,,,
d_nikke_emma_04_66,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_66,True,,1,1,1.0,,,,,emma,emma,,,,,,,,,,,,,,,
d_nikke_emma_04_67,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_67,True,,1,1,1.0,,,,,emma,emma,,,,,,,,,,,,,,,
d_nikke_emma_04_68,d_nikke_emma_04,Monologue,Locale_NikkeEpisode:d_nikke_emma_04_68,False,,black,black,1.0,none,,,,emma,,,,,,,,,,,,,,,,
d_nikke_emma_04_69,d_nikke_emma_04,Monologue,Locale_NikkeEpisode:d_nikke_emma_04_69,False,,black,black,1.0,,,,,emma,,,,,,,,,,,,,,,,
d_nikke_emma_04_70,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_70,True,,10,10,1.0,bgm_story_sunnycarnival,,Low_2,,emma,emma,emma,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_71,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_71,True,,10,10,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_72,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_72,True,,10,10,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_73,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_73,False,,10,10,1.0,,,,,emma,,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_74,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_74,True,,10,10,1.0,,,,,emma,emma,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_75,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_75,True,,10,100,0.5,,,Low_2,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_76,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_76,False,,100,100,1.0,,,,,emma,,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_77,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_77,True,,100,100,1.0,,,,,emma,emma,,1,shy,,,,,,,,,,,,
d_nikke_emma_04_78,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_78,True,,100,100,1.0,,,,,emma,emma,,1,shy,,,,,,,,,,,,
d_nikke_emma_04_79,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_79,True,,black,black,1.0,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_80,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_80,True,,10,10,1.0,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_81,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_81,False,,10,10,1.0,,,,,emma,,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_82,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_82,True,,10,10,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_83,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_83,True,,10,10,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_84,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_84,True,,10,100,1.5,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_85,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_85,False,,100,100,1.0,,,,d_nikke_emma_04_87,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_86,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_86,False,,100,100,1.0,,,,d_nikke_emma_04_87,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_87,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_87,True,,100,100,1.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_88,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_88,True,,100,100,1.0,,,,,emma,emma,,1,special,,,,,,,,,,,,
d_nikke_emma_04_89,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_89,True,,100,100,1.0,,,,,emma,emma,,1,special,,,,,,,,,,,,
d_nikke_emma_04_90,d_nikke_emma_04,Narration,Locale_NikkeEpisode:d_nikke_emma_04_90,False,,5,1,2.0,none,,,,emma,,,1,delight,black,emma,Blur_Low,,,,,,,,,
d_nikke_emma_04_91,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_91,True,,1,1,1.0,bgm_story_orangepop,,,,emma,emma,emma,1,delight,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_92,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_92,False,,1,1,1.0,,,,,emma,,,1,delight,,,Blur_Middle,,,,,,,,,
d_nikke_emma_04_93,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_93,True,,1,10,1.0,,,,,emma,emma,,1,surprise,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_94,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_94,True,,10,10,1.0,,,,,emma,emma,,1,surprise,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_95,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_95,False,,10,10,1.0,,,,,emma,,,1,surprise,,,Blur_Middle,,,,,,,,,
d_nikke_emma_04_96,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_96,True,,10,10,1.0,,,,,emma,emma,,1,surprise,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_97,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_97,True,,10,10,1.0,,,,,emma,emma,,1,worry,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_98,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_98,True,,10,10,1.0,,,,,emma,emma,,1,worry,,,Blur_Low,,,,,,,,,
d_nikke_emma_04_99,d_nikke_emma_04,Narration,Locale_NikkeEpisode:d_nikke_emma_04_99,False,,black,black,1.0,,,,,emma,,,,,,emma,,,,,,,,,,
d_nikke_emma_04_100,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_100,True,,1,1,1.0,,,,,emma,emma,emma,1,idle,,,,,,,,,,,,
d_nikke_emma_04_101,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_101,True,,1,1,1.0,,,,,emma,emma,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_102,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_102,False,,1,1,1.0,,,,d_nikke_emma_04_104,emma,,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_103,d_nikke_emma_04,Choice,Locale_NikkeEpisode:d_nikke_emma_04_103,False,,1,1,1.0,,,,d_nikke_emma_04_109,emma,,,1,idle,,,,,,,,,,,,
d_nikke_emma_04_104,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_104,True,,1,1,2.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_105,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_105,True,NikkeRoom,1,1,1.0,,,,,emma,emma,,1,angry,,emma,Grey,,vesti,2,idle,eunhwa,12,idle,,
d_nikke_emma_04_106,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_106,True,,1,1,1.0,,,,,emma,emma,,,,,,Grey,sfx_scn_running,,6,sad,,16,surprise,,
d_nikke_emma_04_107,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_107,True,HotSpring,1,1,1.0,,,,,emma,emma,emma,1,angry,,,,,,6,sad,,16,surprise,vesti,eunhwa
d_nikke_emma_04_108,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_108,True,,1,1,1.0,,,,d_nikke_emma_04_118,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_109,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_109,True,,1,1,2.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_110,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_110,True,,1,1,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_111,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_111,False,,1,1,1.0,,,,,emma,,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_112,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_112,True,,1,1,1.0,,,,,emma,emma,,1,angry,,,,,,,,,,,,
d_nikke_emma_04_113,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_113,True,NikkeRoom,1,1,1.0,,,,,emma,emma,,1,idle,,emma,Grey,,vesti,2,idle,eunhwa,12,idle,,
d_nikke_emma_04_114,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_114,True,,1,1,1.0,,,,,emma,emma,,,,,,Grey,sfx_scn_running,,6,sad,,16,surprise,,
d_nikke_emma_04_115,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_115,True,HotSpring,1,1,1.0,,,,,emma,emma,emma,1,worry,,,,,,6,sad,,16,surprise,vesti,eunhwa
d_nikke_emma_04_116,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_116,True,,1,1,1.0,,,,,emma,emma,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_117,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_117,False,,1,1,1.0,,,,d_nikke_emma_04_118,emma,,,1,worry,,,,,,,,,,,,
d_nikke_emma_04_118,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_118,True,,1,10,2.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_119,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_119,True,,10,10,1.0,,,,,emma,emma,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_120,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_120,False,,10,10,1.0,,,,,emma,,,1,delight,,,,,,,,,,,,
d_nikke_emma_04_121,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_121,True,,10,10,1.0,,,,,emma,emma,,1,special,,,,,,,,,,,,
d_nikke_emma_04_122,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_122,True,,10,10,1.0,,,,,emma,emma,,1,special,,,,,,,,,,,,
d_nikke_emma_04_123,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_123,False,,10,10,1.0,,,,,emma,,,1,special,,,,,,,,,,,,
d_nikke_emma_04_124,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_124,True,,10,40,2.0,,,,,emma,emma,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_125,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_125,True,,40,40,1.0,,,,,emma,emma,,1,surprise,,emma,,,,,,,,,,
d_nikke_emma_04_126,d_nikke_emma_04,Self,Locale_NikkeEpisode:d_nikke_emma_04_126,False,,40,40,1.0,,,,,emma,,,1,surprise,,,,,,,,,,,,
d_nikke_emma_04_127,d_nikke_emma_04,Speech,Locale_NikkeEpisode:d_nikke_emma_04_127,True,,40,40,1.0,,,,,emma,emma,emma,4,delight,,,,,,,,,,,,
