id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_kilo_05_47,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_47,True,,97,97,1.0,,,,5,idle,,,7,idle,,,9,delight,,,3,idle,,,1,idle,
d_nikke_kilo_05_48,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_48,True,,3,3,1.0,,,,5,idle,,,7,idle,,,9,delight,,,3,delight,,,1,idle,
d_nikke_kilo_05_49,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_49,True,,3,31,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_50,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_50,True,,31,31,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_51,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_51,True,,31,31,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_52,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_52,False,,31,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_53,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_53,True,,53,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_54,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_54,False,,53,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_55,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_55,True,,53,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_56,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_56,False,,53,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_57,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_57,False,,53,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_58,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_58,False,,53,53,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_59,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_59,True,,53,5,1.0,,,,5,delight,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_60,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_60,True,,5,5,1.0,,,,5,delight,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_61,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_61,True,,5,50,1.0,,,,5,delight,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_62,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_62,True,,50,S_30,1.0,,,,5,delight,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_63,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_63,False,,S_30,S_30,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_64,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_64,True,,S_30,S_300,0.5,,,,5,idle,,,7,idle,,,9,idle,,,3,delight,,,1,idle,
d_nikke_kilo_05_65,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_65,True,ElevatorOut,3,3,1.0,,black,,5,idle,,,7,idle,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_66,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_66,True,,3,3,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_67,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_67,True,,7,7,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_68,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_68,True,,3,3,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,smile,,,1,idle,
d_nikke_kilo_05_69,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_69,True,,3,S_30,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,smile,,,1,idle,
d_nikke_kilo_05_70,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_70,True,,S_90,S_90,1.0,,,,5,idle,,,7,idle,,,9,surprise,,,3,smile,,,1,idle,
d_nikke_kilo_05_71,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_71,True,,3,3,1.0,,,,5,idle,,,7,idle,,,9,surprise,,,3,smile,,,1,idle,
d_nikke_kilo_05_72,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_72,True,,3,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,smile,,,1,idle,
d_nikke_kilo_05_73,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_73,False,,3,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_74,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_74,True,,3,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_75,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_75,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_76,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_76,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_77,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_77,True,,70,70,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_78,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_78,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_79,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_79,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_80,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_80,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_81,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_81,False,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_82,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_82,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_83,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_83,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_84,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_84,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_85,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_85,False,,S_30,S_300,2.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_86,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_86,True,,S_300,S_300,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_87,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_87,True,,S_300,S_300,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_88,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_88,True,,S_300,S_300,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,smile,,,1,idle,
d_nikke_kilo_05_89,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_89,True,,70,70,1.0,,,,5,idle,,,7,worry,,,9,idle,,,3,smile,,,1,idle,
d_nikke_kilo_05_90,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_90,True,,S_30,S_30,1.0,,,,5,idle,,,7,worry,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_91,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_91,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_92,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_92,True,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_93,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_93,False,,S_30,S_30,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_94,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_94,True,,S_30,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_95,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_95,True,,31,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_96,d_nikke_kilo_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_kilo_05_96,False,,31,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,kilo,,1,idle,talos
d_nikke_kilo_05_97,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_97,True,,3,75,1.0,,,,5,idle,,,7,sad,,,9,idle,,,,,,,,,
d_nikke_kilo_05_98,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_98,True,,75,75,1.0,,,,5,idle,,,7,sad,,,9,idle,,,,,,,,,
d_nikke_kilo_05_99,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_99,True,,75,75,1.0,,,,5,idle,,,7,void,,,9,idle,,,,,,,,,
d_nikke_kilo_05_100,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_100,True,,75,75,1.0,,,,5,idle,,,7,void,,,9,idle,,,,,,,,,
d_nikke_kilo_05_101,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_101,True,,75,75,1.0,,,,5,idle,,,7,void,,,9,idle,,,,,,,,,
d_nikke_kilo_05_102,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_102,True,,75,97,1.0,,,,5,idle,,,7,sad,,,9,idle,,,,,,,,,
d_nikke_kilo_05_103,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_103,True,,97,97,1.0,,,,5,idle,,,7,sad,,,9,worry,,,,,,,,,
d_nikke_kilo_05_104,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_104,True,,97,97,1.0,,,,5,idle,,,7,void,,,9,worry,,,,,,,,,
d_nikke_kilo_05_105,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_105,False,,97,97,1.0,,,,5,idle,,,7,void,,,9,worry,,,,,,,,,
d_nikke_kilo_05_106,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_106,True,,97,97,1.0,,,,5,idle,,,7,void,,,9,surprise,,,,,,,,,
d_nikke_kilo_05_107,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_107,False,,97,97,1.0,,,,5,idle,,,7,void,,,9,surprise,,,,,,,,,
d_nikke_kilo_05_108,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_108,False,,97,97,1.0,,,,5,idle,,,7,no,,,9,no,,,,,,,,,
d_nikke_kilo_05_109,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_109,False,,97,97,1.0,,,,5,idle,,,7,no,,,9,no,,,,,,,,,
d_nikke_kilo_05_110,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_110,True,,97,97,1.0,,,,5,idle,,,7,no,,,9,no,,,,,,,,,
d_nikke_kilo_05_111,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_111,True,,97,97,1.0,,,,5,idle,,,7,no,,,9,no,,,,,,,,,
d_nikke_kilo_05_112,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_112,False,,97,97,1.0,,,,5,idle,,,7,void,,,9,no,,,,,,,,,
d_nikke_kilo_05_113,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_113,True,,97,5,1.0,,,,5,idle,,,7,void,,,9,no,,,,,,,,,
d_nikke_kilo_05_114,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_114,True,MachineRoom,31,31,1.0,none,black,,5,idle,rapi,,7,void,anis,,9,no,neon,kilo,3,idle,,talos,1,idle,
d_nikke_kilo_05_115,d_nikke_kilo_05,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_05_115,True,,31,31,1.0,,,,,,,,,,,,,,,,3,idle,,,1,idle,
d_nikke_kilo_05_116,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_116,True,,31,31,1.0,,,,,,,,,,,,,,,,3,idle,,,1,idle,
d_nikke_kilo_05_117,d_nikke_kilo_05,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_05_117,True,,31,31,1.0,,,,,,,,,,,,,,,,3,idle,,,1,idle,
d_nikke_kilo_05_118,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_118,True,,31,31,1.0,,,,,,,,,,,,,,,,3,idle,,,1,idle,
d_nikke_kilo_05_119,d_nikke_kilo_05,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_05_119,True,,31,31,1.0,,,,,,,,,,,,,,,,3,idle,,,1,idle,
d_nikke_kilo_05_120,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_120,True,,31,31,1.0,,,,,,,,,,,,,,,,3,idle,,,1,idle,
