id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,jump_target,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,set_camera_shake,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
d_nikke_neon_02_11,d_nikke_neon_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_neon_02_11,True,,3,no,,5,angry,,13,idle,,1,idle,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_12,d_nikke_neon_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_neon_02_12,True,,3,idle,,5,idle,,13,idle,,1,idle,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_13,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_13,True,,3,idle,,5,idle,,13,idle,,1,idle,,4,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_14,d_nikke_neon_02,Speech,neon,sugar,Locale_NikkeEpisode:d_nikke_neon_02_14,True,,3,idle,,5,idle,,13,idle,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_15,d_nikke_neon_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_neon_02_15,True,,3,idle,,5,idle,,13,idle,,1,idle,,1,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_16,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_16,True,,3,idle,,5,idle,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_17,d_nikke_neon_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_neon_02_17,True,,3,idle,,5,idle,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_18,d_nikke_neon_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_neon_02_18,True,,3,good,,5,idle,,13,idle,,1,surprise,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_19,d_nikke_neon_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_neon_02_19,True,,3,good,,5,idle,,13,idle,,1,surprise,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_20,d_nikke_neon_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_neon_02_20,True,,3,good,,5,idle,,13,idle,,1,surprise,,4,4,1.0,,frima,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_21,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_21,True,,3,good,,5,idle,,,,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_22,d_nikke_neon_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_neon_02_22,True,,3,idle,,5,idle,,,,,1,delight,,S_10,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_23,d_nikke_neon_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_neon_02_23,True,,3,idle,,5,idle,,,,,1,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_24,d_nikke_neon_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_neon_02_24,True,,3,idle,,5,idle,,,,,1,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_25,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_25,True,,3,idle,,5,idle,,,,,1,idle,BriefingRoom,S_130,S_130,1.0,,,milk,sugar,exia,13,idle,black,,,,,,,,,,,,,,,,,
d_nikke_neon_02_26,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_26,True,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_27,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_27,True,,,,,,,,,,,1,idle,,S_130,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_28,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_28,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_29,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_29,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_30,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_30,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_31,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_31,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_32,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_32,False,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_33,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_33,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_34,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_34,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_35,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_35,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_36,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_36,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_37,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_37,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_38,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_38,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_39,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_39,True,,,,,,,,,,,1,idle,,12,S_130,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_40,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_40,True,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_41,d_nikke_neon_02,Choice,exia,,Locale_NikkeEpisode:d_nikke_neon_02_41,False,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,d_nikke_neon_02_43,,,,,,,,,,,,,,,,
d_nikke_neon_02_42,d_nikke_neon_02,Choice,exia,,Locale_NikkeEpisode:d_nikke_neon_02_42,False,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,d_nikke_neon_02_45,,,,,,,,,,,,,,,,
d_nikke_neon_02_43,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_43,True,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_44,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_44,True,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,d_nikke_neon_02_46,,,,,,,,,,,,,,,,
d_nikke_neon_02_45,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_45,True,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,d_nikke_neon_02_46,,,,,,,,,,,,,,,,
d_nikke_neon_02_46,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_46,True,,,,,,,,,,,1,idle,,S_130,S_130,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_47,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_47,True,,,,,,,,,,,1,idle,,S_130,13,1.0,,,,,,13,good,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_48,d_nikke_neon_02,Narration,,,Locale_NikkeEpisode:d_nikke_neon_02_48,False,,,,,,,,,,,1,idle,,black,black,1.0,,,,,,13,good,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_49,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_49,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_50,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_50,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_51,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_51,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_52,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_52,True,,,,,,,,,,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_53,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_53,True,,,,,,,,,,,1,delight,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_54,d_nikke_neon_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_neon_02_54,True,,,,,,,,,,,1,delight,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,,,,,,,,
d_nikke_neon_02_55,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_55,False,,,,,,,,,,,1,idle,TechIndoor,30,30,1.0,none,,,,,13,idle,black,,exia,drake,3,no,,,,,,,,,,,,
d_nikke_neon_02_56,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_56,False,,,,,,,,,,,1,idle,,10,10,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_57,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_57,True,,,,,,,,,,,1,idle,,10,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_58,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_58,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_59,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_59,False,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_60,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_60,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_61,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_61,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_62,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_62,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_63,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_63,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_64,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_64,True,,,,,,,,,,,1,idle,,2,30,0.5,bgm_story_herecomestrouble,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_65,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_65,True,,,,,,,,,,,1,surprise,,10,10,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_66,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_66,True,,,,,,,,,,,1,surprise,,10,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_67,d_nikke_neon_02,Monologue,drake,,Locale_NikkeEpisode:d_nikke_neon_02_67,False,,,,,,,,,,,1,surprise,,30,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_68,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_68,True,,,,,,,,,,,1,surprise,,30,300,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_69,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_69,True,,,,,,,,,,,1,surprise,,300,300,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_70,d_nikke_neon_02,Self,drake,,Locale_NikkeEpisode:d_nikke_neon_02_70,False,,,,,,,,,,,1,surprise,,300,300,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_71,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_71,True,,,,,,,,,,,1,surprise,,300,300,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_72,d_nikke_neon_02,Narration,,,Locale_NikkeEpisode:d_nikke_neon_02_72,False,,,,,,,,,,,1,surprise,,black,black,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_73,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_73,True,,,,,,,,,,,1,idle,,30,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_74,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_74,True,,,,,,,,,,,1,idle,,30,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_75,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_75,False,,,,,,,,,,,1,idle,,30,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_76,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_76,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_77,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_77,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_78,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_78,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_79,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_79,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_80,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_80,True,,,,,,,,,,,1,angry,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_81,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_81,True,,,,,,,,,,,1,angry,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_82,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_82,True,,,,,,,,,,,1,angry,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_83,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_83,True,,,,,,,,,,,1,angry,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_84,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_84,True,,,,,,,,,,,1,angry,,2,2,0.8,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_85,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_85,True,,,,,,,,,,,1,idle,,2,2,0.8,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_86,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_86,True,,,,,,,,,,,1,idle,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_87,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_87,False,,,,,,,,,,,1,no,,2,S_10,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_88,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_88,True,,,,,,,,,,,1,no,,S_10,S_10,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_89,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_89,True,,,,,,,,,,,1,no,,S_10,30,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_90,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_90,True,,,,,,,,,,,1,no,,30,2,1.0,,,,,,,,,,,,3,delight,,,,,,,,,,,,
d_nikke_neon_02_91,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_91,True,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_92,d_nikke_neon_02,Narration,drake,,Locale_NikkeEpisode:d_nikke_neon_02_92,False,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,idle,sfx_scn_3dive,Low_2,,,,,,,,,,
d_nikke_neon_02_93,d_nikke_neon_02,Monologue,neon,,Locale_NikkeEpisode:d_nikke_neon_02_93,False,,,,,,,,,,,1,no,,black,black,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_94,d_nikke_neon_02,Monologue,drake,,Locale_NikkeEpisode:d_nikke_neon_02_94,False,,,,,,,,,,,1,no,,black,black,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_95,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_95,False,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_96,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_96,True,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_97,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_97,False,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_98,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_98,True,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_99,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_99,True,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_100,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_100,False,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_101,d_nikke_neon_02,Monologue,drake,,Locale_NikkeEpisode:d_nikke_neon_02_101,False,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_102,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_102,True,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_103,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_103,True,,,,,,,,,,,1,no,,2,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_104,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_104,True,,,,,,,,,,,1,no,,30,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_105,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_105,True,,,,,,,,,,,1,no,,30,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_106,d_nikke_neon_02,Narration,drake,,Locale_NikkeEpisode:d_nikke_neon_02_106,False,,,,,,,,,,,1,no,,30,S_10,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_107,d_nikke_neon_02,Monologue,drake,,Locale_NikkeEpisode:d_nikke_neon_02_107,False,,,,,,,,,,,1,no,,S_10,S_10,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_108,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_108,True,,,,,,,,,,,1,no,,S_10,S_10,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_109,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_109,True,,,,,,,,,,,1,no,,S_10,30,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_110,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_110,True,,,,,,,,,,,1,no,,S_10,S_100,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_111,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_111,True,,,,,,,,,,,1,no,,S_100,S_100,1.0,,,,,,,,,,,,3,idle,,,,,,,,,,,,
d_nikke_neon_02_112,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_112,True,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
