id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target,characters/3/hide_char_id
d_nikke_cocoa_04_60,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_60,True,,12,12,1.0,,cocoa,,2,idle,,,,,OP_leftup,idle,,,,12,delight,,,,,,,
d_nikke_cocoa_04_61,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_61,True,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,delight,,,,,,,
d_nikke_cocoa_04_62,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_62,True,,12,12,1.0,,cocoa,,2,idle,,,,,OP_leftup,idle,,,,12,serious,,,,,,,
d_nikke_cocoa_04_63,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_63,True,,12,12,1.0,,cocoa,,2,idle,,,,,OP_leftup,idle,,,,12,serious,,,,,,,
d_nikke_cocoa_04_64,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_64,True,,12,12,1.0,,cocoa,,2,idle,,,,,OP_leftup,idle,,,,12,serious,,,,,,,
d_nikke_cocoa_04_65,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_65,True,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,delight,,,,12,serious,,,,,,,
d_nikke_cocoa_04_66,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_66,True,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,delight,,,,12,serious,,,,,,,
d_nikke_cocoa_04_67,d_nikke_cocoa_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_04_67,False,,12,XS_120,2.0,,,,2,idle,,,,,OP_leftup,delight,,,,12,delight,,,,,,,
d_nikke_cocoa_04_68,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_68,True,,XS_120,XS_120,1.0,,cocoa,,2,idle,,,,,OP_leftup,delight,,,,12,delight,,,,,,,
d_nikke_cocoa_04_69,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_69,False,,XS_120,XS_120,3.0,,cocoa,,2,idle,,,,,OP_leftup,delight,,,,12,"expression_0,idle",,,,,,,
d_nikke_cocoa_04_70,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_70,False,,XS_120,12,2.0,,exia_op,,2,idle,,,,,OP_leftup,delight,,,,12,idle,,,,,,,
d_nikke_cocoa_04_71,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_71,True,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,delight,,,,12,idle,,,,,,,
d_nikke_cocoa_04_72,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_72,True,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,delight,,,,12,idle,,,,,,,
d_nikke_cocoa_04_73,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_73,False,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,delight,,,,12,idle,,,,,,,
d_nikke_cocoa_04_74,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_74,True,,12,12,1.0,,exia_op,,2,idle,,,,,OP_leftup,good,,,,12,idle,,sfx_scn_keyboard,,,,,
d_nikke_cocoa_04_75,d_nikke_cocoa_04,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_04_75,False,,12,12,1.0,,,,2,idle,,,,,OP_leftup,good,,,,12,idle,,,,,,,
d_nikke_cocoa_04_76,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_76,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,idle,black,,,,,,
d_nikke_cocoa_04_77,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_77,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,idle,,,,,,,
d_nikke_cocoa_04_78,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_78,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,idle,,,,,,,
d_nikke_cocoa_04_79,d_nikke_cocoa_04,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_04_79,False,,1,1,1.0,,,,2,idle,,,,,OP_leftup,idle,,,,12,idle,,,,,,,
d_nikke_cocoa_04_80,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_80,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,idle,,,,,,,
d_nikke_cocoa_04_81,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_81,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,idle,,,,,,,
d_nikke_cocoa_04_82,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_82,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,idle,,,,12,idle,,,,,,,
d_nikke_cocoa_04_83,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_83,True,,1,1,1.0,,cocoa,,2,idle,,,,,OP_leftup,idle,,,,12,delight,,,,,,,
d_nikke_cocoa_04_84,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_84,True,,1,1,1.0,,exia_op,,2,idle,,,,,OP_leftup,good,,,,12,delight,,,,,,,
d_nikke_cocoa_04_85,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_85,True,,1,XS_120,1.0,,cocoa,,2,idle,,,,,OP_leftup,good,,,,12,delight,,,,,,,
d_nikke_cocoa_04_86,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_86,True,,XS_120,XS_120,1.0,,exia_op,,2,idle,,,,,OP_leftup,shy2,,,,12,delight,,,,,,,
d_nikke_cocoa_04_87,d_nikke_cocoa_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_04_87,True,,XS_120,XS_1200,1.0,,cocoa,,2,idle,,,,,OP_leftup,shy2,,,,12,delight,,,,,,,
d_nikke_cocoa_04_88,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_88,True,,XS_1200,XS_1200,1.0,,exia_op,,2,idle,,,,,OP_leftup,etc,,,,12,delight,,,,,,,
d_nikke_cocoa_04_89,d_nikke_cocoa_04,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_04_89,False,,XS_1200,XS_1200,1.0,,,,2,idle,,,,,OP_leftup,etc,,,,12,delight,,,,,,,
d_nikke_cocoa_04_90,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_90,True,,XS_1200,XS_120,2.0,,exia_op,,2,idle,,,,,OP_leftup,good,,,,12,delight,,,,,,,
d_nikke_cocoa_04_91,d_nikke_cocoa_04,Speech,exia_op,Locale_NikkeEpisode:d_nikke_cocoa_04_91,True,,XS_120,XS_120,1.0,,exia_op,,2,idle,,,,,OP_leftup,good,,,,12,delight,,,,,,,
