id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/5/hide_char_id,fade,play_sound,set_camera_shake
d_nikke_rapunzel_puregrace_03_21,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_21,True,,13,angry,,1,think,,15,idle,,17,sad,,3,think,,5,no,,130,130,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_22,d_nikke_rapunzel_puregrace_03,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_22,True,,13,angry,,1,think,,15,idle,,17,sad,,3,think,,5,no,,L_50,L_50,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_23,d_nikke_rapunzel_puregrace_03,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_23,True,,13,angry,,1,think,,15,idle,,17,sad,,3,think,,5,no,,L_50,L_50,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_24,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_24,True,,13,angry,,1,think,,15,idle,,17,sad,,3,think,,5,no,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_25,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_25,True,,13,angry,,1,think,,15,idle,,17,angry,,3,think,,5,no,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_26,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_26,True,,13,angry,,1,think,,15,idle,,17,angry,,3,think,,5,no,,16,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_27,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_27,True,,13,idle,,1,idle,,15,idle,,17,idle,,3,think,,5,no,WasteLand_01,10,10,1.0,event_bgm_redash_ashsmoke,liliweiss,commander,black,,
d_nikke_rapunzel_puregrace_03_28,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_28,True,,13,idle,,1,idle,,15,idle,,17,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_29,d_nikke_rapunzel_puregrace_03,Narration,dorothy,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_29,False,,13,idle,,1,idle,,15,idle,,17,idle,,,,,,,,black,black,1.0,,,,,sfx_scn_3shot,Low_2
d_nikke_rapunzel_puregrace_03_30,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_30,True,,13,surprise,,1,surprise,,15,idle,,17,surprise,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_31,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_31,True,,13,surprise,,1,surprise,,15,idle,,17,surprise,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_32,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_32,True,,13,surprise,,1,surprise,,15,go,,17,surprise,,,,,,,,12,14,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_33,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_33,True,,13,surprise,,1,surprise,,15,go,,17,surprise,,,,,,,,14,14,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_34,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_34,True,,13,angry,,1,surprise,,15,go,,17,surprise,,,,,,,,14,14,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_35,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_35,False,,13,angry,,1,surprise,,15,go,,17,sad,,,,,,,,black,black,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_36,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_36,False,,13,angry,,1,surprise,,15,go,,17,sad,,,,,,,,6,6,1.0,,,,,sfx_scn_3shot,Low_2
d_nikke_rapunzel_puregrace_03_37,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_37,False,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,6,6,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_38,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_38,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_39,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_39,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_40,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_40,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_41,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_41,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,10,10,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_42,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_42,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,10,10,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_43,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_43,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,10,10,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_44,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_44,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,150,150,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_45,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_45,False,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,10,1,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_46,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_46,True,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,150,150,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_47,d_nikke_rapunzel_puregrace_03,Narration,redhood,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_47,False,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,150,15,0.7,none,,,,,
d_nikke_rapunzel_puregrace_03_48,d_nikke_rapunzel_puregrace_03,Narration,redhood,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_48,False,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,15,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_49,d_nikke_rapunzel_puregrace_03,Narration,redhood,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_49,False,,13,angry,,1,think,,15,go,,17,sad,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_50,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_50,False,,13,surprise,,1,think,,15,go,,17,sad,,,,,,,,12,130,0.7,bgm_enemyclose,,,,,
d_nikke_rapunzel_puregrace_03_51,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_51,True,,13,surprise,,1,think,,15,go,,17,sad,,,,,,,,130,130,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_52,d_nikke_rapunzel_puregrace_03,Speech,erodednikke02,erodednikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_52,True,,13,surprise,,1,think,,15,go,,17,sad,erodednikke02,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_53,d_nikke_rapunzel_puregrace_03,Speech,fallnikke02,fallnikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_53,True,,13,surprise,,1,think,,15,go,,17,sad,,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_54,d_nikke_rapunzel_puregrace_03,Speech,fallnikke02,fallnikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_54,True,,13,surprise,,1,think,,15,go,,17,sad,,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_55,d_nikke_rapunzel_puregrace_03,Speech,fallnikke02,fallnikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_55,True,,13,surprise,,1,think,,15,go,,17,sad,,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_56,d_nikke_rapunzel_puregrace_03,Speech,erodednikke02,erodednikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_56,True,,13,surprise,,1,think,,15,go,,17,sad,,7,idle,,,,,7,70,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_57,d_nikke_rapunzel_puregrace_03,Narration,erodednikke02,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_57,False,,13,surprise,,1,think,,15,go,,17,sad,,7,idle,,,,,70,70,1.0,,,,,sfx_scn_3shot,Low_2
d_nikke_rapunzel_puregrace_03_58,d_nikke_rapunzel_puregrace_03,Speech,fallnikke02,fallnikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_58,True,,13,surprise,,1,think,,15,go,,17,sad,,7,idle,,,,,70,70,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_59,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_59,True,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,130,130,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_60,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_60,False,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,70,7,1.5,,,,,,
d_nikke_rapunzel_puregrace_03_61,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_61,False,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_62,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_62,True,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,150,150,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_63,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_63,True,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,150,150,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_64,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_64,True,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,150,150,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_65,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_65,True,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,10,10,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_66,d_nikke_rapunzel_puregrace_03,Speech,erodednikke02,erodednikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_66,False,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_67,d_nikke_rapunzel_puregrace_03,Narration,erodednikke02,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_67,False,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,7,7,1.0,,,,,sfx_scn_aim,
d_nikke_rapunzel_puregrace_03_68,d_nikke_rapunzel_puregrace_03,Speech,erodednikke02,erodednikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_68,True,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,7,70,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_69,d_nikke_rapunzel_puregrace_03,Narration,erodednikke02,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_69,False,,13,angry,,1,think,,15,go,,17,sad,,7,idle,,,,,70,70,1.0,,,,,sfx_scn_3shot,Low_2
d_nikke_rapunzel_puregrace_03_70,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_70,True,,13,angry,,1,think,,15,surprise_02,,17,sad,,7,idle,,,,,14,14,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_71,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_71,True,,13,think,,1,think,,15,surprise_02,,17,sad,,7,idle,,,,,14,14,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_72,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_72,False,,13,think,,1,think,,15,surprise_02,,17,sad,,7,idle,,,,,14,14,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_73,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_73,True,,13,think,,1,think,,15,angry,,17,sad,,7,idle,,,,,14,150,0.7,,,,,,
d_nikke_rapunzel_puregrace_03_74,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_74,True,,13,think,,1,think,,15,angry,,17,sad,,7,idle,,,,,150,150,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_75,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_75,True,,13,think,,1,think,,15,angry,,17,sad,,7,idle,,,,,150,S_170,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_76,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_76,True,,13,think,,1,think,,15,angry,,17,sad,,7,idle,,,,,S_170,S_170,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_77,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_77,True,,13,think,,1,think,,15,angry,,17,sad,,7,idle,,,,,S_170,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_78,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_78,True,,13,think,,1,think,,15,angry,,17,sad,,7,idle,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_79,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_79,True,,13,angry,,1,think,,15,angry,,17,sad,,7,idle,,,,,16,13,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_80,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_80,True,,13,angry,,1,think,,15,angry,,17,sad,,7,idle,,,,,13,130,0.7,,,,,,
d_nikke_rapunzel_puregrace_03_81,d_nikke_rapunzel_puregrace_03,Speech,erodednikke02,erodednikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_81,True,,13,angry,,1,think,,15,angry,,17,sad,,7,idle,,,,,7,7,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_82,d_nikke_rapunzel_puregrace_03,Narration,erodednikke02,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_82,False,,13,angry,,1,think,,15,angry,,17,sad,,7,idle,,,,,7,70,0.7,,,,,c233_fire,Low_2
d_nikke_rapunzel_puregrace_03_83,d_nikke_rapunzel_puregrace_03,Narration,erodednikke02,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_83,False,,13,angry,,1,think,,15,surprise_02,,17,sad,,7,idle,,,,,70,70,1.0,,erodednikke02,,,sfx_scn_down,
d_nikke_rapunzel_puregrace_03_84,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_84,False,,13,surprise,,1,think,,15,surprise_02,,17,sad,,,,,,,,130,130,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_85,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_85,True,,13,surprise,,1,think,,15,surprise_02,,17,sad,,,,,,,,130,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_86,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_86,True,,13,surprise,,1,think,,15,surprise_02,,17,sad,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_87,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_87,True,,13,surprise,,1,think,,15,surprise_02,,17,sad,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_88,d_nikke_rapunzel_puregrace_03,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_88,True,,13,surprise,,1,think,,15,surprise_02,,17,sad,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_89,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_89,False,,13,no,,1,think,,15,go,,17,sad,,,,,,,,12,12,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_90,d_nikke_rapunzel_puregrace_03,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_90,True,,13,no,,1,think,,15,go,,17,sad,,,,,,,,12,130,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_91,d_nikke_rapunzel_puregrace_03,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_91,False,,13,no,,1,think,,15,go,,17,sad,,,,,,,,130,130,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_92,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_92,True,,13,no,,1,think,,15,go,,17,sad,,,,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_93,d_nikke_rapunzel_puregrace_03,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_93,True,,13,no,,1,think,,15,go,,17,sad,,,,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_94,d_nikke_rapunzel_puregrace_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_94,True,,13,no,,1,think,,15,idle,,17,sad,,,,,,,,16,16,1.0,,,,,,
d_nikke_rapunzel_puregrace_03_95,d_nikke_rapunzel_puregrace_03,Narration,redhood,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_03_95,False,,13,no,,1,think,,15,idle,,17,sad,,,,,,,,16,16,1.0,,,,,sfx_scn_aim,
