id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,fade,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
d_nikke_ce005_01_02_25,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_25,True,3,3,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_26,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_26,True,3,event_exnii_talk_06,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_27,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_27,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_28,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_28,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_29,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_29,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_30,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_30,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_31,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_31,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_32,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_32,True,event_exnii_talk_06,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_33,d_nikke_ce005_01_02,Self,Locale_NikkeEpisode:d_nikke_ce005_01_02_33,False,1,1,1.0,,ce005_01_01,,1,idle,,,,,3,idle,
d_nikke_ce005_01_02_34,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_34,True,1,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_35,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_35,True,1,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_36,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_36,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_37,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_37,True,event_exnii_talk_06,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_38,d_nikke_ce005_01_02,Choice,Locale_NikkeEpisode:d_nikke_ce005_01_02_38,False,1,1,1.0,,ce005_01_01,,1,idle,,,,,3,idle,d_nikke_ce005_01_02_40
d_nikke_ce005_01_02_39,d_nikke_ce005_01_02,Choice,Locale_NikkeEpisode:d_nikke_ce005_01_02_39,False,1,1,1.0,,ce005_01_01,,1,idle,,,,,3,idle,d_nikke_ce005_01_02_40
d_nikke_ce005_01_02_40,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_40,True,1,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_41,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_41,True,1,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_42,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_42,True,1,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_43,d_nikke_ce005_01_02,Self,Locale_NikkeEpisode:d_nikke_ce005_01_02_43,False,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,,,3,idle,
d_nikke_ce005_01_02_44,d_nikke_ce005_01_02,Self,Locale_NikkeEpisode:d_nikke_ce005_01_02_44,False,event_exnii_talk_06,event_exnii_talk_06,1.0,,ce005_01_01,,1,idle,,,,,3,idle,
d_nikke_ce005_01_02_45,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_45,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_46,d_nikke_ce005_01_02,Self,Locale_NikkeEpisode:d_nikke_ce005_01_02_46,False,event_exnii_talk_06,event_exnii_talk_06,1.0,,ce005_01_01,,1,idle,,,,,3,idle,
d_nikke_ce005_01_02_47,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_47,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_48,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_48,True,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,flora,,3,idle,
d_nikke_ce005_01_02_49,d_nikke_ce005_01_02,Self,Locale_NikkeEpisode:d_nikke_ce005_01_02_49,False,event_exnii_talk_06,event_exnii_talk_06,1.0,,flora,,1,idle,,,,,3,idle,
d_nikke_ce005_01_02_50,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_50,True,event_exnii_talk_06,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
d_nikke_ce005_01_02_51,d_nikke_ce005_01_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_01_02_51,True,1,1,1.0,,ce005_01_01,,1,idle,,,ce005_01_01,,3,idle,
