id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,jump_target,set_camera_shake,set_filter_02
d_nikke_admi_03_11,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_11,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_12,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_12,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_13,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_13,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_14,d_nikke_admi_03,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_03_14,False,,black,black,1.0,,,sfx_scn_buggerbite,,1,idle,admi,,,,
d_nikke_admi_03_15,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_15,False,,black,black,1.0,,,,admi,9,idle,admi,,,,
d_nikke_admi_03_16,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_16,False,,9,9,1.0,,,,admi,9,worry,,,,,
d_nikke_admi_03_17,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_17,False,,9,9,1.0,,,,,9,worry,,,,,
d_nikke_admi_03_18,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_18,False,,9,XS_90,1.0,,,,,9,worry,,,,,
d_nikke_admi_03_19,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_19,True,,XS_90,XS_90,1.0,,,,,9,worry,,,,,
d_nikke_admi_03_20,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_20,False,,XS_90,XS_90,1.0,,,,,9,worry,,,,,
d_nikke_admi_03_21,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_21,True,,XS_90,XS_90,1.0,,,,,9,idle,,,,,
d_nikke_admi_03_22,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_22,False,,XS_90,XS_90,1.0,,,,,9,idle,,,,,
d_nikke_admi_03_23,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_23,True,,XS_90,XS_90,1.0,,,,,9,idle,,,,,
d_nikke_admi_03_24,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_24,True,,XS_90,XS_90,1.0,,,,,9,idle,,,,,
d_nikke_admi_03_25,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_25,False,,XS_90,XS_90,1.0,,,,,9,idle,,,,,
d_nikke_admi_03_26,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_26,True,,XS_90,XS_900,0.6,,,,,9,idle,,,,,
d_nikke_admi_03_27,d_nikke_admi_03,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_03_27,False,none,black,black,1.0,,,sfx_scn_buggerbite,,9,idle,admi,black,,,
d_nikke_admi_03_28,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_28,False,,black,black,1.0,,,,admi,1,idle,admi,,,,
d_nikke_admi_03_29,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_29,False,Park,1,1,1.0,,,,admi,1,idle,,,,,
d_nikke_admi_03_30,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_30,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_31,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_31,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_32,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_32,False,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_33,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_33,False,,1,XS_10,1.0,,,,,1,"expression_0,idle",,,,,
d_nikke_admi_03_34,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_34,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_35,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_35,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_36,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_36,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_37,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_37,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_38,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_38,True,,XS_10,XS_10,1.0,,,,,1,worry,,,,,
d_nikke_admi_03_39,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_39,False,,XS_10,XS_10,1.0,,,,,1,worry,,,,,
d_nikke_admi_03_40,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_40,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_41,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_41,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_42,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_42,False,,XS_10,XS_10,1.0,none,,,,1,idle,,,,,
d_nikke_admi_03_43,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_43,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_44,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_44,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_45,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_45,False,,XS_10,XS_100,2.0,,,,,1,idle,,,,,
d_nikke_admi_03_46,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_46,False,,XS_100,XS_100,1.0,,,,,1,shy,,,,,
d_nikke_admi_03_47,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_47,False,,XS_100,XS_100,1.0,,,,,1,shy,,,,,
d_nikke_admi_03_48,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_48,True,,XS_100,XS_10,0.5,bgm_story_whosdumber,,,,1,shy,,,,,
d_nikke_admi_03_49,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_49,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,
d_nikke_admi_03_50,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_50,False,,XS_10,XS_10,1.0,,,,,1,shy,,,,,
d_nikke_admi_03_51,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_51,False,,XS_10,XS_10,1.0,,,,,1,shy,,,,,
d_nikke_admi_03_52,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_52,True,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_53,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_53,True,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_54,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_54,False,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_55,d_nikke_admi_03,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_03_55,False,none,black,black,1.0,none,,sfx_scn_buggerbite,,1,surprise,admi,,,,
d_nikke_admi_03_56,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_56,False,,black,black,1.0,,,,,,,,,,,
d_nikke_admi_03_57,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_57,True,FastFood,1,1,1.0,bgm_story_backtonormal,,,admi,1,idle,,,,,
d_nikke_admi_03_58,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_58,False,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_59,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_59,True,,1,1,1.0,,,,,1,delight,,,,,
d_nikke_admi_03_60,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_60,True,,1,1,1.0,,,,,1,delight,,,,,
d_nikke_admi_03_61,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_61,True,,1,1,1.0,,,,,1,delight,,,,,
d_nikke_admi_03_62,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_62,False,,1,1,1.0,,,,,1,delight,,,,,
d_nikke_admi_03_63,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_63,True,,1,1,1.0,,,,,1,delight,,,,,
d_nikke_admi_03_64,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_64,False,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_65,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_65,True,,1,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_66,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_66,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_67,d_nikke_admi_03,Choice,admi,,Locale_NikkeEpisode:d_nikke_admi_03_67,False,,XS_10,XS_10,1.0,,,,,1,idle,,,d_nikke_admi_03_69,,
d_nikke_admi_03_68,d_nikke_admi_03,Choice,admi,,Locale_NikkeEpisode:d_nikke_admi_03_68,False,,XS_10,XS_10,1.0,,,,,1,idle,,,d_nikke_admi_03_71,,
d_nikke_admi_03_69,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_69,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_70,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_70,True,,XS_10,XS_10,1.0,,,,,1,idle,,,d_nikke_admi_03_73,,
d_nikke_admi_03_71,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_71,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_72,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_72,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_73,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_73,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_74,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_74,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_75,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_75,False,,black,black,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_76,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_76,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_77,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_77,False,,black,black,1.0,,,,,1,idle,,,,,
d_nikke_admi_03_78,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_78,False,,XS_10,XS_100,0.5,none,,,,1,shy,,,,Low_2,
d_nikke_admi_03_79,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_79,False,,XS_100,XS_100,1.0,,,,,1,shy,,,,,
d_nikke_admi_03_80,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_80,True,,XS_100,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_81,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_81,False,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_82,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_82,True,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_83,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_83,True,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_84,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_84,False,none,XS_10,XS_10,1.0,bgm_story_impression,,,,1,surprise,admi,,,,
d_nikke_admi_03_85,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_85,False,Park,1,1,1.0,,Grey,,,,,,,,,Blur_Low
d_nikke_admi_03_86,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_86,False,FastFood,1,1,1.0,,Grey,,,,,,,,,Blur_Low
d_nikke_admi_03_87,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_87,False,none,1,1,1.0,,Grey,,,,,,,,,Blur_Low
d_nikke_admi_03_88,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_88,False,Backstreet_n,1,1,1.0,,Grey,,,,,,,,,Blur_Low
d_nikke_admi_03_89,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_89,False,,1,1,1.0,,Grey,,,,,,,,,Blur_Low
d_nikke_admi_03_90,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_90,False,none,black,black,1.0,,Grey,,,,,,,,,Blur_Low
d_nikke_admi_03_91,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_91,False,FastFood,black,black,1.0,,,,admi,1,worry,,,,,
d_nikke_admi_03_92,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_92,True,,1,1,1.0,,,,,1,worry,,,,,
d_nikke_admi_03_93,d_nikke_admi_03,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_03_93,False,,1,1,1.0,,,,,1,worry,,,,,
d_nikke_admi_03_94,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_94,True,,1,XS_10,0.6,,,,,1,surprise,,,,,
d_nikke_admi_03_95,d_nikke_admi_03,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_03_95,True,,XS_10,XS_10,1.0,,,,,1,surprise,,,,,
d_nikke_admi_03_96,d_nikke_admi_03,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_03_96,False,none,black,black,1.0,,,sfx_scn_buggerbite,,1,surprise,admi,,,,
d_nikke_admi_03_97,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_97,False,White,1,1,1.0,,,,,,,,,,,
d_nikke_admi_03_98,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_98,False,,1,1,1.0,,,,,,,,,,,
d_nikke_admi_03_99,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_99,False,,1,1,1.0,,,,,,,,,,,
d_nikke_admi_03_100,d_nikke_admi_03,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_03_100,False,,1,1,1.0,,,,,,,,,,,
