id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_filter_01,set_filter_02,set_camera_shake,characters/0/hide_char_id,jump_target
d_nikke_yulha_04_11,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_11,True,,1,sad,,L_100,L_10,2.0,,,,,,,,
d_nikke_yulha_04_12,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_12,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_13,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_13,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_14,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_14,False,,1,idle,,black,black,1.0,,,,,,,,
d_nikke_yulha_04_15,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_15,False,,1,idle,,black,black,1.0,,,,,,,,
d_nikke_yulha_04_16,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_16,False,,1,idle,,black,black,1.0,,,,,,,,
d_nikke_yulha_04_17,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_17,False,,1,idle,,5,1,2.0,none,black,,,,,,
d_nikke_yulha_04_18,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_18,False,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_yulha_04_19,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_19,False,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_yulha_04_20,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_20,False,,1,idle,,1,1,1.0,,,sfx_scn_keyboard,,,,,
d_nikke_yulha_04_21,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_21,False,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_yulha_04_22,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_22,False,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_yulha_04_23,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_23,True,,1,angry,,1,L_10,0.5,,,,,,,,
d_nikke_yulha_04_24,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_24,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_25,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_25,False,,1,idle,,L_10,L_100,1.0,,,,,,,,
d_nikke_yulha_04_26,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_26,False,,1,idle,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_27,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_27,False,,1,idle,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_28,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_28,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_29,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_29,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_30,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_30,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_31,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_31,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_32,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_32,True,,1,idle,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_33,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_33,False,,1,idle,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_34,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_34,True,,1,idle,,L_100,L_10,1.0,bgm_story_impression,,,,,,,
d_nikke_yulha_04_35,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_35,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_36,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_36,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_37,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_37,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_38,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_38,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_39,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_39,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_40,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_40,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_41,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_41,True,,1,sad,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_42,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_42,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_43,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_43,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_44,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_44,False,,1,idle,,L_10,L_100,0.5,,,,,,,,
d_nikke_yulha_04_45,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_45,False,,1,idle,,L_100,L_100,1.0,none,,,,,,,
d_nikke_yulha_04_46,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_46,False,,1,idle,Corridor,L_150,L_10,2.0,bgm_story_epicjazzymoods,black,,,,,,
d_nikke_yulha_04_47,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_47,True,,1,angry,,L_10,L_100,0.5,,,,,,,,
d_nikke_yulha_04_48,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_48,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_49,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_49,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_50,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_50,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_51,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_51,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_52,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_52,True,,1,idle,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_53,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_53,False,,1,idle,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_54,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_54,False,,1,idle,,L_100,L_10,2.0,,,,,,,,
d_nikke_yulha_04_55,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_55,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_56,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_56,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_57,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_57,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_58,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_58,False,,1,idle,,black,black,1.0,none,,,Grey,Blur_Low,,,
d_nikke_yulha_04_59,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_59,True,,1,angry,,L_10,L_100,0.5,bgm_story_herecomestrouble,,,Grey,Blur_Low,,,
d_nikke_yulha_04_60,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_60,False,,1,angry,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_61,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_61,True,,1,shy,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_62,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_62,False,,1,shy,,L_100,L_10,0.5,,,sfx_scn_down,Grey,Blur_Low,Low_2,,
d_nikke_yulha_04_63,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_63,False,,1,shy,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_64,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_64,True,,1,sad,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_65,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_65,False,,1,sad,,L_10,L_100,2.0,,,,Grey,Blur_Low,Low_2,,
d_nikke_yulha_04_66,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_66,True,,1,shy,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_67,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_67,False,,1,sad,,L_100,L_10,0.5,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_68,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_68,False,,1,sad,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_69,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_69,False,,1,sad,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_70,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_70,True,,1,pain,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_71,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_71,False,,1,pain,,L_10,L_30,1.0,,,,Grey,Blur_Low,Low_2,yulha,
d_nikke_yulha_04_72,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_72,True,,,,,L_30,L_30,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_73,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_73,False,,,,,L_30,L_50,1.0,,,,Grey,Blur_Low,Low_2,,
d_nikke_yulha_04_74,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_74,True,,,,,black,black,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_75,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_75,False,yulha,1,angry,GoodOffice,black,black,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_76,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_76,True,,1,angry,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_77,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_77,True,,1,angry,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_78,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_78,True,,1,angry,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_79,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_79,True,,1,angry,,L_10,L_100,0.5,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_80,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_80,False,,1,angry,,black,black,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_81,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_81,False,,1,angry,,black,black,1.0,,,sfx_scn_down,Grey,Blur_Low,,,
d_nikke_yulha_04_82,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_82,True,,1,angry,,L_100,L_100,2.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_83,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_83,True,,1,angry,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_84,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_84,False,,1,angry,,black,black,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_85,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_85,False,,1,angry,,black,black,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_86,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_86,True,,1,angry,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_87,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_87,True,,1,angry,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_88,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_88,False,,1,angry,,black,black,1.0,,,,Grey,Blur_Low,,yulha,
d_nikke_yulha_04_89,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_89,True,yulha,1,shy,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_90,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_90,False,,1,shy,,L_100,L_10,2.0,,,,Grey,Blur_Low,,yulha,
d_nikke_yulha_04_91,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_91,False,,,,,L_10,L_100,0.5,,,sfx_scn_poke,Grey,Blur_Low,Low_2,,
d_nikke_yulha_04_92,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_92,False,yulha,1,sad,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_93,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_93,True,,1,sad,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_94,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_94,False,,1,sad,,L_100,L_100,1.0,,,sfx_scn_poke4,Grey,Blur_Low,Low_2,,
d_nikke_yulha_04_95,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_95,False,,1,sad,,L_100,L_100,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_96,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_96,True,,1,shy,,L_100,L_10,2.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_97,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_97,True,,1,sad,,L_10,L_10,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_98,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_98,True,,1,sad,Corridor,black,black,1.0,,,,Grey,Blur_Low,,,
d_nikke_yulha_04_99,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_99,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_100,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_100,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_101,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_101,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_102,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_102,True,,1,pain,,L_10,L_100,0.5,,,,,,,,
d_nikke_yulha_04_103,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_103,False,,1,pain,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_104,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_104,False,,1,pain,,L_100,L_100,1.0,,,,,,Low_2,,
d_nikke_yulha_04_105,d_nikke_yulha_04,Choice,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_105,False,,1,pain,,L_100,L_100,1.0,,,,,,,,d_nikke_yulha_04_107
d_nikke_yulha_04_106,d_nikke_yulha_04,Choice,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_106,False,,1,pain,,L_100,L_100,1.0,,,,,,,,d_nikke_yulha_04_113
d_nikke_yulha_04_107,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_107,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_108,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_108,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_109,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_109,True,,1,angry,,L_100,L_10,0.5,,,,,,,,
d_nikke_yulha_04_110,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_110,True,,1,pain,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_111,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_111,False,,1,pain,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_112,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_112,True,,1,shy,,L_10,L_10,1.0,,,,,,,,d_nikke_yulha_04_118
d_nikke_yulha_04_113,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_113,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_114,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_114,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_115,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_115,True,,1,pain,,L_100,L_10,2.0,,,,,,,,
d_nikke_yulha_04_116,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_116,False,,1,pain,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_117,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_117,True,,1,shy,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_118,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_118,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_119,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_119,True,,1,pain,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_120,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_120,False,,1,pain,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_121,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_121,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_122,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_122,False,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_123,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_123,True,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_124,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_124,False,,1,angry,,L_10,L_100,0.5,,,,,,,,
d_nikke_yulha_04_125,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_125,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_126,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_126,True,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_127,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_127,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_128,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_128,True,,1,shy,,L_100,L_10,2.0,,,,,,,,
d_nikke_yulha_04_129,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_129,False,,1,shy,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_130,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_130,True,,1,shy,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_131,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_131,False,,1,shy,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_132,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_132,False,,1,idle,,L_10,L_10,1.0,none,,,,,,,
d_nikke_yulha_04_133,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_133,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_134,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_134,True,,1,angry,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_135,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_135,False,,1,angry,,L_10,L_100,0.5,,,sfx_scn_bang,,,Low_2,yulha,
d_nikke_yulha_04_136,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_136,False,,,,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_137,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_137,True,yulha,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_138,d_nikke_yulha_04,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_138,False,,1,angry,,L_100,L_100,1.0,,,,,,,,
d_nikke_yulha_04_139,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_139,True,,1,idle,,L_100,L_10,2.0,,,,,,,,
d_nikke_yulha_04_140,d_nikke_yulha_04,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_140,False,,1,idle,,L_10,L_10,1.0,,,sfx_scn_rustydooropen,,,,,
d_nikke_yulha_04_141,d_nikke_yulha_04,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_04_141,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_yulha_04_142,d_nikke_yulha_04,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_04_142,True,,1,idle,,L_10,L_10,1.0,bgm_story_epicjazzymoods,,,,,,,
