id,group_id,speech_window,scenario_localkey,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,play_lipSync,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,characters/1/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id
d_nikke_alice_04_37,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_37,,XS_1700,XS_1700,1.0,,,poli,True,,,15,idle,poli,,,,,,,17,angry,,
d_nikke_alice_04_38,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_38,,XS_1700,S_170,2.0,,,poli,True,,,15,idle,poli,,,,,,,17,sad,,
d_nikke_alice_04_39,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_39,,S_170,S_170,1.0,,,poli,True,,,15,idle,poli,,,,,,,17,sad,,
d_nikke_alice_04_40,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_40,,S_170,S_170,1.0,,,,,,,15,idle,poli,,,,,,,17,idle,,
d_nikke_alice_04_41,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_41,,S_170,S_150,1.0,,,miranda,True,,,15,idle,miranda,,,,,,,17,idle,,
d_nikke_alice_04_42,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_42,,S_150,S_150,1.0,,,miranda,True,,,15,idle,miranda,,,,,,,17,idle,,
d_nikke_alice_04_43,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_43,,S_150,S_150,1.0,,,,,,,15,idle,miranda,,,,,,,17,idle,,
d_nikke_alice_04_44,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_44,,S_150,S_150,1.0,,,miranda,True,,,15,shy,miranda,,,,,,,17,idle,,
d_nikke_alice_04_45,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_45,,S_150,16,2.0,,,poli,True,,,15,shy,poli,,,,,,,17,idle,,
d_nikke_alice_04_46,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_46,,black,black,1.0,,,alice,True,,,15,shy,alice,,,alice,1,idle,,17,idle,,
d_nikke_alice_04_47,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_47,,16,16,1.0,,,poli,True,,,15,idle,poli,,,,1,idle,,17,idle,,
d_nikke_alice_04_48,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_48,,16,S_170,0.5,,,poli,True,,,15,idle,poli,,,,1,idle,,17,idle,,
d_nikke_alice_04_49,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_49,,S_170,S_150,1.0,,,miranda,True,,,15,idle,miranda,,,,1,idle,,17,idle,,
d_nikke_alice_04_50,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_50,,S_150,16,1.0,,,,,,,15,idle,miranda,,,,1,idle,,17,idle,,
d_nikke_alice_04_51,d_nikke_alice_04,Narration,Locale_NikkeEpisode:d_nikke_alice_04_51,,16,16,1.0,,,,,,,15,idle,,miranda,,,1,idle,,17,idle,,poli
d_nikke_alice_04_52,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_52,,16,1,2.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_53,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_53,,1,S_10,2.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_54,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_54,,S_10,S_10,1.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_55,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_55,,S_10,S_100,2.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_56,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_56,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_57,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_57,,S_100,S_100,1.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_58,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_58,,S_100,S_10,2.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_59,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_59,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_60,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_60,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_61,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_61,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_62,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_62,,S_10,S_10,1.0,,,,,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_63,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_63,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_64,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_64,,S_10,S_10,1.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_65,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_65,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,delight,,,,,
d_nikke_alice_04_66,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_66,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_67,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_67,,S_10,S_100,0.5,,,alice,True,,,,,alice,,,,1,surprise,,,,,
d_nikke_alice_04_68,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_68,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,surprise,,,,,
d_nikke_alice_04_69,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_69,,S_100,S_100,1.0,,,,,,,,,alice,,,,1,surprise,,,,,
d_nikke_alice_04_70,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_70,,S_100,S_10,2.0,,,alice,True,,,,,alice,,,,1,surprise,,,,,
d_nikke_alice_04_71,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_71,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_72,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_72,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,delight,,,,,
d_nikke_alice_04_73,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_73,,S_10,S_10,1.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_74,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_74,,S_10,S_100,2.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_75,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_75,,S_100,S_100,1.0,,,,,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_76,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_76,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_77,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_77,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_78,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_78,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_79,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_79,,S_100,S_100,1.0,,,,,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_80,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_80,,S_100,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_81,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_81,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_82,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_82,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_83,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_83,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_84,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_84,,S_10,S_10,1.0,,,,False,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_85,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_85,,S_10,S_10,1.0,,,alice,False,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_86,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_86,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_87,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_87,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_88,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_88,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_89,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_89,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_90,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_90,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_91,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_91,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_92,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_92,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_93,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_93,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_94,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_94,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_95,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_95,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_96,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_96,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_97,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_97,,S_10,S_10,1.0,,,,,,,,,alice,,,,1,sad,,,,,
d_nikke_alice_04_98,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_98,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_99,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_99,,S_10,S_10,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_100,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_100,,S_10,S_10,1.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_101,d_nikke_alice_04,Narration,Locale_NikkeEpisode:d_nikke_alice_04_101,,S_10,S_100,0.5,,,,,,,,,alice,,,,1,delight,,,,,
d_nikke_alice_04_102,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_102,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,delight,,,,,
d_nikke_alice_04_103,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_103,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,delight,,,,,
d_nikke_alice_04_104,d_nikke_alice_04,Self,Locale_NikkeEpisode:d_nikke_alice_04_104,,S_100,S_100,2.0,,,,,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_105,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_105,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
d_nikke_alice_04_106,d_nikke_alice_04,Speech,Locale_NikkeEpisode:d_nikke_alice_04_106,,S_100,S_100,1.0,,,alice,True,,,,,alice,,,,1,idle,,,,,
