id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_julia_01_11,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_11,True,,S_100,S_100,1.0,,julia,,,1,delight
treasurestory_julia_01_12,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_12,True,,S_100,S_10,1.3,,julia,,,1,delight
treasurestory_julia_01_13,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_13,True,,S_10,S_10,1.0,,julia,,,1,delight
treasurestory_julia_01_14,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_14,True,,S_10,S_10,1.0,,julia,,,1,delight
treasurestory_julia_01_15,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_15,True,,S_10,S_10,1.0,,julia,,,1,delight
treasurestory_julia_01_16,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_16,False,,black,black,1.0,,,,,1,think
treasurestory_julia_01_17,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_17,True,,S_10,S_10,1.0,,julia,,,1,think
treasurestory_julia_01_18,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_18,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_19,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_19,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_20,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_20,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_21,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_21,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_22,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_22,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_23,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_23,False,,S_10,S_100,1.3,,,sfx_scn_bookpageone,,1,idle
treasurestory_julia_01_24,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_24,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_25,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_25,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_26,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_26,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_27,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_27,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_28,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_28,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_29,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_29,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_30,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_30,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_31,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_31,False,,S_100,S_10,1.3,,,,,1,idle
treasurestory_julia_01_32,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_32,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_33,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_33,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_34,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_34,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_35,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_35,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_36,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_36,True,,S_10,S_10,1.0,,julia,,,1,idle
treasurestory_julia_01_37,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_37,False,,black,black,1.0,,,,,1,think
treasurestory_julia_01_38,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_38,False,,black,black,1.0,none,,sfx_scn_violin,,1,think
treasurestory_julia_01_39,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_39,True,,S_10,S_10,1.0,,julia,,,1,think
treasurestory_julia_01_40,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_40,False,,S_10,S_10,1.0,,,,,1,think
treasurestory_julia_01_41,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_41,False,,black,black,1.0,,,,,1,think
treasurestory_julia_01_42,treasurestory_julia_01,Narration,julia,Locale_NikkeEpisode:treasurestory_julia_01_42,False,,black,black,1.0,,,sfx_scn_violin,,1,surprise
treasurestory_julia_01_43,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_43,False,,S_10,S_100,1.0,,julia,,,1,surprise
treasurestory_julia_01_44,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_44,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_45,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_45,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_46,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_46,True,,S_100,S_100,1.0,,julia,,,1,idle
treasurestory_julia_01_47,treasurestory_julia_01,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_01_47,True,,S_100,S_100,1.0,,julia,,,1,idle
