id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,set_filter_01,set_filter_02,jump_target,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
d_nikke_c_2_05_62,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_62,True,,3,idle,,1,smile,,,,,,,,,,CommanderRoom,black,black,1.0,,,announcer,announcer,Grey,,,,,,
d_nikke_c_2_05_63,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_63,True,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_64,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_64,True,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_65,d_nikke_c_2_05,Choice,Locale_NikkeEpisode:d_nikke_c_2_05_65,False,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,,,,,d_nikke_c_2_05_67,,,,
d_nikke_c_2_05_66,d_nikke_c_2_05,Choice,Locale_NikkeEpisode:d_nikke_c_2_05_66,False,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,,,,,d_nikke_c_2_05_68,,,,
d_nikke_c_2_05_67,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_67,True,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,drake,drake,,,d_nikke_c_2_05_69,,,,
d_nikke_c_2_05_68,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_68,True,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,drake,drake,,,d_nikke_c_2_05_69,,,,
d_nikke_c_2_05_69,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_69,True,,3,idle,,1,smile,,,,,,,,,,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_70,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_70,True,,3,idle,,1,delight,,,,,,,,,,,10,10,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_71,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_71,True,,3,idle,,1,delight,,,,,,,,,,,10,31,2.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_72,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_72,True,,3,idle,,1,delight,,,,,,,,,,,31,31,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_73,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_73,True,,3,idle,,1,smile,,,,,,,,,,,31,31,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_74,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_74,True,,3,idle,,1,smile,,,,,,,,,,,31,31,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_75,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_75,True,,3,idle,,1,smile,,,,,,,,,,,31,31,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_76,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_76,True,,3,idle,,1,smile,,,,,,,,,,,31,31,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_77,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_77,True,,3,delight,,1,delight,,,,,,,,,,,31,31,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_78,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_78,True,,3,delight,,1,delight,,,,,,,,,,,31,31,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_79,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_79,False,,3,delight,,1,delight,,,,,,,,,,,31,31,1.0,,,,,,,,,,,
d_nikke_c_2_05_80,d_nikke_c_2_05,Monologue,Locale_NikkeEpisode:d_nikke_c_2_05_80,False,,3,delight,,1,delight,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
