id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_anis_sparklingsummer_03_32,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_32,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_33,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_33,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_34,d_nikke_anis_sparklingsummer_03,Choice,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_34,False,,XS_10,XS_10,1.0,,,d_nikke_anis_sparklingsummer_03_36,,,1,void
d_nikke_anis_sparklingsummer_03_35,d_nikke_anis_sparklingsummer_03,Choice,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_35,False,,XS_10,XS_10,1.0,,,d_nikke_anis_sparklingsummer_03_49,,,1,void
d_nikke_anis_sparklingsummer_03_36,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_36,False,,XS_10,1,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_37,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_37,False,Beach_d,1,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_38,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_38,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_39,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_39,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_40,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_40,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_41,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_41,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_42,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_42,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_43,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_43,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_44,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_44,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_45,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_45,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_46,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_46,False,,7,7,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_47,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_47,True,RuinIndoor,7,1,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_48,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_48,True,,1,1,1.0,,,d_nikke_anis_sparklingsummer_03_59,,,1,worry
d_nikke_anis_sparklingsummer_03_49,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_49,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_50,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_50,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_51,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_51,True,,XS_10,XS_10,1.0,,,,,,1,idle
d_nikke_anis_sparklingsummer_03_52,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_52,True,,XS_10,XS_10,1.0,,,,,,1,idle
d_nikke_anis_sparklingsummer_03_53,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_53,True,,XS_10,XS_10,1.0,,,,,,1,idle
d_nikke_anis_sparklingsummer_03_54,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_54,True,,XS_10,XS_10,1.0,,,,,,1,idle
d_nikke_anis_sparklingsummer_03_55,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_55,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_56,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_56,False,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_57,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_57,True,,XS_10,1,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_58,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_58,True,,1,1,1.0,,,d_nikke_anis_sparklingsummer_03_59,,,1,worry
d_nikke_anis_sparklingsummer_03_59,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_59,False,,1,1,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_60,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_60,False,,1,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_61,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_61,False,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_62,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_62,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_63,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_63,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_64,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_64,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_65,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_65,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_66,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_66,True,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_67,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_67,False,,XS_10,XS_10,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_68,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_68,False,,XS_10,XS_100,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_69,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_69,True,,XS_100,XS_100,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_70,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_70,False,,XS_100,XS_100,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_71,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_71,True,,XS_100,XS_100,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_72,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_72,True,,XS_100,XS_100,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_73,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_73,False,,XS_100,XS_100,1.0,,,,,,1,worry
d_nikke_anis_sparklingsummer_03_74,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_74,True,,XS_100,XS_100,1.0,,,,,,1,void
d_nikke_anis_sparklingsummer_03_75,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_75,True,,XS_100,XS_10,1.0,,,,,,1,delight
d_nikke_anis_sparklingsummer_03_76,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_76,False,,XS_10,XS_10,1.0,,,,,,1,delight
d_nikke_anis_sparklingsummer_03_77,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_77,False,,XS_10,XS_10,1.0,,,,,,1,delight
d_nikke_anis_sparklingsummer_03_78,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_78,False,,XS_10,6,1.0,none,,,,,1,delight
d_nikke_anis_sparklingsummer_03_79,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_79,False,,6,6,1.0,,,,,,1,delight
d_nikke_anis_sparklingsummer_03_80,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_80,False,,6,60,1.0,,,,,,1,delight
d_nikke_anis_sparklingsummer_03_81,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_81,False,,60,60,1.0,,,,,,1,delight
d_nikke_anis_sparklingsummer_03_82,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_82,True,,60,5,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_03_83,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_83,True,,5,5,1.0,bgm_story_languor,,,,,5,idle
d_nikke_anis_sparklingsummer_03_84,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_84,True,,5,5,1.0,,,,,,5,idle
d_nikke_anis_sparklingsummer_03_85,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_85,True,,5,5,1.0,,,,,,5,idle
d_nikke_anis_sparklingsummer_03_86,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_86,True,,5,XS_500,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_87,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_87,False,,XS_500,XS_500,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_88,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_88,True,,XS_500,XS_500,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_89,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_89,True,,XS_500,6,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_90,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_90,False,,6,6,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_91,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_91,False,,6,6,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_92,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_92,True,,6,6,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_03_93,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_93,False,,60,60,1.0,,sfx_scn_windowrattle,,Low_2,,5,delight
d_nikke_anis_sparklingsummer_03_94,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_94,False,,60,60,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_03_95,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_95,False,,60,60,1.0,,sfx_scn_rampage,,Low_2,,5,void
d_nikke_anis_sparklingsummer_03_96,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_96,False,,60,6,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_03_97,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_97,True,,6,5,1.0,,,,,,5,worry
d_nikke_anis_sparklingsummer_03_98,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_98,True,,5,5,1.0,,,,,,5,worry
d_nikke_anis_sparklingsummer_03_99,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_99,True,,5,5,1.0,,,,,,5,idle
d_nikke_anis_sparklingsummer_03_100,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_100,False,,5,XS_50,1.0,,,,,,5,idle
d_nikke_anis_sparklingsummer_03_101,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_101,False,,XS_50,XS_50,1.0,,sfx_scn_windowrattle,,Low_2,,5,idle
d_nikke_anis_sparklingsummer_03_102,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_102,True,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_03_103,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_103,True,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_03_104,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_104,True,,XS_50,XS_50,1.0,,,,,,5,idle
d_nikke_anis_sparklingsummer_03_105,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_105,False,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_03_106,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_106,True,,XS_50,XS_500,1.0,,,,Low_1,,5,angry
d_nikke_anis_sparklingsummer_03_107,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_107,False,,black,black,1.0,,sfx_scn_bolt,,,,5,angry
d_nikke_anis_sparklingsummer_03_108,d_nikke_anis_sparklingsummer_03,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_108,False,,black,black,1.0,,sfx_scn_metalcrack,,,,5,angry
d_nikke_anis_sparklingsummer_03_109,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_109,False,,XS_500,5,1.0,,,,,,5,no
d_nikke_anis_sparklingsummer_03_110,d_nikke_anis_sparklingsummer_03,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_110,False,,5,5,1.0,,,,,,5,no
d_nikke_anis_sparklingsummer_03_111,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_111,True,,5,5,1.0,,,,,,5,no
d_nikke_anis_sparklingsummer_03_112,d_nikke_anis_sparklingsummer_03,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_112,False,,5,5,1.0,,,,,,5,no
d_nikke_anis_sparklingsummer_03_113,d_nikke_anis_sparklingsummer_03,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_03_113,True,,5,XS_50,1.0,,,,,,5,no
