id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/hide_char_id,characters/1/hide_char_id,fade,play_sound,conversation_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target
d_nikke_neve_05_20,d_nikke_neve_05,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_05_20,True,,5,idle,,3,think,,3,L_30,1.0,,,,,,,,,,,,
d_nikke_neve_05_21,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_21,False,,5,idle,,3,think,,L_30,L_30,1.0,,,,,,,,,,,,
d_nikke_neve_05_22,d_nikke_neve_05,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_05_22,True,,5,idle,,3,think,,L_30,L_30,1.0,,,,,,,,,,,,
d_nikke_neve_05_23,d_nikke_neve_05,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_05_23,True,,5,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,
d_nikke_neve_05_24,d_nikke_neve_05,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_05_24,True,,5,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,
d_nikke_neve_05_25,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_25,False,,5,idle,,3,idle,,L_30,53,1.0,none,Blur_Low,Vignetting,,,,,,,,,
d_nikke_neve_05_26,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_26,False,,5,idle,,3,idle,,53,53,1.0,,Blur_Low,Vignetting,,,,,,,,,
d_nikke_neve_05_27,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_27,False,,5,idle,,3,idle,,53,53,1.0,,Blur_Low,Vignetting,,,,,,,,,
d_nikke_neve_05_28,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_28,False,,5,idle,,3,idle,,53,53,1.0,,Blur_Low,Vignetting,,,,,,,,,
d_nikke_neve_05_29,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_29,False,,5,idle,,3,idle,,53,53,1.0,,Blur_Low,Vignetting,,,,,,,,,
d_nikke_neve_05_30,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_30,False,,5,idle,,3,idle,,53,53,1.0,,,,,,,,,,,,
d_nikke_neve_05_31,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_31,False,,5,idle,,3,idle,,53,53,1.0,,,,,,,,,,,,
d_nikke_neve_05_32,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_32,False,,5,idle,,3,idle,CommanderRoom,1,1,1.0,bgm_story_backtonormal,,,alice,ludmilla,black,,,,,,
d_nikke_neve_05_33,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_33,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_neve_05_34,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_34,False,,,,,,,,1,1,1.0,,,,,,,sfx_scn_phonevibration,,,,,
d_nikke_neve_05_35,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_35,False,,,,,,,,1,1,1.0,,,,,,,,m_nikke_neve_05,,,,
d_nikke_neve_05_36,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_36,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_nikke_neve_05_37,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_37,False,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_nikke_neve_05_38,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_38,False,,,,,,,,black,black,1.0,,,,,,,sfx_scn_knock,,,,,
d_nikke_neve_05_39,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_39,False,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_nikke_neve_05_40,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_40,False,,,,,,,,black,black,1.0,,,,,,,sfx_scn_autodooropen,,,,,
d_nikke_neve_05_41,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_41,True,,,,,,,,black,black,1.0,,,,,,,,,neve,1,idle,
d_nikke_neve_05_42,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_42,False,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_43,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_43,False,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_44,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_44,True,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_45,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_45,True,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_46,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_46,False,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_47,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_47,True,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_48,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_48,False,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_49,d_nikke_neve_05,Choice,Choice,,Locale_NikkeEpisode:d_nikke_neve_05_49,False,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,d_nikke_neve_05_51
d_nikke_neve_05_50,d_nikke_neve_05,Choice,Choice,,Locale_NikkeEpisode:d_nikke_neve_05_50,False,,,,,,,,black,black,1.0,,,,,,,,,,1,idle,d_nikke_neve_05_52
d_nikke_neve_05_51,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_51,True,,,,,,,,100,100,1.0,,,,,,,,,,1,idle,d_nikke_neve_05_53
d_nikke_neve_05_52,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_52,True,,,,,,,,100,100,1.0,,,,,,,,,,1,idle,d_nikke_neve_05_53
d_nikke_neve_05_53,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_53,False,,,,,,,,100,100,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_54,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_54,True,,,,,,,,100,1,2.0,,,,,,,,,,1,shy,
d_nikke_neve_05_55,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_55,True,,,,,,,,1,1,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_56,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_56,False,,,,,,,,1,1,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_57,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_57,False,,,,,,,,1,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_58,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_58,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_59,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_59,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_60,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_60,False,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_61,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_61,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_62,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_62,False,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_63,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_63,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_64,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_64,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_65,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_65,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_66,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_66,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_67,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_67,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_68,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_68,True,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_69,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_69,False,,,,,,,,10,10,1.0,,,,,,,,,,1,idle,
d_nikke_neve_05_70,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_70,True,,,,,,,,10,10,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_71,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_71,False,,,,,,,,10,10,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_72,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_72,True,,,,,,,,10,10,1.0,bgm_story_shapeofhope,,,,,,,,,1,shy,
d_nikke_neve_05_73,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_73,True,,,,,,,,10,10,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_74,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_74,False,,,,,,,,10,10,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_75,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_75,False,,,,,,,,10,10,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_76,d_nikke_neve_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_neve_05_76,False,,,,,,,,10,100,1.0,,,,,,,sfx_scn_poke,,,1,shy,
d_nikke_neve_05_77,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_77,True,,,,,,,,100,100,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_78,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_78,True,,,,,,,,100,100,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_79,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_79,True,,,,,,,,100,100,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_80,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_80,True,,,,,,,,100,100,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_81,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_81,True,,,,,,,,100,100,1.0,,,,,,,,,,1,shy,
d_nikke_neve_05_82,d_nikke_neve_05,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_05_82,False,,,,,,,,100,100,1.0,,,,,,,,,,1,good,
d_nikke_neve_05_83,d_nikke_neve_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_neve_05_83,False,,,,,,,,100,100,1.0,,,,,,,,,,1,good,
d_nikke_neve_05_84,d_nikke_neve_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_neve_05_84,False,,,,,,,,black,black,1.0,,,,,,,,,,1,good,
