id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,set_camera_shake,fade
d_nikke_rapi_02_95,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_95,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_96,d_nikke_rapi_02,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_02_96,False,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_97,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_97,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_98,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_98,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_99,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_99,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_100,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_100,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_101,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_101,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_102,d_nikke_rapi_02,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_02_102,False,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_103,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_103,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_104,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_104,True,,1,idle,,1,1,1.0,,,,
d_nikke_rapi_02_105,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_105,False,,1,think,,1,1,1.0,,,,
d_nikke_rapi_02_106,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_106,True,,1,think,,1,10,1.0,,,,
d_nikke_rapi_02_107,d_nikke_rapi_02,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_02_107,False,,1,think,,10,10,1.0,,,,
d_nikke_rapi_02_108,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_108,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_109,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_109,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_110,d_nikke_rapi_02,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_02_110,False,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_111,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_111,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_112,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_112,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_113,d_nikke_rapi_02,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_02_113,False,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_114,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_114,True,,1,think,,10,1,1.0,,,,
d_nikke_rapi_02_115,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_115,True,,1,think,,1,1,1.0,,,,
d_nikke_rapi_02_116,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_116,True,,1,think,,1,1,1.0,,,,
d_nikke_rapi_02_117,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_117,True,,1,idle,,1,10,1.0,,,,
d_nikke_rapi_02_118,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_118,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_119,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_119,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_120,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_120,True,,1,idle,,10,10,1.0,,,,
d_nikke_rapi_02_121,d_nikke_rapi_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_02_121,True,,1,idle,,10,10,1.0,,,,
