id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_ether_04_43,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_43,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_44,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_44,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_45,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_45,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_46,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_46,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_47,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_47,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_48,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_48,False,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_49,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_49,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_50,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_50,True,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_51,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_51,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_52,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_52,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_53,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_53,True,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_54,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_54,False,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_55,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_55,True,,1,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_56,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_56,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_57,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_57,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_58,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_58,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_59,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_59,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_60,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_60,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_61,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_61,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_62,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_62,True,,S_10,XS_100,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_63,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_63,True,Laboratory,1,15,1.0,,Grey,,1,idle,ether,idollocean,14,idle,,product23,16,idle,
d_nikke_ether_04_64,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_64,True,,15,15,1.0,,Grey,,,,,,14,idle,,,16,idle,
d_nikke_ether_04_65,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_65,True,,15,15,1.0,,Grey,,,,,,14,idle,,,16,idle,
d_nikke_ether_04_66,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_66,True,Hospital,black,black,1.0,,,ether,1,idle,,,14,idle,idollocean,,16,idle,product23
d_nikke_ether_04_67,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_67,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_68,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_68,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_69,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_69,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_70,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_70,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_71,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_71,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_72,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_72,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_73,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_73,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_74,d_nikke_ether_04,Monologue,ether,Monologue,Locale_NikkeEpisode:d_nikke_ether_04_74,False,,S_10,S_10,1.0,,Blur_Low,,1,idle,,,,,,,,,
d_nikke_ether_04_75,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_75,False,,S_10,1,1.0,,Blur_Low,,1,idle,,,,,,,,,
d_nikke_ether_04_76,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_76,True,,1,1,1.0,,Blur_Low,,1,sad,,,,,,,,,
d_nikke_ether_04_77,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_77,True,,1,1,1.0,,Blur_Low,,1,sad,,,,,,,,,
d_nikke_ether_04_78,d_nikke_ether_04,Monologue,ether,Monologue,Locale_NikkeEpisode:d_nikke_ether_04_78,False,,1,1,1.0,,Blur_Low,,1,sad,,,,,,,,,
d_nikke_ether_04_79,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_79,False,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_80,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_80,True,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_81,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_81,False,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_82,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_82,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_83,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_83,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_84,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_84,False,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_85,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_85,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_86,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_86,False,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_87,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_87,True,,1,1,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_88,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_88,False,,1,1,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_89,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_89,True,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_90,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_90,True,,1,1,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_91,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_91,False,,1,1,1.0,none,,,1,delight,,,,,,,,,
d_nikke_ether_04_92,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_92,True,,1,1,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_93,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_93,True,,1,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_94,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_94,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_95,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_95,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_96,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_96,False,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_97,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_97,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_98,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_98,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_99,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_99,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_100,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_100,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_101,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_101,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_102,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_102,False,,S_10,S_10,1.0,bgm_story_trauma,,,1,sad,,,,,,,,,
d_nikke_ether_04_103,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_103,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_104,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_104,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_105,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_105,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_106,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_106,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_107,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_107,True,,S_10,XS_100,0.5,,,,1,angry,,,,,,,,,
d_nikke_ether_04_108,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_108,False,,XS_100,XS_100,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_109,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_109,True,,XS_100,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_110,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_110,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_111,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_111,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_112,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_112,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_113,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_113,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_114,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_114,False,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_115,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_115,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_116,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_116,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_117,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_117,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_118,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_118,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_119,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_119,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_120,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_120,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_121,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_121,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_122,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_122,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_123,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_123,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_124,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_124,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_125,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_125,True,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_126,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_126,False,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_127,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_127,False,,S_10,S_10,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_128,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_128,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_129,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_129,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_130,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_130,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_131,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_131,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_132,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_132,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_133,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_133,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_134,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_134,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_135,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_135,True,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_136,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_136,False,,S_10,S_10,1.0,,,,1,sad,,,,,,,,,
d_nikke_ether_04_137,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_137,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_138,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_138,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_139,d_nikke_ether_04,Monologue,ether,Monologue,Locale_NikkeEpisode:d_nikke_ether_04_139,False,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_140,d_nikke_ether_04,Self,ether,Self,Locale_NikkeEpisode:d_nikke_ether_04_140,False,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_141,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_141,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_142,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_142,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_143,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_143,True,,S_10,S_10,1.0,,,,1,delight,,,,,,,,,
d_nikke_ether_04_144,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_144,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_145,d_nikke_ether_04,Monologue,ether,Monologue,Locale_NikkeEpisode:d_nikke_ether_04_145,False,,black,black,1.0,,,,1,idle,,,,,,,,,
d_nikke_ether_04_146,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_146,True,,S_10,XS_100,1.0,,,,1,angry,,,,,,,,,
d_nikke_ether_04_147,d_nikke_ether_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_ether_04_147,True,,XS_100,XS_100,1.0,,,,1,angry,,,,,,,,,
