id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade
d_nikke_poli_03_20,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_20,False,,XS_100,XS_100,1.0,,,1,delight,,,,,,
d_nikke_poli_03_21,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_21,True,,XS_100,XS_10,1.0,,,1,idle,,,,,,
d_nikke_poli_03_22,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_22,True,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_poli_03_23,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_23,False,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_poli_03_24,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_24,True,,XS_10,XS_10,1.0,,,1,delight,,,,,,
d_nikke_poli_03_25,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_25,True,,XS_10,XS_10,1.0,,,1,delight,,,,,,
d_nikke_poli_03_26,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_26,True,,XS_10,XS_10,1.0,,,1,delight,,,,,,
d_nikke_poli_03_27,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_27,False,,XS_10,XS_10,1.0,,,1,delight,,,,,,
d_nikke_poli_03_28,d_nikke_poli_03,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_03_28,False,CommanderRoom,black,black,1.0,none,,1,idle,poli,,,,,
d_nikke_poli_03_29,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_29,True,,10,130,2.0,bgm_story_epicjazzymoods,,,,,maxwell,13,idle,,
d_nikke_poli_03_30,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_30,True,,130,130,1.0,,poli,1,idle,,,13,idle,,
d_nikke_poli_03_31,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_31,True,,XS_10,XS_10,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_32,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_32,True,,130,1300,2.0,,,1,idle,,,13,think,,
d_nikke_poli_03_33,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_33,True,,1300,1300,1.0,,,1,idle,,,13,think,,
d_nikke_poli_03_34,d_nikke_poli_03,Self,maxwell,,Locale_NikkeEpisode:d_nikke_poli_03_34,False,,1300,1300,1.0,,,1,idle,,,13,think,,
d_nikke_poli_03_35,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_35,True,,1300,130,2.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_36,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_36,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_37,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_37,False,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_38,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_38,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_39,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_39,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_40,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_40,True,,XS_10,XS_10,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_41,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_41,True,,130,130,1.0,,,1,idle,,,13,delight,,
d_nikke_poli_03_42,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_42,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_43,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_43,True,,130,1300,2.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_44,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_44,True,,XS_10,XS_10,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_45,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_45,False,,XS_10,XS_10,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_46,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_46,False,,1300,130,0.5,,,1,idle,,,13,idle,,
d_nikke_poli_03_47,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_47,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_48,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_48,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_49,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_49,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_50,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_50,True,,XS_10,XS_100,0.5,,,1,angry,,,13,idle,,
d_nikke_poli_03_51,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_51,True,,XS_100,XS_10,2.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_52,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_52,True,,130,130,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_53,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_53,True,,130,12,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_54,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_54,True,,12,12,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_55,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_55,True,,12,130,2.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_56,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_56,True,,130,130,1.0,,,1,idle,,,13,delight,,
d_nikke_poli_03_57,d_nikke_poli_03,Self,maxwell,,Locale_NikkeEpisode:d_nikke_poli_03_57,False,,130,130,1.0,,,1,idle,,,13,delight,,
d_nikke_poli_03_58,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_58,True,,130,1300,0.5,,,1,idle,,,13,delight,,
d_nikke_poli_03_59,d_nikke_poli_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_poli_03_59,True,,1300,1300,1.0,,,1,idle,,,13,idle,,
d_nikke_poli_03_60,d_nikke_poli_03,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_poli_03_60,False,,black,black,1.0,none,,1,idle,,,,,maxwell,
d_nikke_poli_03_61,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_61,False,,1,XS_10,2.0,,,1,angry,,,,,,
d_nikke_poli_03_62,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_62,False,,XS_10,XS_10,1.0,,,1,angry,,,,,,
d_nikke_poli_03_63,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_63,True,,XS_10,XS_10,1.0,,,1,surprise,,,,,,
d_nikke_poli_03_64,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_64,False,,XS_10,XS_10,1.0,,,1,surprise,,,,,,
d_nikke_poli_03_65,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_65,True,,XS_10,XS_10,1.0,bgm_story_fairytalesend_if,,1,angry,,,,,,
d_nikke_poli_03_66,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_66,False,,XS_10,XS_100,2.0,,,1,angry,,,,,,
d_nikke_poli_03_67,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_67,True,,XS_100,XS_100,1.0,,,1,idle,,,,,,
d_nikke_poli_03_68,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_68,True,,XS_100,XS_100,1.0,,,1,idle,,,,,,
d_nikke_poli_03_69,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_69,True,,XS_100,XS_100,1.0,,,1,idle,,,,,,
d_nikke_poli_03_70,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_70,False,,XS_100,XS_100,1.0,,,1,idle,,,,,,
d_nikke_poli_03_71,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_71,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_72,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_72,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_73,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_73,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_74,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_74,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_75,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_75,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_76,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_76,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_77,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_77,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_78,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_78,False,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_79,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_79,True,,XS_100,XS_10,0.5,,,1,surprise,,,,,,
d_nikke_poli_03_80,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_80,False,,XS_10,XS_10,1.0,,,1,surprise,,,,,,
d_nikke_poli_03_81,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_81,False,,XS_10,XS_10,1.0,,,1,surprise,,,,,,
d_nikke_poli_03_82,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_82,True,,XS_10,XS_100,2.0,,,1,surprise,,,,,,
d_nikke_poli_03_83,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_83,False,,XS_100,XS_100,1.0,,,1,surprise,,,,,,
d_nikke_poli_03_84,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_84,False,,XS_100,XS_100,1.0,,,1,surprise,,,,,,
d_nikke_poli_03_85,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_85,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_86,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_86,True,,XS_100,XS_100,1.0,,,1,angry,,,,,,
d_nikke_poli_03_87,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_87,True,,XS_100,XS_10,0.5,,,1,idle,,,,,,
d_nikke_poli_03_88,d_nikke_poli_03,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_03_88,False,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_poli_03_89,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_89,True,,XS_10,XS_10,1.0,,,1,delight,,,,,,
d_nikke_poli_03_90,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_90,True,,XS_10,XS_10,1.0,,,1,delight,,,,,,
d_nikke_poli_03_91,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_91,True,Office,3,3,1.0,bgm_story_fairytalesend_a,,1,idle,poli,ingrid,3,idle,,black
d_nikke_poli_03_92,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_92,True,,3,XS_10,2.0,,poli,1,idle,,,3,idle,,
d_nikke_poli_03_93,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_93,True,,XS_10,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_94,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_94,True,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_95,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_95,True,,L_30,2,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_96,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_96,True,,2,2,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_97,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_97,True,,2,2,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_98,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_98,True,,2,XS_10,2.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_99,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_99,False,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_100,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_100,True,,L_30,L_30,1.0,,,1,idle,,,3,think,,
d_nikke_poli_03_101,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_101,False,,XS_10,XS_10,1.0,,,1,surprise,,,3,think,,
d_nikke_poli_03_102,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_102,True,,XS_10,2,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_103,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_103,True,,2,2,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_104,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_104,True,,2,2,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_105,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_105,True,,2,XS_10,2.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_106,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_106,True,,XS_10,XS_10,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_107,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_107,False,,L_30,L_30,2.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_108,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_108,True,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_109,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_109,True,,XS_10,XS_10,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_110,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_110,True,,XS_10,XS_100,0.5,,,1,idle,,,3,idle,,
d_nikke_poli_03_111,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_111,True,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_112,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_112,True,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_113,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_113,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_114,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_114,True,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_115,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_115,True,,L_30,2,0.5,none,,1,angry,,,3,idle,,
d_nikke_poli_03_116,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_116,False,,2,2,1.0,,,1,angry,,,3,idle,,
d_nikke_poli_03_117,d_nikke_poli_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_poli_03_117,False,,2,2,1.0,,,1,angry,,,3,idle,,
d_nikke_poli_03_118,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_118,True,,2,2,1.0,bgm_story_orangepop,,1,angry,,,3,think,,
d_nikke_poli_03_119,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_119,True,,2,XS_10,2.0,,,1,surprise,,,3,think,,
d_nikke_poli_03_120,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_120,True,,L_30,L_30,1.0,,,1,surprise,,,3,think,,
d_nikke_poli_03_121,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_121,True,,L_30,L_30,1.0,,,1,surprise,,,3,think,,
d_nikke_poli_03_122,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_122,True,,XS_10,XS_100,0.5,,,1,angry,,,3,idle,,
d_nikke_poli_03_123,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_123,False,,XS_100,XS_100,2.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_124,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_124,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_125,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_125,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_126,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_126,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_127,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_127,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_128,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_128,True,,L_30,L_30,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_129,d_nikke_poli_03,Narration,ingrid,,Locale_NikkeEpisode:d_nikke_poli_03_129,False,,XS_100,XS_10,2.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_130,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_130,True,,XS_10,XS_10,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_131,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_131,False,,L_30,L_300,2.0,,,1,surprise,,,3,think,,
d_nikke_poli_03_132,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_132,True,,L_300,L_300,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_133,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_133,True,,XS_10,XS_100,0.5,,,1,idle,,,3,idle,,
d_nikke_poli_03_134,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_134,True,,L_300,L_300,0.5,,,1,idle,,,3,idle,,
d_nikke_poli_03_135,d_nikke_poli_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_poli_03_135,False,,L_300,L_300,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_136,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_136,True,,XS_10,XS_10,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_137,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_137,True,,XS_10,2,2.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_138,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_138,True,,2,2,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_139,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_139,True,,2,2,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_140,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_140,True,,2,L_30,2.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_141,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_141,True,,L_30,L_30,1.0,,,1,surprise,,,3,idle,,
d_nikke_poli_03_142,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_142,False,,L_30,XS_10,2.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_143,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_143,True,,XS_10,XS_100,0.5,,,1,idle,,,3,idle,,
d_nikke_poli_03_144,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_144,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_145,d_nikke_poli_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_03_145,True,,XS_100,XS_100,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_146,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_146,True,,L_30,L_300,1.0,,,1,idle,,,3,idle,,
d_nikke_poli_03_147,d_nikke_poli_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_poli_03_147,True,,L_300,L_300,1.0,,,1,idle,,,3,good,,
