id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
treasurestory_helm_03_31,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_31,True,,3,idle,,10,12,1.3,,,anchor,,1,angry,,13,delight
treasurestory_helm_03_32,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_32,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_33,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_33,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_34,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_34,True,,3,idle,,12,12,1.0,,,anchor,,1,idle2,,13,delight
treasurestory_helm_03_35,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_35,True,,3,idle,,12,12,1.0,,,mast,,1,idle,,13,delight
treasurestory_helm_03_36,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_36,True,,3,idle,,12,12,1.0,,,mast,,1,angry,,13,delight
treasurestory_helm_03_37,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_37,True,,3,idle,,12,12,1.0,,,anchor,,1,angry,,13,delight
treasurestory_helm_03_38,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_38,True,,3,idle,,12,12,1.0,,,mast,,1,angry2,,13,delight
treasurestory_helm_03_39,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_39,True,,3,angry,,12,30,1.5,,,helm,,1,angry2,,13,delight
treasurestory_helm_03_40,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_40,True,,3,angry,,30,30,1.0,,,helm,,1,angry2,,13,delight
treasurestory_helm_03_41,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_41,True,,3,angry,,30,30,1.0,,,helm,,1,angry2,,13,delight
treasurestory_helm_03_42,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_42,True,,3,angry,,12,12,1.0,,,anchor,,1,surprise,,13,surprise
treasurestory_helm_03_43,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_43,True,,3,angry,,12,12,1.0,,,mast,,1,surprise,,13,surprise
treasurestory_helm_03_44,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_44,True,,3,angry,,12,12,1.0,,,mast,,1,surprise,,13,surprise
treasurestory_helm_03_45,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_45,True,,3,idle,,30,30,1.0,,,helm,,1,surprise,,13,surprise
treasurestory_helm_03_46,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_46,True,,3,idle,,12,12,1.0,,,mast,,1,surprise2,,13,surprise
treasurestory_helm_03_47,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_47,True,,3,idle,,12,12,1.0,,,mast,,1,surprise2,,13,surprise
treasurestory_helm_03_48,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_48,True,,3,idle,,12,12,1.0,,,anchor,,1,surprise2,,13,sad
treasurestory_helm_03_49,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_49,False,,3,idle,,30,30,1.0,,,helm,,1,surprise2,,13,sad
treasurestory_helm_03_50,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_50,True,,3,idle,,30,30,1.0,,,helm,,1,surprise2,,13,sad
treasurestory_helm_03_51,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_51,False,,3,idle,,12,12,1.0,,,anchor,,1,surprise2,,13,surprise
treasurestory_helm_03_52,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_52,True,,3,idle,,12,12,1.0,,,anchor,,1,surprise2,,13,angry
treasurestory_helm_03_53,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_53,True,,3,idle,,12,12,1.0,,,mast,,1,angry,,13,angry
treasurestory_helm_03_54,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_54,False,,3,idle,,12,12,1.0,,,anchor,,1,angry,,13,surprise
treasurestory_helm_03_55,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_55,True,,3,idle,,12,12,1.0,,,mast,,1,angry,,13,surprise
treasurestory_helm_03_56,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_56,False,,3,idle,,12,12,1.0,,,anchor,,1,angry,,13,surprise
treasurestory_helm_03_57,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_57,True,,3,idle,,12,12,1.0,,,anchor,,1,angry,,13,surprise
treasurestory_helm_03_58,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_58,True,,3,idle,,12,12,1.0,,,mast,,1,surprise,,13,surprise
treasurestory_helm_03_59,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_59,False,,3,idle,,30,30,1.0,,,helm,,1,surprise,,13,surprise
treasurestory_helm_03_60,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_60,True,,3,idle,,30,30,1.0,,,helm,,1,surprise,,13,surprise
treasurestory_helm_03_61,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_61,True,,3,idle,,30,2,1.3,,,mast,,1,angry,,13,surprise
treasurestory_helm_03_62,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_62,True,,3,idle,,2,2,1.0,,,mast,,1,idle2,,13,surprise
treasurestory_helm_03_63,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_63,True,,3,idle,,2,2,1.0,,,mast,,1,idle2,,13,surprise
treasurestory_helm_03_64,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_64,True,,3,idle,,S_130,S_130,1.0,,,anchor,,1,idle2,,13,delight
treasurestory_helm_03_65,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_65,True,,3,idle,,2,2,1.0,,,mast,,1,angry,,13,delight
treasurestory_helm_03_66,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_66,True,,3,idle,,2,2,1.0,,,helm,,1,angry,,13,delight
treasurestory_helm_03_67,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_67,True,,3,idle,,2,2,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_68,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_68,True,,3,idle,,2,2,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_69,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_69,True,,3,idle,,2,2,1.0,,,helm,,1,idle2,,13,delight
treasurestory_helm_03_70,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_70,False,,3,surprise,,2,2,1.0,,,helm,,1,idle2,,13,delight
treasurestory_helm_03_71,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_71,True,,3,surprise,,2,2,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_72,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_72,True,,3,surprise,,2,2,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_73,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_73,True,,3,surprise,,2,12,1.3,,,anchor,,1,idle2,,13,idle
treasurestory_helm_03_74,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_74,True,,3,surprise,,12,12,1.0,,,anchor,,1,idle2,,13,idle
treasurestory_helm_03_75,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_75,True,,3,idle,,30,30,1.0,,,helm,,1,idle2,,13,idle
treasurestory_helm_03_76,treasurestory_helm_03,Narration,helm,Locale_NikkeEpisode:treasurestory_helm_03_76,False,,3,idle,,30,30,1.0,sfx_scn_emptyshell,,,,1,idle2,,13,idle
treasurestory_helm_03_77,treasurestory_helm_03,Narration,helm,Locale_NikkeEpisode:treasurestory_helm_03_77,False,,3,idle,,30,30,1.0,,,,,1,idle2,,13,idle
treasurestory_helm_03_78,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_78,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,idle
treasurestory_helm_03_79,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_79,True,,3,idle,,12,12,1.0,,,anchor,,1,idle2,,13,idle
treasurestory_helm_03_80,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_80,True,,3,idle,,30,30,1.0,,,helm,,1,idle2,,13,idle
treasurestory_helm_03_81,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_81,True,,3,idle,,12,12,1.0,,,mast,,1,angry,,13,idle
treasurestory_helm_03_82,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_82,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,idle
treasurestory_helm_03_83,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_83,True,,3,idle,,12,12,1.0,,,anchor,,1,idle2,,13,sad
treasurestory_helm_03_84,treasurestory_helm_03,Narration,anchor,Locale_NikkeEpisode:treasurestory_helm_03_84,False,,3,idle,,12,12,1.0,,,,,1,idle2,,13,sad
treasurestory_helm_03_85,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_85,True,,3,idle,,12,12,1.0,,,anchor,,1,idle2,,13,idle
treasurestory_helm_03_86,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_86,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,idle
treasurestory_helm_03_87,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_87,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,idle
treasurestory_helm_03_88,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_88,True,,3,idle,,12,12,1.0,,,mast,,1,idle2,,13,idle
treasurestory_helm_03_89,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_89,True,,3,idle,,12,12,1.0,,,anchor,,1,idle2,,13,delight
treasurestory_helm_03_90,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_90,True,,3,idle,,12,10,1.3,,,mast,,1,idle,,13,delight
treasurestory_helm_03_91,treasurestory_helm_03,Narration,mast,Locale_NikkeEpisode:treasurestory_helm_03_91,False,,3,idle,,10,10,1.0,,,,,1,idle,,13,delight
treasurestory_helm_03_92,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_92,True,,3,idle,,10,10,1.0,,,mast,,1,delight,,13,delight
treasurestory_helm_03_93,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_93,True,,3,idle,,10,10,1.0,,,mast,,1,idle2,,13,delight
treasurestory_helm_03_94,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_94,True,,3,surprise,,10,2,1.3,,,helm,,1,idle2,,13,delight
treasurestory_helm_03_95,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_95,True,,3,surprise,,2,2,1.0,,,mast,,1,idle,,13,delight
treasurestory_helm_03_96,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_96,True,,3,surprise,,2,2,1.0,,,mast,,1,idle,,13,delight
treasurestory_helm_03_97,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_97,True,,3,surprise,,S_130,S_130,1.0,,,anchor,,1,idle,,13,idle
treasurestory_helm_03_98,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_98,True,,3,idle,,30,30,1.0,,,helm,,1,idle,,13,idle
treasurestory_helm_03_99,treasurestory_helm_03,Narration,helm,Locale_NikkeEpisode:treasurestory_helm_03_99,False,,3,idle,,30,30,1.0,,,,,1,idle,,13,idle
treasurestory_helm_03_100,treasurestory_helm_03,Narration,helm,Locale_NikkeEpisode:treasurestory_helm_03_100,False,,3,idle,,30,30,1.0,,,,,1,idle,,13,idle
treasurestory_helm_03_101,treasurestory_helm_03,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_03_101,True,,3,idle,,30,30,1.0,,none,helm,,1,idle,,13,idle
treasurestory_helm_03_102,treasurestory_helm_03,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_03_102,False,,3,idle,,12,12,1.0,,,mast,,1,angry,,13,idle
treasurestory_helm_03_103,treasurestory_helm_03,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_03_103,False,,3,idle,,12,12,1.0,,,anchor,,1,angry,,13,idle
treasurestory_helm_03_104,treasurestory_helm_03,Narration,,Locale_NikkeEpisode:treasurestory_helm_03_104,False,,3,idle,,12,12,1.0,,,,,1,angry,,13,idle
