id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,fade,set_filter_02
d_nikke_crow_04_17,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_17,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_18,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_18,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_19,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_19,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_20,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_20,False,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_21,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_21,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_22,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_22,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_23,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_23,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_24,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_24,False,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_25,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_25,True,,10,10,1.0,,,crow,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_crow_04_26,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_26,True,,10,10,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_27,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_27,True,,10,1,2.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_28,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_28,True,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_29,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_29,False,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_30,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_30,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_31,d_nikke_crow_04,Choice,,Locale_NikkeEpisode:d_nikke_crow_04_31,False,,1,1,1.0,,,crow,,1,smile,d_nikke_crow_04_33,,,,,,,,,,,,,,,,
d_nikke_crow_04_32,d_nikke_crow_04,Choice,,Locale_NikkeEpisode:d_nikke_crow_04_32,False,,1,1,1.0,,,crow,,1,smile,d_nikke_crow_04_33,,,,,,,,,,,,,,,,
d_nikke_crow_04_33,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_33,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_34,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_34,True,TechIndoor,1,5,3.0,,Grey,crow,,1,smile,,crow,ingrid,1,idle,syuen,3,idle,mustang,5,idle,,,,,,
d_nikke_crow_04_35,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_35,True,,5,5,1.0,,Grey,,,,,,,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_crow_04_36,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_36,True,,5,1,2.0,,Grey,,,,,,,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_crow_04_37,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_37,False,Jail,black,black,1.0,,,crow,,,,,,,1,idle,,3,idle,,5,idle,ingrid,syuen,mustang,,,
d_nikke_crow_04_38,d_nikke_crow_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_crow_04_38,False,,1,1,1.0,,,crow,,,,,,,,,,,,,,,,,,,,
d_nikke_crow_04_39,d_nikke_crow_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_crow_04_39,False,,1,1,1.0,,,crow,,,,,,,,,,,,,,,,,,sfx_scn_phonevibration,,
d_nikke_crow_04_40,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_40,True,,1,1,1.0,,,crow,crow,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_41,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_41,False,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_42,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_42,True,,1,10,2.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_43,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_43,True,,10,10,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_44,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_44,True,,10,10,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_45,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_45,True,,10,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_46,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_46,False,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_47,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_47,True,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_48,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_48,True,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_49,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_49,True,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_50,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_50,True,,1,1,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_51,d_nikke_crow_04,Choice,,Locale_NikkeEpisode:d_nikke_crow_04_51,False,,1,1,1.0,,,crow,,1,idle,d_nikke_crow_04_55,,,,,,,,,,,,,,,,
d_nikke_crow_04_52,d_nikke_crow_04,Choice,,Locale_NikkeEpisode:d_nikke_crow_04_52,False,,1,1,1.0,,,crow,,1,idle,d_nikke_crow_04_53,,,,,,,,,,,,,,,,
d_nikke_crow_04_53,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_53,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_54,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_54,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_55,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_55,True,,1,1,1.0,none,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_56,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_56,True,Desert_02,1,1,1.0,bgm_title_godnessfall,Grey,crow,,1,smile,,crow,snowwhite,1,idle,,,,,,,,,,,black,
d_nikke_crow_04_57,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_57,True,,1,5,2.0,,Grey,crow,,,,,,,1,idle,rapunzel,5,idle,,,,snowwhite,,,,,
d_nikke_crow_04_58,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_58,True,,5,1,2.0,,Grey,crow,,,,,,,,,,5,idle,hongryeon,1,idle,,rapunzel,,,,
d_nikke_crow_04_59,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_59,True,WasteLand_02,1,1,1.0,,Grey,crow,,,,,,,,,,,,,1,idle,,,hongryeon,,,
d_nikke_crow_04_60,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_60,True,,1,1,1.0,,Grey,crow,,,,,,product08,1,idle,,,,,,,,,,,,
d_nikke_crow_04_61,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_61,True,,1,10,2.0,,Grey,crow,,,,,,,1,idle,,,,,,,,,,,,
d_nikke_crow_04_62,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_62,True,black,10,100,2.0,,Grey,crow,,,,,,,1,idle,,,,,,,,,,,,
d_nikke_crow_04_63,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_63,True,,100,100,1.0,,Grey,crow,,,,,,,1,idle,,,,,,,,,,,,Blur_Low
d_nikke_crow_04_64,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_64,True,,100,1,2.5,,Grey,crow,,,,,,,1,idle,,,,,,,,,,,,Blur_High
d_nikke_crow_04_65,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_65,False,Jail,1,1,1.0,,,crow,crow,1,idle,,,,1,idle,,,,,,,product08,,,,black,
d_nikke_crow_04_66,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_66,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_67,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_67,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_68,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_68,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_69,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_69,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_70,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_70,True,,1,10,2.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_71,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_71,True,,10,10,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_72,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_72,True,,10,10,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_73,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_73,True,,10,10,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_74,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_74,True,,10,10,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_75,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_75,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_76,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_76,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_77,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_77,True,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_78,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_78,True,,10,10,2.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_79,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_79,False,,10,10,1.0,,,crow,,1,angry,,,,,,,,,,,,,,,,,
d_nikke_crow_04_80,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_80,True,,10,10,1.0,none,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_81,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_81,False,,10,10,1.0,,,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_82,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_82,True,,10,1,2.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_83,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_83,True,,1,1,1.0,bgm_risk,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_84,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_84,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_85,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_85,True,,1,1,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_86,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_86,True,Police,1,1,1.0,,Grey,crow,,1,idle,,crow,,,,,,,,,,,,,,black,
d_nikke_crow_04_87,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_87,True,,1,1,1.0,,Grey,crow,,,,,,,,,,,,,,,,,,,,
d_nikke_crow_04_88,d_nikke_crow_04,Speech,youngwoman,Locale_NikkeEpisode:d_nikke_crow_04_88,True,City,1,1,1.0,,Grey,youngwoman,crow,1,idle,,,,,,,,,,,,,,,sfx_scn_gunfire,,
d_nikke_crow_04_89,d_nikke_crow_04,Speech,youngwoman,Locale_NikkeEpisode:d_nikke_crow_04_89,True,,1,10,2.0,,Grey,youngwoman,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_90,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_90,True,Jail,10,10,1.0,,Grey,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_91,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_91,True,,10,10,1.0,,Grey,crow,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_crow_04_92,d_nikke_crow_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_crow_04_92,False,White,10,10,1.0,,,crow,,1,idle,,crow,,,,,,,,,,,,,,,
d_nikke_crow_04_93,d_nikke_crow_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_crow_04_93,False,,10,1,1.0,,,crow,,,,,,,,,,,,,,,,,,,,
d_nikke_crow_04_94,d_nikke_crow_04,Self,Self,Locale_NikkeEpisode:d_nikke_crow_04_94,False,,1,1,1.0,,,crow,,,,,,,,,,,,,,,,,,,,
d_nikke_crow_04_95,d_nikke_crow_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_crow_04_95,False,Jail,1,1,1.0,,,crow,crow,1,surprise,,,,,,,,,,,,,,,sfx_scn_mic,,
d_nikke_crow_04_96,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_96,True,,1,1,1.0,,,crow,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_crow_04_97,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_97,True,,1,1,1.0,,,crow,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_crow_04_98,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_98,True,,1,10,2.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_99,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_99,True,,10,10,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
d_nikke_crow_04_100,d_nikke_crow_04,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_04_100,True,,10,10,1.0,,,crow,,1,smile,,,,,,,,,,,,,,,,,
