id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,highlight,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_RedHood_05_18,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_18,True,,17,170,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_19,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_19,True,,170,170,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_20,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_20,True,,170,170,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_21,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_21,False,,170,170,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_22,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_22,True,,170,170,1.0,none,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_23,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_23,False,,170,170,1.0,bgm_story_impression,,,,,,,17,think,,,,,,,,
d_nikke_RedHood_05_24,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_24,True,,170,170,1.0,,,,redhood,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_25,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_25,False,,170,170,1.0,,,,,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_26,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_26,True,,170,170,1.0,,,,redhood,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_27,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_27,True,,170,170,1.0,,,,redhood,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_28,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_28,False,,170,170,1.0,,,,,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_29,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_29,False,,170,170,1.0,,,,,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_30,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_30,False,,170,170,1.0,,,,redhood,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_31,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_31,True,,170,170,1.0,,,,redhood,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_32,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_32,True,,170,1700,1.0,,,,redhood,,,,17,panic,,,,,,,,
d_nikke_RedHood_05_33,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_33,True,,1700,1700,1.0,,,,redhood,,,,17,panic,,,,,,,,
d_nikke_RedHood_05_34,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_34,False,,1700,1700,1.0,,,,,,,,17,panic,,,,,,,,
d_nikke_RedHood_05_35,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_35,False,,1700,1700,1.0,,,,,,,,17,panic,,,,,,,,
d_nikke_RedHood_05_36,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_36,False,,1700,1700,1.0,,,,redhood,,,,17,panic,,,,,,,,
d_nikke_RedHood_05_37,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_37,True,,1700,1700,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_38,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_38,False,,1700,1700,1.0,,,,,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_39,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_39,True,,1700,170,0.7,,,,redhood,,Low_2,,17,smile,,,,,,,,
d_nikke_RedHood_05_40,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_40,True,,170,170,1.0,,,,redhood,,,,17,smile,,,,,,,,
d_nikke_RedHood_05_41,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_41,True,,170,170,1.0,,,,redhood,,,,17,smile,,,,,,,,
d_nikke_RedHood_05_42,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_42,False,,170,170,1.0,,,,,,,,17,smile,,,,,,,,
d_nikke_RedHood_05_43,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_43,True,,170,170,1.0,,,,redhood,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_44,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_44,False,,170,170,1.0,,,,,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_45,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_45,False,,170,170,1.0,,,,,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_46,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_46,True,,170,170,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_47,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_47,True,,170,170,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_48,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_48,False,,170,170,1.0,,,,,,,,17,think,,,,,,,,
d_nikke_RedHood_05_49,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_49,False,,170,170,1.0,,,,,,,,17,think,,,,,,,,
d_nikke_RedHood_05_50,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_50,True,,170,170,1.0,,,,redhood,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_51,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_51,True,,170,17,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_52,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_52,False,,17,17,1.0,,,,,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_53,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_53,True,,17,17,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_54,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_54,False,,17,17,1.0,,,,redhood,,,,17,think,,,,,,,,
d_nikke_RedHood_05_55,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_55,True,,17,17,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_56,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_56,True,,17,1700,0.7,,,,redhood,,,,17,worry,,,,,,,,
d_nikke_RedHood_05_57,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_57,True,,1700,1700,1.0,,,,redhood,,,,17,worry,,,,,,,,
d_nikke_RedHood_05_58,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_58,True,,1700,1700,1.0,,,,redhood,,,,17,worry,,,,,,,,
d_nikke_RedHood_05_59,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_59,False,,1700,1700,1.0,,,,,,,,17,worry,,,,,,,,
d_nikke_RedHood_05_60,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_60,True,,1700,1700,1.0,,,,redhood,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_61,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_61,False,,1700,1700,1.0,,,,,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_62,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_62,False,,1700,1700,1.0,,,,redhood,,,,17,surprise_02,,,,,,,,
d_nikke_RedHood_05_63,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_63,True,,1700,1700,1.0,,,,redhood,,,,17,go,,,,,,,,
d_nikke_RedHood_05_64,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_64,True,,1700,1700,1.0,,,,redhood,,,,17,go,,,,,,,,
d_nikke_RedHood_05_65,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_65,True,,1700,1700,1.0,,,,redhood,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_66,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_66,False,,1700,1700,1.0,,,,,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_67,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_67,True,,1700,1700,1.0,,,,redhood,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_68,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_68,True,,1700,170,0.7,,,,redhood,,,,17,sad_02,,,,,,,,
d_nikke_RedHood_05_69,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_69,True,,170,170,1.0,,,,redhood,,,,17,panic,,,,,,,,
d_nikke_RedHood_05_70,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_70,True,,170,170,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_71,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_71,True,,170,170,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_72,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_72,True,,170,170,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_73,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_73,True,,170,170,1.0,,,,redhood,,,,17,smile,,,,,,,,
d_nikke_RedHood_05_74,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_74,False,,170,170,1.0,,,,,,,,17,smile,,,,,,,,
d_nikke_RedHood_05_75,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_75,True,,170,170,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_76,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_76,False,,170,170,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_77,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_77,True,,170,17,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_78,d_nikke_RedHood_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_RedHood_05_78,True,,17,17,1.0,,,,redhood,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_79,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_79,False,,17,17,1.0,,,,,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_80,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_80,False,,17,17,1.0,,,,,,,,17,smile_02,,,,,,,,
d_nikke_RedHood_05_81,d_nikke_RedHood_05,Self,Self,Locale_NikkeEpisode:d_nikke_RedHood_05_81,False,,17,17,1.0,,,,,,,,17,smile_02,,,,,,,,
