id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,conversation_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_nikke_vesti_01_19,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_19,True,,15,15,1.0,,tabletspeaker,,3,idle,neon,,,5,idle,,,,,
d_nikke_vesti_01_20,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_20,True,,15,150,1.0,,tabletspeaker,,3,idle,neon,,,5,idle,,,,,
d_nikke_vesti_01_21,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_21,True,,150,150,1.0,,tabletspeaker,,3,idle,neon,,,5,idle,,,,,
d_nikke_vesti_01_22,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_22,True,,30,30,1.0,,anis,,3,worry,anis,,,5,idle,,,,,
d_nikke_vesti_01_23,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_23,True,,30,50,0.7,,neon,,3,worry,neon,,,5,idle,,,,,
d_nikke_vesti_01_24,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_24,True,,50,50,1.0,,neon,,3,worry,neon,,,5,delight,,,,,
d_nikke_vesti_01_25,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_25,True,,15,15,1.0,,tabletspeaker,,3,worry,neon,,,5,delight,,,Low_2,,
d_nikke_vesti_01_26,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_26,True,,15,150,0.3,,tabletspeaker,,3,worry,neon,,,5,delight,,,,,
d_nikke_vesti_01_27,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_27,True,,150,1500,0.3,,tabletspeaker,,3,worry,neon,,,5,delight,,,,,
d_nikke_vesti_01_28,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_28,True,,300,300,1.0,,anis,,3,no,anis,,,5,delight,,,,,
d_nikke_vesti_01_29,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_29,False,,black,black,1.0,none,,,3,no,,,,5,delight,,,,,
d_nikke_vesti_01_30,d_nikke_vesti_01,Monologue,Locale_NikkeEpisode:d_nikke_vesti_01_30,False,CommanderRoom,black,black,1.0,,,,3,no,,,,5,delight,,,,anis,neon
d_nikke_vesti_01_31,d_nikke_vesti_01,Monologue,Locale_NikkeEpisode:d_nikke_vesti_01_31,False,,black,black,1.0,bgm_story_breakaway,,,,,,,,,,,,,,
d_nikke_vesti_01_32,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_32,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_vesti_01_33,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_33,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_vesti_01_34,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_34,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_vesti_01_35,d_nikke_vesti_01,Monologue,Locale_NikkeEpisode:d_nikke_vesti_01_35,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_vesti_01_36,d_nikke_vesti_01,Monologue,Locale_NikkeEpisode:d_nikke_vesti_01_36,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_vesti_01_37,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_37,False,,1,1,1.0,,,,,,,,,,,,sfx_scn_autodooropen,,,
d_nikke_vesti_01_38,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_38,True,,1,1,1.0,,vesti,vesti,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_39,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_39,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_40,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_40,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_41,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_41,False,,1,1,1.0,,,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_42,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_42,True,,1,1,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_43,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_43,False,,1,1,1.0,,,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_44,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_44,False,,1,1,1.0,,,,1,idle,vesti,d_nikke_vesti_01_46,,,,,,,,
d_nikke_vesti_01_45,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_45,False,,1,1,1.0,,,,1,idle,vesti,d_nikke_vesti_01_47,,,,,,,,
d_nikke_vesti_01_46,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_46,True,,1,XS_10,1.0,,vesti,,1,shy,vesti,d_nikke_vesti_01_48,,,,,,,,
d_nikke_vesti_01_47,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_47,True,,1,XS_10,1.0,,vesti,,1,shy,vesti,d_nikke_vesti_01_48,,,,,,,,
d_nikke_vesti_01_48,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_48,False,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_49,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_49,False,,XS_10,XS_10,1.0,,,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_50,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_50,False,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_51,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_51,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_52,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_52,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_53,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_53,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_54,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_54,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_55,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_55,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_56,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_56,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_57,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_57,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_58,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_58,True,,XS_10,XS_10,1.0,none,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_59,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_59,False,,XS_10,XS_10,1.0,,,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_60,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_60,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_61,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_61,True,,XS_10,XS_100,0.3,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_62,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_62,False,,XS_100,XS_100,1.0,,,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_63,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_63,True,,XS_100,1,0.7,bgm_story_languor,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_64,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_64,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_65,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_65,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_66,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_66,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_67,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_67,False,,1,1,1.0,,,,1,shy,vesti,d_nikke_vesti_01_70,,,,,,,,
d_nikke_vesti_01_68,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_68,False,,1,1,1.0,,,,1,shy,vesti,d_nikke_vesti_01_73,,,,,,,,
d_nikke_vesti_01_69,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_69,False,,1,1,1.0,,,,1,shy,vesti,d_nikke_vesti_01_76,,,,,,,,
d_nikke_vesti_01_70,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_70,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_71,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_71,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_72,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_72,True,,1,1,1.0,,vesti,,1,shy,vesti,d_nikke_vesti_01_80,,,,,,,,
d_nikke_vesti_01_73,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_73,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_74,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_74,True,,1,1,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_75,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_75,True,,1,1,1.0,,vesti,,1,shy,vesti,d_nikke_vesti_01_80,,,,,,,,
d_nikke_vesti_01_76,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_76,True,,1,1,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_77,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_77,False,,1,1,1.0,,,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_78,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_78,True,,1,1,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_79,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_79,True,,1,1,1.0,,vesti,,1,idle,vesti,d_nikke_vesti_01_80,,,,,,,,
d_nikke_vesti_01_80,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_80,True,,1,XS_10,0.7,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_81,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_81,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_82,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_82,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,d_nikke_vesti_01_86,,,,,,,,
d_nikke_vesti_01_83,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_83,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,d_nikke_vesti_01_86,,,,,,,,
d_nikke_vesti_01_84,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_84,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,d_nikke_vesti_01_86,,,,,,,,
d_nikke_vesti_01_85,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_85,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,d_nikke_vesti_01_90,,,,,,,,
d_nikke_vesti_01_86,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_86,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_87,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_87,False,,XS_10,XS_10,1.0,,,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_88,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_88,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_89,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_89,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,d_nikke_vesti_01_97,,,,,,,,
d_nikke_vesti_01_90,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_90,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_91,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_91,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_92,d_nikke_vesti_01,Narration,Locale_NikkeEpisode:d_nikke_vesti_01_92,False,none,XS_10,XS_10,1.0,,,,1,idle,vesti,,,,,,,,vesti,
d_nikke_vesti_01_93,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_93,True,CommanderRoom,XS_10,XS_10,1.0,,vesti,vesti,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_94,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_94,False,,XS_10,XS_10,1.0,,,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_95,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_95,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_96,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_96,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,d_nikke_vesti_01_97,,,,,,,,
d_nikke_vesti_01_97,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_97,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_98,d_nikke_vesti_01,Self,Locale_NikkeEpisode:d_nikke_vesti_01_98,False,,XS_10,XS_10,1.0,,,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_99,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_99,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_100,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_100,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_101,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_101,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_102,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_102,False,,XS_10,XS_10,1.0,,,,1,shy,vesti,d_nikke_vesti_01_104,,,,,,,,
d_nikke_vesti_01_103,d_nikke_vesti_01,Choice,Locale_NikkeEpisode:d_nikke_vesti_01_103,False,,XS_10,XS_10,1.0,,,,1,shy,vesti,d_nikke_vesti_01_105,,,,,,,,
d_nikke_vesti_01_104,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_104,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,d_nikke_vesti_01_110,,,,,,,,
d_nikke_vesti_01_105,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_105,False,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_106,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_106,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_107,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_107,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_108,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_108,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,,,,,,,,,
d_nikke_vesti_01_109,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_109,True,,XS_10,XS_10,1.0,,vesti,,1,shy,vesti,d_nikke_vesti_01_110,,,,,,,,
d_nikke_vesti_01_110,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_110,True,,XS_10,XS_10,1.0,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_111,d_nikke_vesti_01,Speech,Locale_NikkeEpisode:d_nikke_vesti_01_111,True,,XS_10,XS_100,0.5,,vesti,,1,idle,vesti,,,,,,,,,
d_nikke_vesti_01_112,d_nikke_vesti_01,Monologue,Locale_NikkeEpisode:d_nikke_vesti_01_112,False,none,XS_100,XS_100,1.0,,,,1,idle,vesti,,,,,,,,vesti,
d_nikke_vesti_01_113,d_nikke_vesti_01,Monologue,Locale_NikkeEpisode:d_nikke_vesti_01_113,False,,XS_100,XS_100,1.0,none,,,,,vesti,,,,,,,,,
