id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_miranda_04_19,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_19,True,,S_1200,S_1200,1.0,,,,,,,,12,idle
treasurestory_miranda_04_20,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_20,True,,S_1200,S_1200,1.0,,,,,,,,12,idle
treasurestory_miranda_04_21,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_21,False,,S_1200,S_1200,1.0,,,,,,,,12,idle
treasurestory_miranda_04_22,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_22,False,,S_1200,S_1200,1.0,,,,,,,,12,idle
treasurestory_miranda_04_23,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_23,True,,S_1200,S_1200,1.0,,,,,,,,12,idle
treasurestory_miranda_04_24,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_24,False,,S_1200,S_1200,1.0,,,,,,,,12,idle
treasurestory_miranda_04_25,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_25,False,,S_1200,S_120,1.3,,,,,,,,12,think
treasurestory_miranda_04_26,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_26,True,,S_120,S_120,1.0,bgm_story_sceneofmemory,,,,,,,12,think
treasurestory_miranda_04_27,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_27,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_28,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_28,True,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_29,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_29,True,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_30,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_30,True,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_31,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_31,True,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_32,treasurestory_miranda_04,Monologue,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_32,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_33,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_33,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_34,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_34,True,,S_120,S_120,1.0,,,,,,,,12,idle
treasurestory_miranda_04_35,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_35,False,,S_120,S_120,1.0,,,,,,,,12,idle
treasurestory_miranda_04_36,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_36,True,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_37,treasurestory_miranda_04,Monologue,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_37,False,,S_120,S_120,1.0,,sfx_scn_bookpage,,,,,,12,think
treasurestory_miranda_04_38,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_38,True,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_39,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_39,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_40,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_40,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_41,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_41,True,,S_120,S_120,1.0,,,,,,,,12,idle
treasurestory_miranda_04_42,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_42,True,,S_120,S_120,1.0,,,,,,,,12,idle
treasurestory_miranda_04_43,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_43,True,,S_120,S_120,1.0,,,,,,,,12,shy
treasurestory_miranda_04_44,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_44,False,,S_120,S_120,1.0,,,,,,,,12,shy
treasurestory_miranda_04_45,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_45,False,,S_120,S_120,1.0,,,,,,,,12,shy
treasurestory_miranda_04_46,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_46,True,,S_120,S_120,1.0,,,,,,,,12,shy
treasurestory_miranda_04_47,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_47,False,,S_120,S_120,1.0,,,,,,,,12,shy
treasurestory_miranda_04_48,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_48,True,,S_120,S_1200,1.0,,,,,,,,12,shy
treasurestory_miranda_04_49,treasurestory_miranda_04,Monologue,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_49,False,,black,black,1.0,,sfx_scn_sit,,,,,,12,think
treasurestory_miranda_04_50,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_50,True,,S_1200,S_1200,1.0,,,,,,,,12,think
treasurestory_miranda_04_51,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_51,False,,S_1200,S_1200,1.0,,,,,,,,12,think
treasurestory_miranda_04_52,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_52,True,,S_1200,S_1200,1.0,,,,,,,,12,think
treasurestory_miranda_04_53,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_53,True,,S_1200,S_1200,1.0,,,,,,,,12,think
treasurestory_miranda_04_54,treasurestory_miranda_04,Monologue,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_54,False,,S_1200,S_1200,1.0,,,,,,,,12,think
treasurestory_miranda_04_55,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_55,True,,S_1200,S_1200,1.0,,,,,,,,12,think
treasurestory_miranda_04_56,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_56,True,,S_1200,S_120,1.3,,,,,,,,12,think
treasurestory_miranda_04_57,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_57,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_58,treasurestory_miranda_04,Narration,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_58,False,,S_120,S_120,1.0,none,sfx_scn_phonenotification,,,,,,12,think
treasurestory_miranda_04_59,treasurestory_miranda_04,Monologue,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_59,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_60,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_60,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_61,treasurestory_miranda_04,Monologue,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_61,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_62,treasurestory_miranda_04,Narration,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_62,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_63,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_63,False,,S_120,S_120,1.0,,,,,,,,12,think
treasurestory_miranda_04_64,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_64,True,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_65,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_65,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_66,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_66,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_67,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_67,True,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_68,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_68,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_69,treasurestory_miranda_04,Self,miranda,,Locale_NikkeEpisode:treasurestory_miranda_04_69,False,,S_120,S_120,1.0,,,,,,,,12,angry
treasurestory_miranda_04_70,treasurestory_miranda_04,Speech,miranda,miranda,Locale_NikkeEpisode:treasurestory_miranda_04_70,True,,S_120,S_1200,1.0,,,,,,,,12,idle
