id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,play_sound,set_camera_shake,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_neve_03_56,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_56,False,,100,1,3.0,,neve,neve,,,,,,,,1,good
d_nikke_neve_03_57,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_57,False,,1,9,3.0,,,,,,,,,,,1,good
d_nikke_neve_03_58,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_58,False,,9,9,1.0,bgm_story_languor,,,,,,,,,,1,good
d_nikke_neve_03_59,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_59,False,,9,9,1.0,,,,,,,black,,,,1,good
d_nikke_neve_03_60,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_60,False,,9,9,1.0,,,,,sfx_scn_tablehit,Low_2,,,,,1,good
d_nikke_neve_03_61,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_61,False,,9,9,1.0,,,,,sfx_scn_scratch,,,,,,1,good
d_nikke_neve_03_62,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_62,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_63,d_nikke_neve_03,Choice,Locale_NikkeEpisode:d_nikke_neve_03_63,False,,9,9,1.0,,,,d_nikke_neve_03_65,,,,,,,1,good
d_nikke_neve_03_64,d_nikke_neve_03,Choice,Locale_NikkeEpisode:d_nikke_neve_03_64,False,,9,9,1.0,,,,d_nikke_neve_03_71,,,,,,,1,good
d_nikke_neve_03_65,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_65,True,,10,10,1.0,,neve,neve,,,,,Grey,Blur_Low,,1,idle
d_nikke_neve_03_66,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_66,True,,10,10,1.0,,neve,neve,,,,,Grey,Blur_Low,,1,shy
d_nikke_neve_03_67,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_67,True,,100,100,1.0,,neve,neve,,,,,Grey,Blur_Low,,1,angry
d_nikke_neve_03_68,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_68,True,,100,100,1.0,,neve,neve,,,,,Grey,Blur_Low,,1,angry
d_nikke_neve_03_69,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_69,True,,100,100,1.0,,neve,neve,,,,,Grey,Blur_Low,,1,angry
d_nikke_neve_03_70,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_70,False,,9,9,1.0,,,,d_nikke_neve_03_71,,,,,,,1,good
d_nikke_neve_03_71,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_71,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_72,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_72,False,,9,9,1.0,,,,,,,black,,,,1,good
d_nikke_neve_03_73,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_73,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_74,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_74,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_75,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_75,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_76,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_76,False,,9,9,1.0,,,,,sfx_scn_scratch,,,,,,1,good
d_nikke_neve_03_77,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_77,False,,9,9,1.0,,,,,sfx_scn_icecrack,,,,,,1,good
d_nikke_neve_03_78,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_78,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_79,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_79,False,,9,9,1.0,,,,,sfx_scn_icesplit,,,,,,1,good
d_nikke_neve_03_80,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_80,False,,9,9,1.0,,,,,sfx_scn_icecrack,,,,,,1,good
d_nikke_neve_03_81,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_81,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_82,d_nikke_neve_03,Self,Locale_NikkeEpisode:d_nikke_neve_03_82,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_83,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_83,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_84,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_84,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_85,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_85,False,,9,9,1.0,,,,,,,black,,,,1,good
d_nikke_neve_03_86,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_86,False,,9,9,1.0,,,,,sfx_scn_waterslide,,,,,,1,good
d_nikke_neve_03_87,d_nikke_neve_03,Narration,Locale_NikkeEpisode:d_nikke_neve_03_87,False,,9,9,1.0,,,,,sfx_scn_waterwalk,,,,,,1,good
d_nikke_neve_03_88,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_88,False,,9,9,1.0,,,,,sfx_scn_complite,,,,,,1,good
d_nikke_neve_03_89,d_nikke_neve_03,Monologue,Locale_NikkeEpisode:d_nikke_neve_03_89,False,,9,9,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_90,d_nikke_neve_03,Self,Locale_NikkeEpisode:d_nikke_neve_03_90,False,,9,1,0.5,,,,,,,black,,,,1,good
d_nikke_neve_03_91,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_91,False,,1,1,1.0,,neve,neve,,,,,,,,1,good
d_nikke_neve_03_92,d_nikke_neve_03,Self,Locale_NikkeEpisode:d_nikke_neve_03_92,False,,1,1,1.0,,,,,,,,,,,1,good
d_nikke_neve_03_93,d_nikke_neve_03,Speech,Locale_NikkeEpisode:d_nikke_neve_03_93,False,,1,1,1.0,,neve,neve,,,,,,,,1,good
d_nikke_neve_03_94,d_nikke_neve_03,Self,Locale_NikkeEpisode:d_nikke_neve_03_94,False,,1,1,1.0,,,,,,Low_2,,,,,1,good
d_nikke_neve_03_95,d_nikke_neve_03,Self,Locale_NikkeEpisode:d_nikke_neve_03_95,False,,1,1,1.0,,,,,,,,,,,1,good
