id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade
d_nikke_marciana_03_12,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_12,True,,13,surprise,,XS_50,XS_50,1.0,,,,5,surprised,,
d_nikke_marciana_03_13,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_13,True,,13,surprise,,XS_50,XS_50,1.0,,,,5,surprised,,
d_nikke_marciana_03_14,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_14,False,,13,surprise,OutpostOut,XS_50,13,1.0,,,,5,surprised,cocoa,
d_nikke_marciana_03_15,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_15,False,,13,surprise,,13,13,1.0,,,,,,,
d_nikke_marciana_03_16,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_16,False,,13,surprise,,13,13,1.0,,,,,,,
d_nikke_marciana_03_17,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_17,True,,13,special,,13,130,1.0,,,,,,,
d_nikke_marciana_03_18,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_18,True,,13,special,,130,130,1.0,,,,,,,
d_nikke_marciana_03_19,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_19,False,,13,special,,130,130,1.0,,,,,,,
d_nikke_marciana_03_20,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_20,False,,13,special,,130,130,1.0,,,,,,,
d_nikke_marciana_03_21,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_21,False,,13,surprise,,130,13,1.0,,,,,,,
d_nikke_marciana_03_22,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_22,True,,13,shy,,13,13,1.0,,,,,,,
d_nikke_marciana_03_23,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_23,True,,13,shy,,13,13,1.0,,,,,,,
d_nikke_marciana_03_24,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_24,True,,13,shy,,13,13,1.0,,,,,,,
d_nikke_marciana_03_25,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_25,False,,13,shy,,13,13,1.0,,,,,,,
d_nikke_marciana_03_26,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_26,False,,13,shy,,13,13,1.0,,,,,,,
d_nikke_marciana_03_27,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_27,True,,13,shy,MaidCafe,13,5,1.0,,,cocoa,5,serious,,
d_nikke_marciana_03_28,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_28,True,,13,shy,,5,5,1.0,,,,5,serious,,
d_nikke_marciana_03_29,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_29,True,,13,surprise,,5,13,1.0,,,,5,serious,,
d_nikke_marciana_03_30,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_30,False,,13,surprise,,13,130,1.0,,,,5,serious,,
d_nikke_marciana_03_31,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_31,False,,13,surprise,,130,130,1.0,,,,5,serious,,
d_nikke_marciana_03_32,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_32,True,,13,idle,,5,XS_50,1.0,,,,5,serious,,black
d_nikke_marciana_03_33,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_33,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_34,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_34,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_35,d_nikke_marciana_03,Speech,regularguest,regularguest,Locale_NikkeEpisode:d_nikke_marciana_03_35,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_36,d_nikke_marciana_03,Speech,maleguest,maleguest,Locale_NikkeEpisode:d_nikke_marciana_03_36,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_37,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_37,False,,13,idle,,130,130,1.0,,,,5,serious,,
d_nikke_marciana_03_38,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_38,True,,13,idle,,130,130,1.0,,,,5,serious,,
d_nikke_marciana_03_39,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_39,True,,13,idle,,130,130,1.0,,,,5,serious,,
d_nikke_marciana_03_40,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_40,False,,13,idle,,black,black,1.0,none,,,5,serious,,
d_nikke_marciana_03_41,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_41,False,,13,idle,,5,5,1.0,bgm_story_leisuretime,,,5,serious,,
d_nikke_marciana_03_42,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_42,False,,13,idle,,5,5,1.0,,,,5,serious,,
d_nikke_marciana_03_43,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_43,True,,13,idle,,5,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_44,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_44,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_45,d_nikke_marciana_03,Speech,regularguest,regularguest,Locale_NikkeEpisode:d_nikke_marciana_03_45,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_46,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_46,False,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_47,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_47,False,,13,idle,,XS_50,XS_50,1.0,,sfx_scn_ketchup,,5,serious,,
d_nikke_marciana_03_48,d_nikke_marciana_03,Speech,regularguest,regularguest,Locale_NikkeEpisode:d_nikke_marciana_03_48,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_49,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_49,True,,13,idle,,XS_50,XS_50,1.0,,,,5,serious,,
d_nikke_marciana_03_50,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_50,False,,13,idle,,black,black,1.0,,,,5,serious,,
d_nikke_marciana_03_51,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_51,False,,13,idle,,black,black,1.0,,,,1,serious,,
d_nikke_marciana_03_52,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_52,True,,13,idle,,1,1,1.0,,,,1,serious,,
d_nikke_marciana_03_53,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_53,False,,13,idle,,1,XS_10,1.0,,,,1,serious,,
d_nikke_marciana_03_54,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_54,False,,13,idle,,XS_10,XS_10,1.0,,sfx_scn_ketchuphard,,1,serious,,
d_nikke_marciana_03_55,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_55,False,,13,rage,,XS_10,12,1.0,,,,1,serious,,
d_nikke_marciana_03_56,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_56,False,,13,rage,,12,12,1.0,,,,1,serious,,
d_nikke_marciana_03_57,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_57,False,,13,rage,,12,12,1.0,,,,1,serious,,
d_nikke_marciana_03_58,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_58,False,,13,rage,,12,12,1.0,,,,1,serious,,
d_nikke_marciana_03_59,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_59,True,,13,idle,,12,130,1.0,,,,1,serious,,
d_nikke_marciana_03_60,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_60,True,,13,idle,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_61,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_61,False,,13,idle,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_62,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_62,True,,13,think,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_63,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_63,True,,13,think,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_64,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_64,True,,13,think,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_65,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_65,False,,13,think,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_66,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_66,False,,13,think,,130,130,1.0,,,,1,serious,,
d_nikke_marciana_03_67,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_67,False,,13,think,,130,13,1.0,,,,1,serious,,
d_nikke_marciana_03_68,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_68,True,,13,think,,13,12,1.0,,,,1,delight,,
d_nikke_marciana_03_69,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_69,True,,13,think,,12,12,1.0,,,,1,delight,,
d_nikke_marciana_03_70,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_70,True,,13,idle,,12,12,1.0,,,,1,delight,,
d_nikke_marciana_03_71,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_71,True,,13,idle,,12,12,1.0,,,,1,idle,,
d_nikke_marciana_03_72,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_72,True,,13,idle,,12,12,1.0,,,,1,idle,,
d_nikke_marciana_03_73,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_73,True,,13,idle,,12,12,1.0,,,,1,idle,,
d_nikke_marciana_03_74,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_74,False,,13,think,,12,130,1.0,,,,1,idle,,
d_nikke_marciana_03_75,d_nikke_marciana_03,Narration,,,Locale_NikkeEpisode:d_nikke_marciana_03_75,False,,13,think,,130,16,1.0,,,,1,idle,,
d_nikke_marciana_03_76,d_nikke_marciana_03,Speech,regularguest,regularguest,Locale_NikkeEpisode:d_nikke_marciana_03_76,True,,13,think,,16,16,1.0,,,,1,idle,,
d_nikke_marciana_03_77,d_nikke_marciana_03,Speech,regularguest,regularguest,Locale_NikkeEpisode:d_nikke_marciana_03_77,True,,13,think,,16,16,1.0,,,,1,idle,,
d_nikke_marciana_03_78,d_nikke_marciana_03,Speech,maleguest,maleguest,Locale_NikkeEpisode:d_nikke_marciana_03_78,True,,13,think,,16,16,1.0,,,,1,idle,,
d_nikke_marciana_03_79,d_nikke_marciana_03,Speech,maleguest,maleguest,Locale_NikkeEpisode:d_nikke_marciana_03_79,True,,13,think,,16,16,1.0,,,,1,idle,,
d_nikke_marciana_03_80,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_80,False,,13,think,,16,130,1.0,,,,1,idle,,
d_nikke_marciana_03_81,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_81,False,,13,think,,130,130,1.0,,,,1,idle,,
d_nikke_marciana_03_82,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_82,True,,13,shy,,130,130,1.0,,,,1,idle,,
d_nikke_marciana_03_83,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_83,True,,13,shy,,130,13,1.0,,,,1,idle,,
d_nikke_marciana_03_84,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_84,False,,13,shy,,13,13,1.0,,,,1,idle,,
d_nikke_marciana_03_85,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_85,True,,13,shy_02,,13,13,1.0,,,,1,idle,,
d_nikke_marciana_03_86,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_86,True,,13,shy_02,,13,13,1.0,,,,1,idle,,
d_nikke_marciana_03_87,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_87,False,,13,shy_02,,1,XS_10,0.6,,,,1,shy,,
d_nikke_marciana_03_88,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_88,True,,13,shy_02,,XS_10,XS_10,1.0,,,,1,shy,,
d_nikke_marciana_03_89,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_89,True,,13,shy_02,,XS_10,XS_10,1.0,,,,1,shy,,
d_nikke_marciana_03_90,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_90,True,,13,shy_02,,XS_10,XS_10,1.0,,,,1,shy,,
d_nikke_marciana_03_91,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_91,True,,13,shy_02,,XS_10,XS_10,1.0,,,,1,shy,,
d_nikke_marciana_03_92,d_nikke_marciana_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_marciana_03_92,True,,13,shy_02,,XS_10,XS_10,1.0,,,,1,shy,,
d_nikke_marciana_03_93,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_93,True,,13,good,,13,13,1.0,,,,1,shy,,
d_nikke_marciana_03_94,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_94,True,,13,delight,,13,130,1.0,,,,1,shy,,
d_nikke_marciana_03_95,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_95,False,,13,delight,,black,black,1.0,,,,1,shy,cocoa,
d_nikke_marciana_03_96,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_96,False,,13,delight,OutpostOut,black,black,1.0,none,,,,,,
d_nikke_marciana_03_97,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_97,False,,13,think,,130,130,1.0,bgm_story_backtonormal,,,,,,
d_nikke_marciana_03_98,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_98,False,,13,think,,130,130,1.0,,,,,,,
d_nikke_marciana_03_99,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_99,True,,13,think,,130,130,1.0,,,,,,,
d_nikke_marciana_03_100,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_100,True,,13,think,,130,130,1.0,,,,,,,
d_nikke_marciana_03_101,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_101,True,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_102,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_102,True,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_103,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_103,True,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_104,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_104,False,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_105,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_105,True,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_106,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_106,True,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_107,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_107,False,,13,delight,,130,130,1.0,,,,,,,
d_nikke_marciana_03_108,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_108,False,,13,delight,,130,13,1.0,,,,,,,
d_nikke_marciana_03_109,d_nikke_marciana_03,Monologue,,,Locale_NikkeEpisode:d_nikke_marciana_03_109,False,,13,delight,,13,13,1.0,,,,,,,
d_nikke_marciana_03_110,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_110,True,,13,good,,13,13,1.0,,,,,,,
d_nikke_marciana_03_111,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_111,True,,13,good,,13,130,0.6,,,,,,,
d_nikke_marciana_03_112,d_nikke_marciana_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_marciana_03_112,True,,13,good,,130,1300,0.6,,,,,,,
d_nikke_marciana_03_113,d_nikke_marciana_03,Self,,,Locale_NikkeEpisode:d_nikke_marciana_03_113,False,,13,good,,1300,1300,1.0,,,,,,,
