id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,set_filter_01,jump_target,fade
d_nikke_jackal_04_39,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_39,True,,1,idle,,S_10,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_40,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_40,True,,1,idle,,S_100,S_100,1.0,none,,,,,,,,
d_nikke_jackal_04_41,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_41,True,,1,idle,Backstreet_n,1,1,1.0,,,,,,jackal,Grey,,
d_nikke_jackal_04_42,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_42,True,,,,WasteLand_04,1,1,1.0,,,,,,,Grey,,
d_nikke_jackal_04_43,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_43,True,,,,OuterRim,1,1,1.0,,,,,,,Grey,,
d_nikke_jackal_04_44,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_44,True,jackal,1,idle,Restaurant,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_45,d_nikke_jackal_04,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_04_45,False,,1,idle,,S_100,S_100,1.0,,,,,,,,d_nikke_jackal_04_47,
d_nikke_jackal_04_46,d_nikke_jackal_04,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_04_46,False,,1,idle,,S_100,S_100,1.0,,,,,,,,d_nikke_jackal_04_48,
d_nikke_jackal_04_47,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_47,True,,1,idle,,S_100,S_100,1.0,,,,,,,,d_nikke_jackal_04_49,
d_nikke_jackal_04_48,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_48,True,,1,idle,,S_100,S_100,1.0,,,,,,,,d_nikke_jackal_04_49,
d_nikke_jackal_04_49,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_49,True,,1,crazy,,S_100,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_50,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_50,False,,1,crazy,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_51,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_51,True,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_52,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_52,True,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_53,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_53,True,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_54,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_54,True,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_55,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_55,True,,1,shy_02,,S_10,1,1.0,,,,,,,,,
d_nikke_jackal_04_56,d_nikke_jackal_04,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_04_56,False,,1,shy_02,,1,1,1.0,bgm_story_herecomestrouble,,,,,,,,
d_nikke_jackal_04_57,d_nikke_jackal_04,Speech,employee2,employee2,Locale_NikkeEpisode:d_nikke_jackal_04_57,True,,1,shy_02,,1,31,1.0,,employee2,3,idle,,,,,
d_nikke_jackal_04_58,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_58,True,,1,crazy,,31,31,1.0,,,3,idle,,,,,
d_nikke_jackal_04_59,d_nikke_jackal_04,Narration,,,Locale_NikkeEpisode:d_nikke_jackal_04_59,False,,1,crazy,,31,S_10,1.0,,,3,idle,employee2,,,,
d_nikke_jackal_04_60,d_nikke_jackal_04,Narration,,,Locale_NikkeEpisode:d_nikke_jackal_04_60,False,,1,crazy,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_61,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_61,True,,1,crazy,,S_10,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_62,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_62,True,,1,idle,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_63,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_63,True,,1,idle,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_64,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_64,False,,1,idle,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_65,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_65,True,,1,no,,S_100,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_66,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_66,True,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_67,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_67,False,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_68,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_68,True,,1,angry,,S_10,S_100,2.0,,,,,,,,,
d_nikke_jackal_04_69,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_69,True,,1,angry,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_70,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_70,True,,1,angry,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_71,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_71,False,,1,angry,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_72,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_72,False,,1,angry,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_73,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_73,True,,1,no,,S_100,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_74,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_74,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_75,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_75,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_76,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_76,True,,1,angry,,S_10,1,2.0,,,,,,,,,
d_nikke_jackal_04_77,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_77,False,,1,angry,,1,1,1.0,,,,,,,,,
d_nikke_jackal_04_78,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_78,True,,1,no,,1,1,1.0,,,,,,,,,
d_nikke_jackal_04_79,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_79,False,,1,no,,1,1,1.0,,,,,,,,,
d_nikke_jackal_04_80,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_80,False,,1,shy_01,,1,S_10,0.2,,,,,,,,,
d_nikke_jackal_04_81,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_81,False,,1,shy_01,,S_10,S_100,0.2,,,,,,,,,
d_nikke_jackal_04_82,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_82,True,,1,shy_01,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_83,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_83,True,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_84,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_84,True,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_85,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_85,False,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_86,d_nikke_jackal_04,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_04_86,False,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_87,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_87,True,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_88,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_88,True,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_89,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_89,False,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_90,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_90,True,,1,no,,S_100,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_91,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_91,True,,1,no,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_92,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_92,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_93,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_93,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_94,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_94,True,,1,crazy,,S_10,S_100,2.0,,,,,,,,,
d_nikke_jackal_04_95,d_nikke_jackal_04,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_04_95,False,,1,crazy,,S_100,S_100,1.0,,,,,,,,,
d_nikke_jackal_04_96,d_nikke_jackal_04,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_04_96,False,,1,crazy,,black,black,1.0,,,,,,,,,
d_nikke_jackal_04_97,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_97,True,,1,idle,Park_n,1,1,1.0,,,,,,,,,black
d_nikke_jackal_04_98,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_98,True,,1,idle,,1,1,1.0,,,,,,,,,
d_nikke_jackal_04_99,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_99,False,,1,idle,,1,1,1.0,,,,,,,,,
d_nikke_jackal_04_100,d_nikke_jackal_04,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_04_100,False,,1,idle,,1,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_101,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_101,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_102,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_102,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_103,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_103,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_104,d_nikke_jackal_04,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_04_104,False,,1,idle,,S_10,S_10,1.0,,,,,,,,d_nikke_jackal_04_111,
d_nikke_jackal_04_105,d_nikke_jackal_04,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_04_105,False,,1,idle,,S_10,S_10,1.0,,,,,,,,d_nikke_jackal_04_106,
d_nikke_jackal_04_106,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_106,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_107,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_107,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_108,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_108,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_109,d_nikke_jackal_04,Self,,,Locale_NikkeEpisode:d_nikke_jackal_04_109,False,,1,angry,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_110,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_110,True,,1,shy_02,,S_10,S_10,1.0,,,,,,,,d_nikke_jackal_04_111,
d_nikke_jackal_04_111,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_111,True,,1,shy_02,,S_10,S_10,1.0,,,,,,,,,
d_nikke_jackal_04_112,d_nikke_jackal_04,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_04_112,True,,1,shy_02,,S_10,S_100,0.5,,,,,,,,,
d_nikke_jackal_04_113,d_nikke_jackal_04,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_04_113,False,,1,shy_02,,S_100,S_100,1.0,,,,,,,,,
