id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_laplace_04_11,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_11,False,,6017,S_10,1.0,,laplace,,,,1,delight,Low_2,,,,,,,,,,,,,,
d_nikke_laplace_04_12,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_12,False,,S_10,S_10,1.0,,laplace,,,,1,delight,,,,,,,,,,,,,,,
d_nikke_laplace_04_13,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_13,True,,S_10,S_10,1.0,,laplace,laplace,,,1,delight,,,,,,,,,,,,,,,
d_nikke_laplace_04_14,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_14,False,,S_10,S_10,1.0,,laplace,,,,1,delight,,,,,,,,,,,,,,,
d_nikke_laplace_04_15,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_15,True,,S_10,S_10,1.0,,laplace,laplace,,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_16,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_16,True,,S_10,S_100,1.0,,laplace,laplace,,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_17,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_17,False,,S_100,S_100,1.0,,laplace,,sfx_scn_remotesignal,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_18,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_18,False,,S_100,S_500,1.0,,laplace,,,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_19,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_19,True,,S_500,S_500,1.0,,mc,mc,,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_20,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_20,False,,S_500,S_50,1.0,,,,sfx_scn_remotesignal,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_21,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_21,True,,S_50,S_50,1.0,,announcer,announcer,,,1,idle,,,,,,,,,,,,,,,
d_nikke_laplace_04_22,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_22,True,,S_50,S_10,1.0,,laplace,laplace,,,1,delight,,,,,,,,,,,,,,,
d_nikke_laplace_04_23,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_23,True,,S_10,S_10,1.0,none,laplace,laplace,,,1,delight,,,,,,,,,,,,,,,
d_nikke_laplace_04_24,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_24,True,,S_10,S_100,1.0,,announcer,announcer,,,1,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_25,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_25,True,,S_100,S_100,1.0,bgm_story_armageddon,announcer,announcer,,,1,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_26,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_26,True,,S_100,S_100,1.0,,announcer,announcer,,,1,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_27,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_27,True,,S_100,S_100,1.0,,announcer,announcer,,,1,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_28,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_28,False,,S_100,S_100,1.0,,laplace,laplace,,,1,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_29,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_29,False,,S_100,S_10,1.0,,laplace,laplace,,,1,"expression_0,idle_alt",,,,,,,,,,,,,,,
d_nikke_laplace_04_30,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_30,True,,S_10,S_10,1.0,,laplace,laplace,,,1,idle_alt,,,,,,,,,,,,,,,
d_nikke_laplace_04_31,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_31,False,,S_10,S_10,1.0,,,,sfx_scn_glassbreak,,1,idle_alt,Low_2,laplace,,,,,,,,,,,,,
d_nikke_laplace_04_32,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_32,False,ShoppingMall,black,black,1.0,,,,,laplace,1,idle_alt,,,anis,13,void,neon,15,idle,rapi,17,idle,,,,
d_nikke_laplace_04_33,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_33,True,,1315,1315,1.0,,neon,neon,,,1,idle_alt,,,,13,void,,15,idle,,17,idle,,,,
d_nikke_laplace_04_34,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_34,True,,1315,1315,1.0,,anis,anis,,,1,idle_alt,,,,13,void,,15,idle,,17,idle,,,,
d_nikke_laplace_04_35,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_35,True,,1315,1315,1.0,,anis,anis,,,1,idle_alt,,,,13,worry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_36,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_36,False,,1315,113,1.0,,laplace,laplace,,,1,"expression_0_alt,idle",,,,13,worry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_37,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_37,True,,113,113,1.0,,laplace,laplace,,,1,idle,,,,13,worry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_38,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_38,True,,113,113,1.0,,anis,anis,,,1,idle,,,,13,angry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_39,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_39,True,,113,113,1.0,,anis,anis,,,1,idle,,,,13,angry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_40,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_40,True,,113,S_10,1.0,,laplace,laplace,,,1,angry,,,,13,angry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_41,d_nikke_laplace_04,Choice,Locale_NikkeEpisode:d_nikke_laplace_04_41,False,,S_10,S_10,1.0,,,,,,1,angry,,,,13,angry,,15,idle,,17,idle,d_nikke_laplace_04_43,,,
d_nikke_laplace_04_42,d_nikke_laplace_04,Choice,Locale_NikkeEpisode:d_nikke_laplace_04_42,False,,S_10,S_10,1.0,,,,,,1,angry,,,,13,angry,,15,idle,,17,idle,d_nikke_laplace_04_45,,,
d_nikke_laplace_04_43,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_43,True,,170,170,1.0,,rapi,rapi,,,1,angry,,,,13,angry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_44,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_44,True,,130,130,1.0,,anis,anis,,,1,angry,,,,13,angry,,15,idle,,17,idle,d_nikke_laplace_04_46,,,
d_nikke_laplace_04_45,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_45,True,,S_10,S_10,1.0,,laplace,laplace,,,1,angry,,,,13,angry,,15,idle,,17,idle,d_nikke_laplace_04_46,,,
d_nikke_laplace_04_46,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_46,True,,S_10,S_10,1.0,,laplace,laplace,,,1,delight,,,,13,angry,,15,idle,,17,idle,,,,
d_nikke_laplace_04_47,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_47,False,,S_10,S_50,1.0,,,,,,5,"expression_0,idle_alt",,,,13,angry,,15,idle,,17,idle,,rapi,,
d_nikke_laplace_04_48,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_48,True,,S_50,S_50,1.0,,laplace,laplace,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_49,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_49,False,,S_50,S_50,1.0,,,,,,5,idle_alt,Low_2,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_50,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_50,True,,S_50,S_50,1.0,,laplace,laplace,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_51,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_51,False,,S_50,S_50,1.0,,,,sfx_scn_heavyspark,,5,idle_alt,Low_2,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_52,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_52,False,,S_50,S_50,1.0,,,,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_53,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_53,False,,S_50,S_50,1.0,,,,sfx_scn_explosions,,5,idle_alt,Low_2,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_54,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_54,False,,S_50,S_50,1.0,,,,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_55,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_55,False,,S_50,S_50,1.0,,laplace,laplace,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_56,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_56,True,,S_50,1315,1.0,,anis,anis,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_57,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_57,True,,1315,1315,1.0,,neon,neon,,,5,idle_alt,,,,13,angry,,15,surprise,,,,,,,
d_nikke_laplace_04_58,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_58,True,,S_50,S_50,1.0,,laplace,laplace,,,5,idle_alt,,,,13,angry,,15,surprise,,,,,,,
d_nikke_laplace_04_59,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_59,True,,130,130,1.0,,anis,anis,,,5,idle_alt,,,,13,angry,,15,worry,,,,,,,
d_nikke_laplace_04_60,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_60,False,,130,130,1.0,,,,sfx_scn_fire,,5,idle_alt,Low_2,,,13,angry,,15,worry,,,,,,,
d_nikke_laplace_04_61,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_61,True,,130,1315,1.0,,neon,neon,,,5,idle_alt,,,,13,angry,,15,worry,,,,,,,
d_nikke_laplace_04_62,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_62,True,,1315,1315,1.0,,neon,neon,,,5,idle_alt,,,,13,angry,,15,worry,,,,,,,
d_nikke_laplace_04_63,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_63,True,,1315,1315,1.0,,anis,anis,,,5,idle_alt,,,,13,angry,,15,worry,,,,,,,
d_nikke_laplace_04_64,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_64,False,,S_50,S_50,1.0,,laplace,laplace,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_65,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_65,False,,S_50,S_50,1.0,none,,,,,5,idle_alt,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_66,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_66,False,,S_50,S_50,1.0,,laplace,laplace,,,5,"expression_0_alt,angry",,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_67,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_67,True,,S_50,S_50,1.0,bgm_story_fairytalesend_if,laplace,laplace,,,5,angry,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_68,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_68,False,,S_50,S_50,1.0,,,,,,5,angry,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_69,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_69,True,,S_50,S_50,1.0,,laplace,laplace,,,5,shy,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_70,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_70,False,,S_50,S_50,1.0,,,,,,5,shy,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_71,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_71,False,,S_50,S_50,1.0,,,,,,5,shy,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_72,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_72,True,,S_50,S_80,1.0,,unknown,unknown,,,5,shy,,,,13,angry,,15,idle,,,,,,,
d_nikke_laplace_04_73,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_73,False,,S_80,S_80,1.0,,,,,,5,shy,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_74,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_74,True,,S_80,S_80,1.0,,staff,staff,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_75,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_75,True,,S_80,S_80,1.0,,staff,staff,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_76,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_76,False,,black,black,1.0,,,,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_77,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_77,True,,1315,1315,1.0,,citizen,citizen,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_78,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_78,True,,1315,1315,1.0,,neon,neon,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_79,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_79,True,,1315,1315,1.0,,citizen,citizen,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_80,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_80,True,,1315,1315,1.0,,citizen,citizen,,,5,angry,,,,13,idle,,15,idle,,,,,,,
d_nikke_laplace_04_81,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_81,True,,1315,1315,1.0,,anis,anis,,,5,angry,,,,13,void,,15,idle,,,,,,,
d_nikke_laplace_04_82,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_82,False,,black,black,1.0,,,,,,5,angry,,,,13,void,,15,idle,,,,,,anis,neon
d_nikke_laplace_04_83,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_83,True,,S_50,S_50,1.0,,laplace,laplace,,,5,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_84,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_84,True,,S_50,31,1.0,,spectatorcitizen,spectatorcitizen,,,5,angry,,,spectatorcitizen,3,idle,onlooker,1,idle,,,,,,,
d_nikke_laplace_04_85,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_85,True,,31,31,1.0,,onlooker,onlooker,,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_86,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_86,True,,31,31,1.0,,onlooker,onlooker,,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_87,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_87,False,,31,31,1.0,,,,sfx_scn_noisily,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_88,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_88,True,,31,31,1.0,,onlooker,onlooker,,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_89,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_89,True,,31,31,1.0,,spectatorcitizen,spectatorcitizen,,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_90,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_90,False,,S_50,S_50,1.0,none,laplace,laplace,,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_91,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_91,True,,S_50,S_50,1.0,,laplace,laplace,,,5,angry,,,,3,idle,,1,idle,,,,,,,
d_nikke_laplace_04_92,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_92,True,,S_50,S_50,1.0,bgm_story_crawlinganxiety,unknown,unknown,,,5,angry,,,,3,idle,,1,idle,,,,,,spectatorcitizen,onlooker
d_nikke_laplace_04_93,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_93,False,,S_50,S_50,1.0,,laplace,laplace,,,5,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_94,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_94,True,,S_50,S_70,1.0,,laplace,laplace,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_95,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_95,True,,S_70,S_70,1.0,,unknown,unknown,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_96,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_96,True,,S_70,S_700,1.0,,laplace,laplace,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_97,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_97,True,,S_700,S_700,1.0,,arsonist,arsonist,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_98,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_98,True,,S_700,S_700,1.0,,laplace,laplace,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_99,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_99,True,,S_700,S_70,0.5,,laplace,laplace,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_100,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_100,True,,S_70,S_90,1.0,,arsonist,arsonist,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_101,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_101,True,,S_90,S_90,1.0,,arsonist,arsonist,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_102,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_102,True,,S_90,S_90,1.0,,arsonist,arsonist,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_103,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_103,True,,S_90,S_90,1.0,,arsonist,arsonist,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_104,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_104,True,,S_90,S_90,1.0,,arsonist,arsonist,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_105,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_105,False,,S_90,S_900,1.0,,,,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_106,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_106,False,,S_900,S_900,1.0,,,,,,7,no,,,,,,,,,,,,,,,
d_nikke_laplace_04_107,d_nikke_laplace_04,Self,Locale_NikkeEpisode:d_nikke_laplace_04_107,False,,S_900,S_900,1.0,,,,,,7,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_108,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_108,False,,S_900,S_900,1.0,,,,sfx_scn_windowclack,,7,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_109,d_nikke_laplace_04,Speech,Locale_NikkeEpisode:d_nikke_laplace_04_109,True,,S_900,S_700,1.0,,laplace,laplace,,,7,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_110,d_nikke_laplace_04,Narration,Locale_NikkeEpisode:d_nikke_laplace_04_110,False,,black,black,1.0,none,,,sfx_scn_bookdrop,,7,angry,,,,,,,,,,,,,,,
d_nikke_laplace_04_111,d_nikke_laplace_04,Monologue,Locale_NikkeEpisode:d_nikke_laplace_04_111,False,,black,black,1.0,,,,,,7,angry,,,,,,,,,,,,,,,
