id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_zwei_01_15,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_15,True,,130,130,1.0,,,zwei,zwei,,13,shy,,,,,,,,,
d_nikke_zwei_01_16,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_16,False,,130,130,1.0,,,,zwei,,13,shy,,,,,,,,,
d_nikke_zwei_01_17,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_17,False,,130,130,1.0,,,,zwei,,13,shy,,,,,,,,,
d_nikke_zwei_01_18,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_18,True,,130,130,1.0,,,zwei,zwei,,13,shy,,,,,,,,,
d_nikke_zwei_01_19,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_19,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_20,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_20,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_21,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_21,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_22,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_22,False,,130,130,1.0,,,,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_23,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_23,False,,130,130,1.0,,,,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_24,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_24,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_25,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_25,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_26,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_26,False,,130,130,1.0,,,,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_27,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_27,True,,130,1300,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_28,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_28,False,,1300,1300,1.0,,,,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_29,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_29,True,,1300,130,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_30,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_30,True,,130,130,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_31,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_31,True,,130,130,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_32,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_32,False,,130,130,1.0,,,,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_33,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_33,True,,130,130,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_34,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_34,True,,130,130,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_35,d_nikke_zwei_01,Self,Locale_NikkeEpisode:d_nikke_zwei_01_35,False,,130,130,1.0,none,,,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_36,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_36,True,NikkeRoom,12,12,1.0,bgm_story_leisuretime,,ein,ein,,13,idle,black,ein,1,delight,rei,3,idle,,
d_nikke_zwei_01_37,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_37,True,,12,12,1.0,,,zwei,zwei,,13,shy,,,1,delight,,3,idle,,
d_nikke_zwei_01_38,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_38,True,,12,10,1.0,,,ein,ein,,13,shy,,,1,idle,,3,idle,,
d_nikke_zwei_01_39,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_39,True,,10,10,1.0,,,ein,ein,,13,shy,,,1,idle,,3,idle,,
d_nikke_zwei_01_40,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_40,True,,10,10,1.0,,,ein,ein,,13,shy,,,1,idle,,3,idle,,
d_nikke_zwei_01_41,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_41,True,,10,130,1.0,,,zwei,zwei,,13,surprise,,,1,idle,,3,idle,,
d_nikke_zwei_01_42,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_42,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_43,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_43,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_44,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_44,True,,130,10,1.0,,,ein,ein,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_45,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_45,True,,10,10,1.0,,,ein,ein,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_46,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_46,False,,10,100,1.0,,,ein,ein,,13,idle,,,1,no,,3,idle,,
d_nikke_zwei_01_47,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_47,True,,100,100,1.0,,,ein,ein,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_48,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_48,True,,100,100,1.0,,,ein,ein,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_49,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_49,True,,100,12,1.0,,,zwei,zwei,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_50,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_50,True,,12,12,1.0,,,ein,ein,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_51,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_51,True,,12,12,1.0,,,zwei,zwei,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_52,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_52,True,,12,12,1.0,,,zwei,zwei,,13,idle,,,1,idle,,3,idle,,
d_nikke_zwei_01_53,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_53,False,,12,10,1.0,,,ein,ein,,13,idle,,,1,no,,3,idle,,
d_nikke_zwei_01_54,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_54,False,,10,XS_30,1.0,,,ein,rei,,13,idle,,,1,no,,3,idle,,
d_nikke_zwei_01_55,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_55,True,,XS_30,XS_30,1.0,,,rei,rei,,13,idle,,,1,no,,3,surprise,,
d_nikke_zwei_01_56,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_56,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,no,,3,surprise,,
d_nikke_zwei_01_57,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_57,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,no,,3,surprise,,
d_nikke_zwei_01_58,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_58,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,no,,3,surprise,,
d_nikke_zwei_01_59,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_59,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,no,,3,surprise,,
d_nikke_zwei_01_60,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_60,True,,130,12,1.0,,,ein,ein,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_61,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_61,True,,12,12,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_62,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_62,True,,12,XS_30,1.0,,,rei,rei,,13,idle,,,1,delight,,3,cry,,
d_nikke_zwei_01_63,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_63,True,,XS_30,XS_30,1.0,,,rei,rei,,13,idle,,,1,delight,,3,cry,,
d_nikke_zwei_01_64,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_64,True,,130,130,1.0,,,zwei,zwei,,13,surprise,,,1,delight,,3,cry,,
d_nikke_zwei_01_65,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_65,True,,XS_30,XS_30,1.0,,,rei,rei,,13,surprise,,,1,delight,,3,surprise,,
d_nikke_zwei_01_66,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_66,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_67,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_67,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_68,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_68,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_69,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_69,True,,XS_30,XS_30,1.0,,,rei,rei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_70,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_70,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_71,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_71,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_72,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_72,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_73,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_73,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_74,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_74,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_75,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_75,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_76,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_76,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_77,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_77,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,1,delight,,3,surprise,,
d_nikke_zwei_01_78,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_78,True,,130,10,1.0,,,ein,ein,,13,idle,,,1,idle,,3,surprise,,
d_nikke_zwei_01_79,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_79,True,,10,10,1.0,,,ein,ein,,13,idle,,,1,idle,,3,surprise,,
d_nikke_zwei_01_80,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_80,True,,10,10,1.0,,,ein,ein,,13,idle,,,1,idle,,3,surprise,,
d_nikke_zwei_01_81,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_81,True,,10,130,1.0,,,zwei,zwei,,13,surprise,,,1,idle,,3,surprise,,
d_nikke_zwei_01_82,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_82,True,,130,10,1.0,,,ein,ein,,13,surprise,,,1,surprise,,3,surprise,,
d_nikke_zwei_01_83,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_83,True,,10,10,1.0,,,ein,ein,,13,surprise,,,1,surprise,,3,surprise,,
d_nikke_zwei_01_84,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_84,True,,10,10,1.0,,,ein,ein,,13,surprise,,,1,surprise,,3,surprise,ein,
d_nikke_zwei_01_85,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_85,True,,10,XS_30,1.0,,,rei,rei,,13,surprise,,,,,,3,surprise,,rei
d_nikke_zwei_01_86,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_86,True,,XS_30,130,1.0,,,zwei,zwei,,13,surprise,,,,,,,,,
d_nikke_zwei_01_87,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_87,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_88,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_88,False,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_89,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_89,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
d_nikke_zwei_01_90,d_nikke_zwei_01,Speech,Locale_NikkeEpisode:d_nikke_zwei_01_90,True,,130,130,1.0,,,zwei,zwei,,13,idle,,,,,,,,,
