id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_grave_05_60,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_60,False,,L_100,L_10,1.0,,sfx_scn_autodooropen,,1,idle,
d_nikke_grave_05_61,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_61,False,White,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_62,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_62,False,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_63,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_63,True,,L_10,L_100,1.0,,,,1,surprise,
d_nikke_grave_05_64,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_64,False,,L_100,L_100,1.0,,,,1,surprise,
d_nikke_grave_05_65,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_65,False,,L_100,L_100,1.0,,,,1,surprise,
d_nikke_grave_05_66,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_66,False,,L_100,L_100,1.0,,,,1,surprise,
d_nikke_grave_05_67,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_67,False,,L_100,L_100,1.0,,,,1,surprise,
d_nikke_grave_05_68,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_68,False,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_69,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_69,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_70,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_70,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_71,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_71,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_72,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_72,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_73,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_73,False,,L_100,1,1.0,,,,1,delight,grave_p
d_nikke_grave_05_74,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_74,False,,1,1,1.0,,,,,,
d_nikke_grave_05_75,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_75,False,,1,1,1.0,,,,,,
