id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,set_camera_shake,jump_target,characters/9/hide_char_id,conversation_id,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_dolla_02_11,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_11,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_12,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_12,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,sad,,d_nikke_dolla_02_18,,,,,,,,
d_nikke_dolla_02_13,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_13,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_14,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_14,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_15,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_15,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_16,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_16,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_17,d_nikke_dolla_02,Monologue,Locale_NikkeEpisode:d_nikke_dolla_02_17,False,,10,10,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_18,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_18,False,,10,10,1.0,,,,,OP_center,sad,,d_nikke_dolla_02_20,,,,,,,,
d_nikke_dolla_02_19,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_19,False,,10,10,1.0,,,,,OP_center,sad,,d_nikke_dolla_02_24,,,,,,,,
d_nikke_dolla_02_20,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_20,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,
d_nikke_dolla_02_21,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_21,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,
d_nikke_dolla_02_22,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_22,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,delight,,,,,,,,,,
d_nikke_dolla_02_23,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_23,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,delight,,d_nikke_dolla_02_28,,,,,,,,
d_nikke_dolla_02_24,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_24,False,,10,10,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,
d_nikke_dolla_02_25,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_25,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_26,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_26,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_27,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_27,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,d_nikke_dolla_02_28,,,,,,,,
d_nikke_dolla_02_28,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_28,True,,10,1,2.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_29,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_29,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_30,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_30,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,
d_nikke_dolla_02_31,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_31,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,
d_nikke_dolla_02_32,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_32,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,no,,,,,,,,,,
d_nikke_dolla_02_33,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_33,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,no,,,,,,,,,,
d_nikke_dolla_02_34,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_34,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,no,,,,,,,,,,
d_nikke_dolla_02_35,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_35,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,no,,,,,,,,,,
d_nikke_dolla_02_36,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_36,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_37,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_37,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,sad,,,,,,,,,,
d_nikke_dolla_02_38,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_38,False,,1,1,1.0,,,,,OP_center,sad,,d_nikke_dolla_02_40,,,,,,,,
d_nikke_dolla_02_39,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_39,False,,1,1,1.0,,,,,OP_center,sad,,d_nikke_dolla_02_41,,,,,,,,
d_nikke_dolla_02_40,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_40,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,d_nikke_dolla_02_44,,,,,,,,
d_nikke_dolla_02_41,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_41,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,
d_nikke_dolla_02_42,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_42,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,
d_nikke_dolla_02_43,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_43,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,d_nikke_dolla_02_44,,,,,,,,
d_nikke_dolla_02_44,d_nikke_dolla_02,Monologue,Locale_NikkeEpisode:d_nikke_dolla_02_44,False,,1,1,1.0,,,,,OP_center,idle,,,shifty_c,m_nikke_dolla_02_01,,,,,,
d_nikke_dolla_02_45,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_45,True,,1,1,1.0,,shifty_c,shifty_c,shifty_c,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_46,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_46,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,
d_nikke_dolla_02_47,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_47,False,,1,1,1.0,,,,,OP_center,think,,d_nikke_dolla_02_49,,,,,,,,
d_nikke_dolla_02_48,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_48,False,,1,1,1.0,,,,,OP_center,think,,d_nikke_dolla_02_49,,,,,,,,
d_nikke_dolla_02_49,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_49,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,
d_nikke_dolla_02_50,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_50,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,
d_nikke_dolla_02_51,d_nikke_dolla_02,Narration,Locale_NikkeEpisode:d_nikke_dolla_02_51,False,Backstreet,14,14,1.0,none,,,,OP_center,idle,,,shifty_c,m_nikke_dolla_02_02,black,,,,,
d_nikke_dolla_02_52,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_52,False,,14,14,1.0,,,unknown,,,,,,,,,sfx_scn_running,,,,
d_nikke_dolla_02_53,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_53,False,,14,14,1.0,,,unknown,,,,,,,,,,,,,
d_nikke_dolla_02_54,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_54,False,,14,14,1.0,,,unknown,,,,,,,,,,,,,
d_nikke_dolla_02_55,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_55,True,,14,1,0.5,bgm_story_kneeldownfools,dolla,dolla,,,,,,,,,,dolla,1,surprise,
d_nikke_dolla_02_56,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_56,True,,1,1,1.0,,dolla,dolla,,,,,,,,,,,1,surprise,
d_nikke_dolla_02_57,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_57,True,,1,1,1.0,,dolla,dolla,,,,,,,,,,,1,surprise,
d_nikke_dolla_02_58,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_58,True,,1,1,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_59,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_59,False,,1,1,1.0,,dolla,,,,,,d_nikke_dolla_02_61,,,,,,1,good,
d_nikke_dolla_02_60,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_60,False,,1,1,1.0,,dolla,,,,,,d_nikke_dolla_02_67,,,,,,1,good,
d_nikke_dolla_02_61,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_61,True,,1,S_10,2.0,,dolla,dolla,,,,,,,,,,,1,no,
d_nikke_dolla_02_62,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_62,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,no,
d_nikke_dolla_02_63,d_nikke_dolla_02,Self,Locale_NikkeEpisode:d_nikke_dolla_02_63,False,,S_10,S_10,1.0,,dolla,,,,,,,,,,,,1,no,
d_nikke_dolla_02_64,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_64,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_65,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_65,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_66,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_66,True,,S_10,S_10,1.0,,dolla,dolla,,,,,d_nikke_dolla_02_69,,,,,,1,good,
d_nikke_dolla_02_67,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_67,True,,1,1,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_68,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_68,True,,1,S_10,1.5,,dolla,dolla,,,,,d_nikke_dolla_02_69,,,,,,1,idle,
d_nikke_dolla_02_69,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_69,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,idle,
d_nikke_dolla_02_70,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_70,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,idle,
d_nikke_dolla_02_71,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_71,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,idle,
d_nikke_dolla_02_72,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_72,False,,S_10,S_10,1.0,,dolla,,,,,,d_nikke_dolla_02_74,,,,,,1,idle,
d_nikke_dolla_02_73,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_73,False,,S_10,S_10,1.0,,dolla,,,,,,d_nikke_dolla_02_74,,,,,,1,idle,
d_nikke_dolla_02_74,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_74,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_75,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_75,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_76,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_76,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_77,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_77,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_78,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_78,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_79,d_nikke_dolla_02,Monologue,Locale_NikkeEpisode:d_nikke_dolla_02_79,False,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_80,d_nikke_dolla_02,Self,Locale_NikkeEpisode:d_nikke_dolla_02_80,False,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_81,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_81,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,surprise,
d_nikke_dolla_02_82,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_82,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,surprise,
d_nikke_dolla_02_83,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_83,False,,S_10,S_10,1.0,,dolla,,,,,,d_nikke_dolla_02_85,,,,,,1,surprise,
d_nikke_dolla_02_84,d_nikke_dolla_02,Choice,Locale_NikkeEpisode:d_nikke_dolla_02_84,False,,S_10,S_10,1.0,,dolla,,,,,,d_nikke_dolla_02_95,,,,,,1,surprise,
d_nikke_dolla_02_85,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_85,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,no,
d_nikke_dolla_02_86,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_86,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,no,
d_nikke_dolla_02_87,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_87,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_88,d_nikke_dolla_02,Monologue,Locale_NikkeEpisode:d_nikke_dolla_02_88,False,,S_10,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_89,d_nikke_dolla_02,Monologue,Locale_NikkeEpisode:d_nikke_dolla_02_89,False,,S_100,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_90,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_90,True,,S_100,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_91,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_91,True,,S_100,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_92,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_92,True,,S_100,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_93,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_93,True,,S_100,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,angry,
d_nikke_dolla_02_94,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_94,True,,S_100,S_100,0.5,,dolla,dolla,,,,,d_nikke_dolla_02_101,,,,,,1,angry,
d_nikke_dolla_02_95,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_95,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,surprise,
d_nikke_dolla_02_96,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_96,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,surprise,
d_nikke_dolla_02_97,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_97,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,shy,
d_nikke_dolla_02_98,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_98,True,,S_10,S_100,2.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_99,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_99,True,,S_100,S_100,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_100,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_100,True,,S_100,S_100,1.0,,dolla,dolla,,,,,d_nikke_dolla_02_101,,,,,,1,good,
d_nikke_dolla_02_101,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_101,True,,S_100,S_10,2.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_102,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_102,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_103,d_nikke_dolla_02,Speech,Locale_NikkeEpisode:d_nikke_dolla_02_103,True,,S_10,S_10,1.0,,dolla,dolla,,,,,,,,,,,1,good,
d_nikke_dolla_02_104,d_nikke_dolla_02,Narration,Locale_NikkeEpisode:d_nikke_dolla_02_104,False,,S_10,S_10,1.0,,,,,,,,,,,,,,4,good,dolla
d_nikke_dolla_02_105,d_nikke_dolla_02,Narration,Locale_NikkeEpisode:d_nikke_dolla_02_105,False,none,S_10,S_10,1.0,,,,,,,,,,,,,,,,
d_nikke_dolla_02_106,d_nikke_dolla_02,Narration,Locale_NikkeEpisode:d_nikke_dolla_02_106,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
