id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_ce_003_01_02_11,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_11,True,,1,1,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,,,
d_nikke_ce_003_01_02_12,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_12,False,,1,1,1.0,,sfx_scn_naturalfootstep,,,,3,idle,ce_003_01,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_13,d_nikke_ce_003_01_02,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_13,False,,S_170,S_170,1.0,,,,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_14,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_14,True,,130,130,1.0,,,,,,,,,,13,delight,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_15,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_15,True,,S_170,S_170,1.0,,,Low_2,,,,,,,13,delight,,,15,idle,,,17,shy,,,,,
d_nikke_ce_003_01_02_16,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_16,True,,S_170,S_170,1.0,,,,,,,,,,13,delight,,,15,idle,,,17,shy,,,,,
d_nikke_ce_003_01_02_17,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_17,True,,S_170,17,1.0,,,,,,,,,,13,delight,,,15,idle,,,17,surprise,,,,,
d_nikke_ce_003_01_02_18,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_18,False,,1,4,1.0,,,,black,ce_003_01,3,idle,,,13,delight,diesel,,15,idle,brid,,17,surprise,soline,ade,5,idle,
d_nikke_ce_003_01_02_19,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_19,True,,4,4,1.0,,,,,,3,idle,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_20,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_20,True,,4,4,1.0,,,,,,3,idle,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_21,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_21,True,,4,4,1.0,,,,,,3,idle,,,,,,,,,,,,,,,5,delight,
d_nikke_ce_003_01_02_22,d_nikke_ce_003_01_02,Narration,ade,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_22,False,,black,black,1.0,,sfx_scn_putdown,,,,3,idle,,,,,,,,,,,,,,,5,delight,
d_nikke_ce_003_01_02_23,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_23,True,,4,4,1.0,,,,,,3,idle,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_24,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_24,False,,4,S_30,1.0,,,,,,3,idle,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_25,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_25,False,,S_30,S_30,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_26,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_26,True,,S_30,S_30,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_27,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_27,True,,S_30,4,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_28,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_28,True,,4,4,1.0,,sfx_scn_pour_water,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_29,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_29,True,,4,4,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_30,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_30,True,,4,4,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_31,d_nikke_ce_003_01_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_02_31,True,,4,4,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_32,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_32,True,,4,4,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_33,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_33,False,,4,4,1.0,,,,,,3,surprise,,,,,,,,,,,,,,,5,idle,
d_nikke_ce_003_01_02_34,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_34,False,,black,black,1.0,,,,,,3,idle,,diesel,13,idle,,brid,15,idle,,soline,17,idle,,,5,idle,ade
d_nikke_ce_003_01_02_35,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_35,True,,12,12,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_36,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_36,True,,12,12,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_37,d_nikke_ce_003_01_02,Narration,diesel,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_37,False,,12,14,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_38,d_nikke_ce_003_01_02,Narration,diesel,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_38,False,,14,S_170,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_39,d_nikke_ce_003_01_02,Narration,diesel,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_39,False,,black,black,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_40,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_40,True,,14,14,1.0,,sfx_scn_putdown,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_41,d_nikke_ce_003_01_02,Speech,brid,brid,Locale_NikkeEpisode:d_nikke_ce_003_01_02_41,True,,14,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_42,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_42,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,pain,,,,,
d_nikke_ce_003_01_02_43,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_43,False,,16,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,pain,,,,,
d_nikke_ce_003_01_02_44,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_44,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,,,
d_nikke_ce_003_01_02_45,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_45,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,,,
d_nikke_ce_003_01_02_46,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_46,True,,16,14,1.0,,,,,,1,idle,,,13,surprise,,,15,idle,,,17,surprise,,,,,
d_nikke_ce_003_01_02_47,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_47,True,,14,14,1.0,none,,,,,1,idle,,,13,delight,,,15,idle,,,17,surprise,,,,,
d_nikke_ce_003_01_02_48,d_nikke_ce_003_01_02,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_48,False,,14,14,1.0,,sfx_scn_toyshopbell,,,,1,idle,,,1,delight,diesel,,13,idle,brid,,17,surprise,,,,,
d_nikke_ce_003_01_02_49,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_49,True,,14,17,1.0,bgm_story_whosdumber,,,,,1,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_50,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_50,True,,17,16,1.0,,,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_51,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_51,True,,16,16,1.0,,,Low_2,,,15,idle,,,,,,,,,,,17,pain,,,,,
d_nikke_ce_003_01_02_52,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_52,False,,16,16,1.0,,,,,,15,idle,,,,,,,,,,,17,pain,,,,,
d_nikke_ce_003_01_02_53,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_53,True,,16,16,1.0,,,,,,15,idle,,,,,,,,,,,17,angry,,,,,
d_nikke_ce_003_01_02_54,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_54,True,,16,16,1.0,,,,,,15,worry,,,,,,,,,,,17,angry,,,,,
d_nikke_ce_003_01_02_55,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_55,True,,16,16,1.0,,,,,,15,worry,,,,,,,,,,,17,shy,,,,,
d_nikke_ce_003_01_02_56,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_56,True,,16,16,1.0,,,,,,15,worry,,,,,,,,,,,17,surprise,,,,,
d_nikke_ce_003_01_02_57,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_57,True,,16,S_150,1.0,,,,,,15,idle,,,,,,,,,,,17,surprise,,,,,
d_nikke_ce_003_01_02_58,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_58,True,,S_150,S_150,1.0,,,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_59,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_59,True,,S_170,S_170,1.0,,,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_60,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_60,False,,S_170,16,1.0,,sfx_scn_putdown,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_61,d_nikke_ce_003_01_02,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_61,False,,16,16,1.0,,sfx_scn_pour_water,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_62,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_62,True,,16,16,1.0,,,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_63,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_63,True,,16,16,1.0,,,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_64,d_nikke_ce_003_01_02,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_64,False,,16,S_170,1.0,,sfx_scn_slurp,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_65,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_65,False,,S_170,S_170,1.0,,,,,,15,idle,,,,,,,,,,,17,surprise,,,,,
d_nikke_ce_003_01_02_66,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_66,True,,S_170,S_170,1.0,,,,,,15,idle,,,,,,,,,,,17,surprise,,,,,
d_nikke_ce_003_01_02_67,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_67,True,,S_170,S_170,1.0,,,,,,15,idle,,,,,,,,,,,17,delight,,,,,
d_nikke_ce_003_01_02_68,d_nikke_ce_003_01_02,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_02_68,False,,S_170,16,1.0,,,,,,15,idle,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_69,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_69,True,,16,16,1.0,,,,,,15,surprise,,,,,,,,,,,17,idle,,,,,
d_nikke_ce_003_01_02_70,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_70,False,,16,16,1.0,,sfx_scn_putdown,,,,15,surprise,,,,,,,,,,,17,pain,,,,,
d_nikke_ce_003_01_02_71,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_71,True,,16,16,1.0,,,,,,15,worry,,,,,,,,,,,17,pain,,,,,
