id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,jump_target,characters/0/hide_char_id,fade,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_soda_04_12,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_12,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_13,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_13,False,,S_10,S_10,1.0,bgm_story_weare,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_14,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_14,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_15,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_15,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_16,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_16,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_17,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_17,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_18,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_18,False,,S_10,S_10,1.0,,,,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_19,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_19,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_20,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_20,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_21,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_21,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_22,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_22,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_23,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_23,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_24,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_24,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_25,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_25,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_26,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_26,False,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_27,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_27,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_28,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_28,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_29,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_29,False,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_30,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_30,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_31,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_31,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_32,d_nikke_soda_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_04_32,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_33,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_33,True,,S_10,S_10,1.0,,,soda,,,1,serious,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_34,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_34,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_35,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_35,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_36,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_36,False,,S_10,S_10,1.0,,,,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_37,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_37,False,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_38,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_38,True,,S_10,S_10,1.0,,,soda,,,1,shy,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_39,d_nikke_soda_04,Choice,Locale_NikkeEpisode:d_nikke_soda_04_39,False,,S_10,S_10,1.0,,,,,,1,shy,soda,d_nikke_soda_04_41,,,,,,,,,,,,,,,
d_nikke_soda_04_40,d_nikke_soda_04,Choice,Locale_NikkeEpisode:d_nikke_soda_04_40,False,,S_10,S_10,1.0,,,,,,1,shy,soda,d_nikke_soda_04_41,,,,,,,,,,,,,,,
d_nikke_soda_04_41,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_41,True,,S_10,S_10,1.0,,,soda,,,1,serious,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_42,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_42,True,,S_10,S_10,1.0,,,soda,,,1,serious,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_43,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_43,True,,S_10,S_10,1.0,,,soda,,,1,serious,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_44,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_44,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_45,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_45,False,,S_10,S_10,1.0,,,,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_46,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_46,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_47,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_47,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_48,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_48,True,,S_10,S_10,1.0,,,soda,,,1,shy,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_49,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_49,False,,S_10,S_10,1.0,,,,,,1,shy,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_50,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_50,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_51,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_51,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_52,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_52,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_53,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_53,False,,S_10,S_10,1.0,,,,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_54,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_54,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_55,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_55,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_56,d_nikke_soda_04,Narration,Locale_NikkeEpisode:d_nikke_soda_04_56,False,Cafe,black,black,1.0,,,,,,1,sad,,,soda,black,,,,,,,,,,,,,
d_nikke_soda_04_57,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_57,False,,7,7,1.0,,,,,,,,,,,,Grey,,,,,,,,,,,,
d_nikke_soda_04_58,d_nikke_soda_04,Narration,Locale_NikkeEpisode:d_nikke_soda_04_58,False,,7,7,1.0,,sfx_scn_chimebell,,,,,,,,,,Grey,ade,13,worried,,,,,,,,,
d_nikke_soda_04_59,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_59,True,,130,130,1.0,,,ade,,,,,ade,,,,Grey,,13,worried,,,,,,,,,
d_nikke_soda_04_60,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_60,False,,130,130,1.0,,,,,,,,ade,,,,Grey,,13,worried,,,,,,,,,
d_nikke_soda_04_61,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_61,True,,130,130,1.0,,,ade,,,,,ade,,,,Grey,,13,worried,,,,,,,,,
d_nikke_soda_04_62,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_62,True,,130,150,1.0,,,regularguest,,,,,regularguest,,,,Grey,,13,worried,regularguest,15,idle,calmguest,17,idle,,,
d_nikke_soda_04_63,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_63,True,,150,150,1.0,,,regularguest,,,,,regularguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_64,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_64,True,,170,170,1.0,,,calmguest,,,,,calmguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_65,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_65,True,,170,170,1.0,,,calmguest,,,,,calmguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_66,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_66,True,,130,130,1.0,,,ade,,,,,ade,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_67,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_67,True,,130,130,1.0,,,ade,,,,,ade,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_68,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_68,True,,130,150,1.0,,,regularguest,,,,,regularguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_69,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_69,True,,150,150,1.0,,,regularguest,,,,,regularguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_70,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_70,True,,150,1500,0.5,,,regularguest,,,,,regularguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_71,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_71,True,,170,170,1.0,,,calmguest,,,,,calmguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_72,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_72,True,,170,170,1.0,,,calmguest,,,,,calmguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_73,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_73,True,,170,170,1.0,,,calmguest,,,,,calmguest,,,,Grey,,13,worried,,15,idle,,17,idle,,,
d_nikke_soda_04_74,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_74,False,NikkeRoom,S_10,S_10,1.0,,,,,soda,1,sad,soda,,,black,,,13,worried,,15,idle,,17,idle,ade,regularguest,calmguest
d_nikke_soda_04_75,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_75,False,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_76,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_76,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_77,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_77,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_78,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_78,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_79,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_79,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_80,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_80,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_81,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_81,False,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_82,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_82,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_83,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_83,True,,S_10,S_10,1.0,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_84,d_nikke_soda_04,Choice,Locale_NikkeEpisode:d_nikke_soda_04_84,False,,S_10,S_10,1.0,,,,,,1,sad,soda,d_nikke_soda_04_86,,,,,,,,,,,,,,,
d_nikke_soda_04_85,d_nikke_soda_04,Choice,Locale_NikkeEpisode:d_nikke_soda_04_85,False,,S_10,S_10,1.0,,,,,,1,sad,soda,d_nikke_soda_04_87,,,,,,,,,,,,,,,
d_nikke_soda_04_86,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_86,False,,S_10,S_10,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_87,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_87,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_88,d_nikke_soda_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_04_88,False,,S_10,S_10,1.0,none,,,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_89,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_89,True,,S_10,S_10,1.0,bgm_story_inwonderland,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_90,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_90,False,,S_10,S_10,1.0,,,,,,1,think,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_91,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_91,True,,S_10,S_10,1.0,,,soda,,,1,idle,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_92,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_92,True,,S_10,S_10,1.0,,,soda,,,1,idle,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_93,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_93,False,,S_10,S_10,1.0,,,,,,1,idle,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_94,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_94,False,,S_10,S_10,1.0,,,,,,1,idle,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_95,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_95,True,,S_10,S_100,0.5,,,soda,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_96,d_nikke_soda_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_04_96,False,,S_100,S_100,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_97,d_nikke_soda_04,Self,Locale_NikkeEpisode:d_nikke_soda_04_97,False,,S_100,S_100,1.0,,,,,,1,sad,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_98,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_98,True,,S_100,S_100,1.0,,,soda,,,1,shy,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_99,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_99,False,,S_100,S_10,1.5,,,soda,,,1,shy,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_100,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_100,True,,S_10,S_10,1.0,,,soda,,,1,idle,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_101,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_101,True,,S_10,S_10,1.0,,,soda,,,1,idle,soda,,,,,,,,,,,,,,,,
d_nikke_soda_04_102,d_nikke_soda_04,Speech,Locale_NikkeEpisode:d_nikke_soda_04_102,True,,S_10,S_10,1.0,,,soda,,,1,think,soda,,,,,,,,,,,,,,,,
