id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/hide_char_id
treasurestory_drake_05_51,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_51,True,,3,idle,,1,idle,,13,no,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_52,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_52,False,,3,idle,,1,idle,,13,no,,130,130,1.0,,,,,,,
treasurestory_drake_05_53,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_53,True,,3,idle,,1,idle,,13,no,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_54,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_54,True,,3,idle,,1,idle,,13,no,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_55,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_55,True,,3,idle,,1,idle,,13,no,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_56,treasurestory_drake_05,Speech,mica,Locale_NikkeEpisode:treasurestory_drake_05_56,True,,3,idle,,1,idle,,13,no,,2,2,1.0,,,mica,,,,
treasurestory_drake_05_57,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_57,True,,3,idle,,1,idle,,13,no,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_58,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_58,True,,3,idle,,1,idle,,13,angry,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_59,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_59,True,,3,idle,,1,delight,,13,angry,,130,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_60,treasurestory_drake_05,Narration,belorta,Locale_NikkeEpisode:treasurestory_drake_05_60,False,,3,idle,,1,idle,,13,angry,,black,black,1.0,,,,mica,belorta,black,
treasurestory_drake_05_61,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_61,True,,,,,,,,13,no,,13,13,1.0,,,drake,,,,
treasurestory_drake_05_62,treasurestory_drake_05,Narration,drake,Locale_NikkeEpisode:treasurestory_drake_05_62,False,,,,,,,,13,no,,13,130,1.0,sfx_scn_walk,,,,,,
treasurestory_drake_05_63,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_63,True,,,,,,,,13,no,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_64,treasurestory_drake_05,Narration,drake,Locale_NikkeEpisode:treasurestory_drake_05_64,False,,,,,,,,13,no,,130,1300,1.0,sfx_scn_walk,,,,,,
treasurestory_drake_05_65,treasurestory_drake_05,Monologue,drake,Locale_NikkeEpisode:treasurestory_drake_05_65,False,,,,,,,,13,no,,1300,1300,1.0,,,,,,,
treasurestory_drake_05_66,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_66,True,,,,,,,,13,angry,,1300,130,1.0,,,drake,,,,
treasurestory_drake_05_67,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_67,True,,,,,,,,13,angry,,130,130,1.0,,,drake,,.,,
treasurestory_drake_05_68,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_68,False,,,,,,,,13,angry,,130,130,1.0,,,,,,,
treasurestory_drake_05_69,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_69,True,,,,,,,,13,angry,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_70,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_70,False,,,,,,,,13,angry,,130,130,1.0,,,,,,,
treasurestory_drake_05_71,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_71,True,,,,,,,,13,idle,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_72,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_72,True,,,,,,,,13,idle,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_73,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_73,False,,,,,,,,13,idle,,130,130,1.0,,,,,,,
treasurestory_drake_05_74,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_74,True,,,,,,,,13,idle,,130,1300,1.0,,,drake,,,,
treasurestory_drake_05_75,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_75,True,,,,,,,,13,shy,,1300,1300,1.0,,,drake,,,,
treasurestory_drake_05_76,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_76,False,,,,,,,,13,shy,,1300,1300,1.0,,,,,,,
treasurestory_drake_05_77,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_77,True,,,,,,,,13,idle,,1300,130,1.0,,,drake,,,,
treasurestory_drake_05_78,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_78,False,,,,,,,,13,idle,,130,130,1.0,,,,,,,
treasurestory_drake_05_79,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_79,True,mica,3,idle,belorta,1,delight,,13,idle,,130,12,1.0,,,belorta,,,,
treasurestory_drake_05_80,treasurestory_drake_05,Monologue,belorta,Locale_NikkeEpisode:treasurestory_drake_05_80,False,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,,,,
treasurestory_drake_05_81,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_81,False,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,drake,,,,
treasurestory_drake_05_82,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_82,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,drake,,,,
treasurestory_drake_05_83,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_83,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,belorta,,,,
treasurestory_drake_05_84,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_84,True,,3,idle,,1,idle,,13,idle,,12,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_85,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_85,True,,3,idle,,1,delight,,13,idle,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_86,treasurestory_drake_05,Speech,mica,Locale_NikkeEpisode:treasurestory_drake_05_86,True,,3,sad,,1,delight,,13,idle,,XS_10,XS_30,1.5,,,mica,,,,
treasurestory_drake_05_87,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_87,True,,3,sad,,1,delight,,13,idle,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_88,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_88,True,,3,idle,,1,delight,,13,idle,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_89,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_89,False,,3,idle,,1,delight,,13,idle,,130,1300,1.0,,,drake,,,,
treasurestory_drake_05_90,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_90,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,drake,,,,
treasurestory_drake_05_91,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_91,False,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,,,,,
treasurestory_drake_05_92,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_92,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,drake,,,,
treasurestory_drake_05_93,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_93,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,drake,,,,
treasurestory_drake_05_94,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_94,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,drake,,,,
treasurestory_drake_05_95,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_95,False,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,,,,,
treasurestory_drake_05_96,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_96,True,,3,idle,,1,idle,,13,idle,,1300,130,1.0,,,drake,,,,
treasurestory_drake_05_97,treasurestory_drake_05,Speech,drake,Locale_NikkeEpisode:treasurestory_drake_05_97,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,drake,,,,
treasurestory_drake_05_98,treasurestory_drake_05,Monologue,drake,Locale_NikkeEpisode:treasurestory_drake_05_98,False,,3,idle,,1,idle,,13,idle,,130,13,1.0,sfx_scn_toyshopbell,none,,,,,drake
treasurestory_drake_05_99,treasurestory_drake_05,Self,drake,Locale_NikkeEpisode:treasurestory_drake_05_99,False,,3,idle,,1,idle,,,,,13,2,1.5,,,,,,,
treasurestory_drake_05_100,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_100,True,,3,idle,,1,idle,,,,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_101,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_101,True,,3,idle,,1,idle,,,,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_102,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_102,True,,3,idle,,1,idle,,,,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_103,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_103,True,,3,idle,,1,idle,,,,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_104,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_104,True,,3,idle,,1,idle,,,,,2,2,1.0,,,belorta,,,,
treasurestory_drake_05_105,treasurestory_drake_05,Self,belorta,Locale_NikkeEpisode:treasurestory_drake_05_105,False,,3,idle,,1,idle,,,,,2,2,1.0,,,,,,,
treasurestory_drake_05_106,treasurestory_drake_05,Speech,mica,Locale_NikkeEpisode:treasurestory_drake_05_106,True,,3,idle,,1,idle,,,,,2,2,1.0,,bgm_story_inwonderland,mica,,,,
treasurestory_drake_05_107,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_107,True,,3,idle,,1,idle,,,,,2,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_108,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_108,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_109,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_109,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_110,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_110,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_111,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_111,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_112,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_112,True,,3,idle,,1,delight,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_113,treasurestory_drake_05,Self,belorta,Locale_NikkeEpisode:treasurestory_drake_05_113,False,,3,idle,,1,delight,,,,,XS_10,XS_10,1.0,,,,,,,
treasurestory_drake_05_114,treasurestory_drake_05,Self,belorta,Locale_NikkeEpisode:treasurestory_drake_05_114,False,,3,idle,,1,delight,,,,,XS_10,XS_10,1.0,,,,,,,
treasurestory_drake_05_115,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_115,True,,3,idle,,1,delight,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_116,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_116,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_117,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_117,False,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,drake,,,,
treasurestory_drake_05_118,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_118,False,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,drake,,,,
treasurestory_drake_05_119,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_119,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_120,treasurestory_drake_05,Speech,belorta,Locale_NikkeEpisode:treasurestory_drake_05_120,True,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,belorta,,,,
treasurestory_drake_05_121,treasurestory_drake_05,Self,belorta,Locale_NikkeEpisode:treasurestory_drake_05_121,False,,3,idle,,1,idle,,,,,XS_10,XS_10,1.0,,,,,,,
treasurestory_drake_05_122,treasurestory_drake_05,Speech,mica,Locale_NikkeEpisode:treasurestory_drake_05_122,True,,3,delight,,1,idle,,,,,XS_10,XS_30,1.0,,,mica,,,,
