id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,fade
d_nikke_quiry_04_33,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_33,True,,S_10,S_30,1.0,,,,5,delight,,3,surprise,,1,delight,,,,,,,
d_nikke_quiry_04_34,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_34,False,,S_30,S_30,1.0,,,,5,delight,,3,surprise,,1,delight,,,,,,,
d_nikke_quiry_04_35,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_35,False,,S_10,S_10,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_36,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_36,True,,S_10,S_10,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_37,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_37,True,,S_50,S_50,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_38,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_38,True,,S_50,S_50,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_39,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_39,False,,S_50,S_10,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_40,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_40,True,,S_10,S_10,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_41,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_41,True,,S_10,S_10,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_42,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_42,False,,S_10,S_50,1.0,,,,5,delight,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_43,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_43,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_44,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_44,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_45,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_45,True,,S_10,S_10,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_46,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_46,True,,S_10,S_10,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_47,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_47,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_48,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_48,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_49,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_49,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_50,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_50,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_51,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_51,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_52,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_52,False,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_53,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_53,True,,S_50,S_500,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_54,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_54,True,,S_500,S_500,1.0,,,,5,special,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_55,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_55,False,,S_500,S_500,1.0,,,,5,idle,,3,idle,,1,delight,,,,,,,
d_nikke_quiry_04_56,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_56,False,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_57,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_57,False,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_58,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_58,True,,S_100,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_59,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_59,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_60,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_60,True,,S_10,31,1.0,,,,5,idle,,3,no,,1,idle,,,,,,,
d_nikke_quiry_04_61,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_61,True,,31,31,1.0,,,,5,idle,,3,no,,1,idle,,,,,,,
d_nikke_quiry_04_62,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_62,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_63,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_63,False,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_64,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_64,True,,31,1,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_65,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_65,True,,1,1,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_66,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_66,False,,1,5,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_67,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_67,False,,5,5,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_68,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_68,True,,5,1,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_69,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_69,True,,1,31,1.0,,,,5,idle,,3,surprise,,1,idle,,,,,,,
d_nikke_quiry_04_70,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_70,True,,31,31,1.0,,,,5,idle,,3,surprise,,1,idle,,,,,,,
d_nikke_quiry_04_71,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_71,True,,31,31,1.0,,,,5,idle,,3,surprise,,1,idle,,,,,,,
d_nikke_quiry_04_72,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_72,True,,31,31,1.0,,,,5,idle,,3,surprise,,1,idle,,,,,,,
d_nikke_quiry_04_73,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_73,True,,S_50,S_500,2.0,,,,5,special_02,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_74,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_74,True,,S_500,S_500,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_75,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_75,True,,S_10,S_10,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_76,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_76,True,,S_10,S_10,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_77,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_77,True,,S_50,S_50,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_78,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_78,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_79,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_79,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_80,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_80,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_81,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_81,True,,S_10,S_50,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_82,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_82,False,,S_50,S_50,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_83,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_83,False,,S_50,S_50,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
d_nikke_quiry_04_84,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_84,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_85,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_85,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_86,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_86,True,,S_10,31,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_87,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_87,True,,31,31,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_88,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_88,True,,31,S_30,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_89,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_89,True,,S_10,S_100,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
d_nikke_quiry_04_90,d_nikke_quiry_04,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_04_90,False,,black,black,1.0,sfx_scn_windowclack,,,5,idle,,3,idle,,1,surprise,,,,,,,
d_nikke_quiry_04_91,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_91,True,,3,3,1.0,,,,5,idle,,3,surprise,,1,surprise,,,,,,,
d_nikke_quiry_04_92,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_92,True,,3,3,1.0,,,,5,idle,,3,surprise,,1,idle,,,,,,,
d_nikke_quiry_04_93,d_nikke_quiry_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_quiry_04_93,True,,130,130,1.0,,,,5,idle,,3,surprise,,1,idle,frima,13,idle,,,,
d_nikke_quiry_04_94,d_nikke_quiry_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_quiry_04_94,True,,130,130,1.0,,,,5,idle,,3,surprise,,1,idle,,13,idle,,,,
d_nikke_quiry_04_95,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_95,True,,S_30,S_30,1.0,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,
d_nikke_quiry_04_96,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_96,True,,S_30,S_30,1.0,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,
d_nikke_quiry_04_97,d_nikke_quiry_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_quiry_04_97,True,,130,130,1.0,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,
d_nikke_quiry_04_98,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_98,False,,1,1,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_99,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_99,True,,1,31,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_100,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_100,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_101,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_101,True,,31,31,1.0,,,,5,idle,,3,delight,,1,idle,,13,idle,,,,
d_nikke_quiry_04_102,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_102,True,,31,31,1.0,,,,5,idle,,3,delight,,1,idle,,13,idle,,,,
d_nikke_quiry_04_103,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_103,True,,31,31,1.0,,,,5,idle,,3,delight,,1,angry,,13,idle,,,,
d_nikke_quiry_04_104,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_104,True,,31,31,1.0,,,,5,idle,,3,no,,1,angry,,13,idle,,,,
d_nikke_quiry_04_105,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_105,True,,31,5,1.0,,,,5,idle,,3,no,,1,idle,,13,idle,,,,
d_nikke_quiry_04_106,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_106,True,,5,5,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_107,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_107,True,,5,1,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_108,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_108,True,,1,1,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_109,d_nikke_quiry_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_quiry_04_109,True,,1,1,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,,
d_nikke_quiry_04_110,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_110,False,,1,1,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,sugar,,,
d_nikke_quiry_04_111,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_111,True,,1,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_112,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_112,True,,53,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_113,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_113,True,,53,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_114,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_114,True,,53,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_115,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_115,True,,53,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_116,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_116,True,,53,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_117,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_117,True,,53,53,1.0,,,,5,idle,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_118,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_118,True,,53,53,1.0,,,,5,surprise,,3,delight,,,,,13,idle,,,,
d_nikke_quiry_04_119,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_119,True,,53,53,1.0,,,,5,surprise,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_120,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_120,True,,53,53,1.0,,,,5,idle,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_121,d_nikke_quiry_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_quiry_04_121,True,,13,13,1.0,,,,5,idle,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_122,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_122,True,,5,5,1.0,,,,5,idle,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_123,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_123,True,,5,5,1.0,,,,5,delight,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_124,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_124,False,,5,5,1.0,,,,5,delight,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_125,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_125,True,,5,5,1.0,,,,5,delight,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_126,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_126,True,,5,S_50,1.0,,,,5,delight,,3,idle,,,,,13,idle,,,,
d_nikke_quiry_04_127,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_127,True,,S_30,S_30,1.0,,,,5,delight,,3,good,,,,,13,idle,,,,
d_nikke_quiry_04_128,d_nikke_quiry_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_quiry_04_128,True,,130,130,1.0,,,,5,idle,,3,good,,,,,13,idle,,,,
