id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_background,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_soda_twinklingbunny_02_12,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_12,False,S_10,S_10,1.0,,,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_13,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_13,False,S_10,S_10,1.0,,,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_14,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_14,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_15,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_15,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_16,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_16,False,S_10,S_10,1.0,,,,,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_17,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_17,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_18,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_18,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_19,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_19,False,S_10,S_10,1.0,,,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_20,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_20,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_21,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_21,False,S_10,S_10,1.0,,,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_22,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_22,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_23,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_23,True,S_10,S_100,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_24,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_24,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_25,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_25,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_26,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_26,True,S_100,S_100,1.0,,,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_27,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_27,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_28,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_28,False,S_100,1,1.0,,,,,,,1,idle,soda_b,,
d_nikke_soda_twinklingbunny_02_29,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_29,False,1,1,1.0,,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_30,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_30,False,1,1,1.0,,none,,,,,,,,,
d_nikke_soda_twinklingbunny_02_31,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_31,False,black,black,1.0,,,,,,,,,,black,
d_nikke_soda_twinklingbunny_02_32,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_32,False,black,black,1.0,sfx_scn_rustle_2,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_33,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_33,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_34,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_34,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_35,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_35,False,black,black,1.0,sfx_scn_feetwater,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_36,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_36,False,black,black,1.0,sfx_scn_cakethrow,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_37,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_37,False,black,black,1.0,sfx_scn_hairtouch,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_38,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_38,False,black,black,1.0,,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_39,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_39,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_40,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_40,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_41,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_41,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_42,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_42,False,black,black,1.0,,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_43,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_43,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_44,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_44,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_45,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_45,False,black,black,1.0,sfx_scn_rustle_2,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_46,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_46,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_47,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_47,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_48,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_48,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_49,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_49,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_50,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_50,False,black,black,1.0,sfx_scn_hairtouch,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_51,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_51,False,black,black,1.0,,,soda_b,soda_b,,,,,,,
d_nikke_soda_twinklingbunny_02_52,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_52,False,black,black,1.0,sfx_scn_heavytrip,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_53,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_53,False,1,1,1.0,,bgm_story_herecomestrouble,,,,,,,,,Low_2
d_nikke_soda_twinklingbunny_02_54,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_54,False,1,1,1.0,,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_55,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_55,True,1,S_100,0.7,,,soda_b,soda_b,,soda_b,1,surprise,,,
d_nikke_soda_twinklingbunny_02_56,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_56,True,S_100,S_10,1.0,,,soda_b,soda_b,,,1,surprise,,,
d_nikke_soda_twinklingbunny_02_57,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_57,False,S_10,S_10,1.0,,,,,,,1,surprise,,,
d_nikke_soda_twinklingbunny_02_58,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_58,True,S_10,S_100,1.0,,,soda_b,soda_b,,,1,surprise,,,
d_nikke_soda_twinklingbunny_02_59,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_59,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_60,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_60,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_61,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_61,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_62,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_62,True,S_100,S_10,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_63,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_63,False,S_10,S_10,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_64,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_64,False,S_10,S_10,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_65,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_65,False,S_10,S_10,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_66,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_66,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_67,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_67,True,S_10,S_100,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_68,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_68,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_69,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_69,False,S_100,S_100,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_70,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_70,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_71,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_71,False,S_100,S_100,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_72,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_72,False,S_100,S_100,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_73,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_73,False,S_100,S_100,1.0,,,,,,,1,worry,,,
d_nikke_soda_twinklingbunny_02_74,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_74,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_75,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_75,True,S_100,S_100,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_76,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_76,False,1,1,1.0,,none,,,Hotel_n,,1,idle,,black,
d_nikke_soda_twinklingbunny_02_77,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_77,False,1,1,1.0,,bgm_story_girlstalk,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_78,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_78,False,1,1,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_79,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_79,True,1,S_10,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_80,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_80,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_81,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_81,False,S_10,S_10,1.0,,,,,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_82,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_82,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,delight,,,
d_nikke_soda_twinklingbunny_02_83,d_nikke_soda_twinklingbunny_02,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_83,True,S_10,S_10,1.0,,,soda_b,soda_b,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_84,d_nikke_soda_twinklingbunny_02,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_84,False,S_10,S_10,1.0,,,,,,,1,idle,,,
d_nikke_soda_twinklingbunny_02_85,d_nikke_soda_twinklingbunny_02,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_85,False,S_10,1,1.0,,,,,,,1,idle,soda_b,,
d_nikke_soda_twinklingbunny_02_86,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_86,False,1,1,1.0,,,,,,,,,,,
d_nikke_soda_twinklingbunny_02_87,d_nikke_soda_twinklingbunny_02,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_02_87,False,1,1,1.0,,,,,,,,,,,
