id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/2/hide_char_id,set_camera_shake,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,play_sound
d_nikke_naga_04_88,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_88,True,,1,angry,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_89,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_89,True,,1,angry,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_90,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_90,True,,1,angry,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_91,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_91,True,,1,angry,,10,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_92,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_92,False,,1,angry,,2,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_93,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_93,True,,1,angry,,2,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_94,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_94,True,,1,angry,,2,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_95,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_95,True,,1,angry,,2,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_96,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_96,True,,1,angry,,2,30,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_97,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_97,True,,1,angry,,30,30,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_98,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_98,True,,1,angry,,30,30,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_99,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_99,True,,1,angry,,30,30,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_100,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_100,False,,1,angry,,30,3,1.0,,,,,,,,,,3,delight,tia,,
d_nikke_naga_04_101,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_101,False,,1,angry,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_102,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_102,False,,1,angry,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_103,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_103,False,,1,angry,Classroom,black,black,1.0,,,,,,,,black,,,,,,
d_nikke_naga_04_104,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_104,True,,1,angry,,15,15,1.0,,marciana,15,idle,,,,,,,,,,
d_nikke_naga_04_105,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_105,True,,1,angry,,15,15,1.0,,,15,idle,,,,,,,,,,
d_nikke_naga_04_106,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_106,True,,1,angry,,15,15,1.0,,,15,think,,,,,,,,,,
d_nikke_naga_04_107,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_107,True,,1,angry,,15,15,1.0,,,15,think,,,,,,,,,,
d_nikke_naga_04_108,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_108,False,,1,angry,,10,10,1.0,,,15,think,,,,,,,,,,
d_nikke_naga_04_109,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_109,False,,1,angry,,10,10,1.0,,,15,think,,,,,,,,,,
d_nikke_naga_04_110,d_nikke_naga_04,Speech,secondfriend,secondfriend,Locale_NikkeEpisode:d_nikke_naga_04_110,False,,1,angry,,10,10,1.0,,,15,think,,,,,,,,,,
d_nikke_naga_04_111,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_111,False,,1,angry,,15,15,1.0,,,15,think,,marciana,,,,,,,,
d_nikke_naga_04_112,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_112,False,,1,angry,,15,15,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_113,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_113,False,,1,angry,,15,15,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_114,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_114,False,,1,angry,,15,15,1.0,,,,,,,,,,,,,naga,
d_nikke_naga_04_115,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_115,False,,,,WasteLand_02,15,15,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_116,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_116,True,naga,1,angry,,15,2,1.0,,,,,,,,,tia,3,idle,,,
d_nikke_naga_04_117,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_117,True,,1,angry,,2,2,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_118,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_118,True,,1,angry,,2,2,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_119,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_119,False,,1,angry,,black,black,1.0,none,,,,,,,,,3,delight,,,
d_nikke_naga_04_120,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_120,True,,1,angry,,1,1,1.0,bgm_story_armageddon,,,,,,,,,3,idle,,,
d_nikke_naga_04_121,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_121,True,,1,idle,,1,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_122,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_122,False,,1,idle,,10,10,1.0,,,,,,,Low_2,,,3,worry,,,sfx_scn_gunfire
d_nikke_naga_04_123,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_123,False,,1,idle,,10,30,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_124,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_124,False,,1,idle,,30,30,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_125,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_125,False,,1,idle,,30,30,1.0,,,,,,,Low_2,,,3,worry,,,sfx_scn_3shot
d_nikke_naga_04_126,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_126,True,,1,idle,,30,2,0.6,,,,,,,,,,3,worry,,,
d_nikke_naga_04_127,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_127,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_128,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_128,False,,1,idle,,black,black,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_129,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_129,False,,1,idle,,black,black,1.0,,marciana,13,idle,,marciana,,,,3,idle,,,
d_nikke_naga_04_130,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_130,False,,1,idle,,black,black,1.0,none,,,,,,,black,,3,idle,,,
d_nikke_naga_04_131,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_131,True,,1,delight,,10,10,1.0,bgm_story_tragedy,,,,,,,,,3,idle,,,
d_nikke_naga_04_132,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_132,True,,1,delight,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_133,d_nikke_naga_04,Speech,secondfriend,secondfriend,Locale_NikkeEpisode:d_nikke_naga_04_133,True,,1,delight,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_134,d_nikke_naga_04,Speech,secondfriend,secondfriend,Locale_NikkeEpisode:d_nikke_naga_04_134,True,,1,delight,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_135,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_135,True,,1,delight,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_136,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_136,True,,1,delight,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_137,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_137,True,,1,delight,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_138,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_138,True,,1,delight,,10,12,1.0,,marciana,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_139,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_139,True,,1,delight,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_140,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_140,True,,1,delight,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_141,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_141,True,,1,delight,,12,130,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_142,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_142,True,,1,delight,,130,130,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_143,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_143,True,,1,surprise,,10,10,1.0,,,13,idle,,,,,,3,idle,,,
