id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/hide_char_id,fade
d_nikke_ade_03_49,d_nikke_ade_03,Self,Locale_NikkeEpisode:d_nikke_ade_03_49,False,,1,idle,,1,1,1.0,,,ade,,,
d_nikke_ade_03_50,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_50,False,,1,idle,,1,1,1.0,sfx_scn_poke,,ade,,,
d_nikke_ade_03_51,d_nikke_ade_03,Narration,Locale_NikkeEpisode:d_nikke_ade_03_51,False,,1,idle,,1,1,1.0,sfx_scn_ketchup,,ade,,,
d_nikke_ade_03_52,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_52,False,,1,idle,,1,1,1.0,,,ade,,,
d_nikke_ade_03_53,d_nikke_ade_03,Self,Locale_NikkeEpisode:d_nikke_ade_03_53,False,,1,idle,,1,1,1.0,,,ade,,,
d_nikke_ade_03_54,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_54,True,,1,delight,,1,1,1.0,,,ade,ade,,
d_nikke_ade_03_55,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_55,True,,1,delight,,1,1,1.0,,,ade,ade,,
d_nikke_ade_03_56,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_56,True,,1,delight,,1,1,1.0,,,ade,ade,,
d_nikke_ade_03_57,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_57,True,,1,delight,,1,100,1.0,sfx_scn_buggerbite,,ade,ade,,
d_nikke_ade_03_58,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_58,True,,1,delight,,100,100,1.0,sfx_scn_swallow,,ade,ade,,
d_nikke_ade_03_59,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_59,True,,1,delight,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_60,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_60,True,,1,delight,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_61,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_61,False,,1,delight,,100,100,1.0,,,ade,,,
d_nikke_ade_03_62,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_62,False,,1,delight,,100,100,1.0,,none,ade,,,
d_nikke_ade_03_63,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_63,True,,1,idle,NikkeCorridor,1,1,1.0,,bgm_story_sunshinesorrow,ade,ade,,black
d_nikke_ade_03_64,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_64,True,,1,idle,,1,1,1.0,,,ade,ade,,
d_nikke_ade_03_65,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_65,False,,1,shy,,1,10,1.0,,,ade,ade,,
d_nikke_ade_03_66,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_66,True,,1,shy,,10,10,1.0,,,ade,ade,,
d_nikke_ade_03_67,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_67,True,,1,shy,,10,10,1.0,,,ade,ade,,
d_nikke_ade_03_68,d_nikke_ade_03,Self,Locale_NikkeEpisode:d_nikke_ade_03_68,False,,1,shy,,10,10,1.0,,,ade,,,
d_nikke_ade_03_69,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_69,True,,1,idle,,10,10,1.0,,,ade,ade,,
d_nikke_ade_03_70,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_70,True,,1,idle,,10,100,1.0,,,ade,ade,,
d_nikke_ade_03_71,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_71,True,,1,idle,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_72,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_72,True,,1,idle,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_73,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_73,True,,1,shy,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_74,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_74,True,,1,shy,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_75,d_nikke_ade_03,Self,Locale_NikkeEpisode:d_nikke_ade_03_75,False,,1,shy,,100,100,1.0,,,ade,,,
d_nikke_ade_03_76,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_76,True,,1,delight,,100,100,1.0,,,ade,ade,,
d_nikke_ade_03_77,d_nikke_ade_03,Speech,Locale_NikkeEpisode:d_nikke_ade_03_77,True,,1,delight,,100,10,1.0,,,ade,ade,,
d_nikke_ade_03_78,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_78,False,,1,delight,,10,10,1.0,sfx_scn_autodooropen,,,,ade,
d_nikke_ade_03_79,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_79,False,,1,,,10,10,1.0,,,,,,
d_nikke_ade_03_80,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_80,False,,1,,,10,10,1.0,,,,,,
d_nikke_ade_03_81,d_nikke_ade_03,Monologue,Locale_NikkeEpisode:d_nikke_ade_03_81,False,,1,,,10,1,1.0,,,,,,
