id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/0/hide_char_id,jump_target
d_nikke_signal_05_34,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_34,False,,XS_10,XS_100,0.5,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_35,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_35,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_36,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_36,True,,XS_100,XS_10,0.5,bgm_story_herecomestrouble,,,signal,signal,,1,shy,,,
d_nikke_signal_05_37,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_37,True,,XS_10,XS_10,1.0,,,,signal,,,1,shy,,,
d_nikke_signal_05_38,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_38,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,angry,,,
d_nikke_signal_05_39,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_39,True,,XS_10,XS_10,1.0,,,,signal,,,1,angry,,,
d_nikke_signal_05_40,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_40,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_41,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_41,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_42,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_42,True,,XS_10,XS_100,0.5,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_43,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_43,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_44,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_44,True,,XS_100,XS_100,1.0,none,,,signal,,,1,sad,,,
d_nikke_signal_05_45,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_45,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_46,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_46,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_47,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_47,True,,XS_100,XS_100,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_48,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_48,True,,XS_100,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_49,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_49,True,none,black,black,1.0,,,,signal,signal,,1,idle,black,signal,
d_nikke_signal_05_50,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_50,True,FlowerGarden,black,black,1.0,,,,signal,signal,,,,,,
d_nikke_signal_05_51,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_51,True,,black,black,1.0,,,,signal,,,,,,,
d_nikke_signal_05_52,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_52,False,,5,1,2.0,bgm_story_shapeofhope,,,signal,signal,signal,1,idle,,,
d_nikke_signal_05_53,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_53,True,,1,XS_10,2.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_54,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_54,True,,XS_10,XS_10,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_55,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_55,True,,XS_10,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_56,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_56,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_57,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_57,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,delight,,,
d_nikke_signal_05_58,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_58,True,,XS_100,XS_10,1.0,,,,signal,,,1,delight,,,
d_nikke_signal_05_59,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_59,True,,XS_10,XS_10,1.0,,,,signal,,,1,delight,,,
d_nikke_signal_05_60,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_60,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_61,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_61,True,,XS_10,XS_10,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_62,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_62,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_63,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_63,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_64,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_64,True,,XS_10,XS_10,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_65,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_65,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_66,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_66,True,,XS_10,1,2.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_67,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_67,True,,1,1,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_68,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_68,True,,1,1,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_69,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_69,True,,1,1,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_70,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_70,True,,1,1,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_71,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_71,True,,1,1,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_72,d_nikke_signal_05,Choice,Locale_NikkeEpisode:d_nikke_signal_05_72,True,,1,1,1.0,,,,signal,,,1,idle,,,d_nikke_signal_05_74
d_nikke_signal_05_73,d_nikke_signal_05,Choice,Locale_NikkeEpisode:d_nikke_signal_05_73,True,,1,1,1.0,,,,signal,,,1,idle,,,d_nikke_signal_05_81
d_nikke_signal_05_74,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_74,False,,1,XS_10,0.5,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_75,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_75,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_76,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_76,True,,XS_10,XS_10,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_77,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_77,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_78,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_78,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_79,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_79,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_80,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_80,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,d_nikke_signal_05_87
d_nikke_signal_05_81,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_81,True,,1,XS_10,2.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_82,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_82,True,,XS_10,XS_10,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_83,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_83,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_84,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_84,True,,XS_10,XS_10,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_85,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_85,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_86,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_86,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_87,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_87,True,,XS_10,XS_100,2.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_88,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_88,True,,XS_100,XS_100,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_89,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_89,True,,XS_100,XS_100,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_90,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_90,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_91,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_91,True,,XS_100,XS_100,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_92,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_92,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_93,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_93,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_94,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_94,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_95,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_95,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_96,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_96,True,,XS_100,XS_10,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_97,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_97,True,,XS_10,XS_10,1.0,,,,signal,,,1,sad,,,
d_nikke_signal_05_98,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_98,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_99,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_99,True,,XS_10,L_10,1.0,,,,signal,,,1,shy,,signal,
d_nikke_signal_05_100,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_100,True,,L_10,L_10,1.0,,,,signal,,,1,shy,,,
d_nikke_signal_05_101,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_101,True,,L_10,L_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_102,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_102,True,,L_10,L_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_103,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_103,True,,L_10,L_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_104,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_104,True,,L_10,L_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_105,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_105,True,,L_10,L_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_106,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_106,True,,L_10,L_10,1.0,,,,signal,,,1,shy,,,
d_nikke_signal_05_107,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_107,True,,L_10,XS_10,1.0,,,,signal,,signal,1,idle,,,
d_nikke_signal_05_108,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_108,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,shy,,,
d_nikke_signal_05_109,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_109,True,,XS_10,XS_10,1.0,,,,signal,,,1,shy,,,
d_nikke_signal_05_110,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_110,True,,XS_10,XS_100,2.0,,,,signal,,,1,shy,,,
d_nikke_signal_05_111,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_111,False,,XS_100,XS_100,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_112,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_112,False,,XS_100,XS_100,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_113,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_113,True,,XS_100,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_114,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_114,True,,XS_10,XS_10,1.0,,,,signal,signal,,1,idle,,,
d_nikke_signal_05_115,d_nikke_signal_05,Narration,Locale_NikkeEpisode:d_nikke_signal_05_115,False,,XS_10,XS_100,0.5,,,,signal,,,1,idle,,,
d_nikke_signal_05_116,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_116,False,,XS_100,XS_100,1.0,,,,signal,,,1,idle,,,
d_nikke_signal_05_117,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_117,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_118,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_118,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,sad,,,
d_nikke_signal_05_119,d_nikke_signal_05,Self,Locale_NikkeEpisode:d_nikke_signal_05_119,False,,XS_100,XS_100,1.0,,,,signal,,,1,sad,,,
d_nikke_signal_05_120,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_120,True,,XS_100,XS_100,1.0,,,,signal,signal,,1,delight,,,
d_nikke_signal_05_121,d_nikke_signal_05,Speech,Locale_NikkeEpisode:d_nikke_signal_05_121,True,,XS_100,XS_100,0.5,,,,signal,signal,,1,delight,,,
