id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,fade
d_nikke_mast_05_19,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_19,True,,1,idle2,Pool_n,10,10,1.0,,,Vignetting,black
d_nikke_mast_05_20,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_20,True,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_21,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_21,True,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_22,d_nikke_mast_05,Self,mast,,Locale_NikkeEpisode:d_nikke_mast_05_22,False,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_23,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_23,True,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_24,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_24,True,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_25,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_25,True,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_26,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_26,True,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_27,d_nikke_mast_05,Self,mast,,Locale_NikkeEpisode:d_nikke_mast_05_27,False,,1,idle2,,10,10,1.0,,,Vignetting,
d_nikke_mast_05_28,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_28,False,,1,idle2,CommanderRoom,10,10,1.0,,,,black
d_nikke_mast_05_29,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_29,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_30,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_30,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_31,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_31,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_32,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_32,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_33,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_33,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_34,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_34,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_35,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_35,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_36,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_36,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_37,d_nikke_mast_05,Self,mast,,Locale_NikkeEpisode:d_nikke_mast_05_37,False,,1,idle2,,10,10,1.0,none,,,
d_nikke_mast_05_38,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_38,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_39,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_39,False,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_40,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_40,True,,1,idle2,,10,1,1.0,bgm_story_impression,,,
d_nikke_mast_05_41,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_41,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_42,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_42,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_43,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_43,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_44,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_44,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_45,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_45,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_46,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_46,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_47,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_47,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_48,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_48,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_49,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_49,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_50,d_nikke_mast_05,Self,mast,,Locale_NikkeEpisode:d_nikke_mast_05_50,False,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_51,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_51,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_52,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_52,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_53,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_53,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_54,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_54,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_55,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_55,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_56,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_56,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_57,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_57,True,,1,idle2,,1,1,1.0,,,,
d_nikke_mast_05_58,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_58,True,,1,idle2,,1,10,1.0,,,,
d_nikke_mast_05_59,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_59,True,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_60,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_60,True,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_61,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_61,True,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_62,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_62,True,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_63,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_63,True,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_64,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_64,True,,1,idle2,,10,10,1.0,,,,
d_nikke_mast_05_65,d_nikke_mast_05,Choice,mast,,Locale_NikkeEpisode:d_nikke_mast_05_65,False,,1,idle2,,10,10,1.0,,d_nikke_mast_05_67,,
d_nikke_mast_05_66,d_nikke_mast_05,Choice,mast,,Locale_NikkeEpisode:d_nikke_mast_05_66,False,,1,idle2,,10,10,1.0,,d_nikke_mast_05_67,,
d_nikke_mast_05_67,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_67,True,,1,shy,,10,10,1.0,,,,
d_nikke_mast_05_68,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_68,True,,1,shy,,10,10,1.0,,,,
d_nikke_mast_05_69,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_69,True,,1,shy,,10,10,1.0,,,,
d_nikke_mast_05_70,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_70,True,,1,shy,,10,10,1.0,,,,
d_nikke_mast_05_71,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_71,True,,1,shy,,10,10,1.0,,,,
d_nikke_mast_05_72,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_72,True,,1,idle,,10,10,1.0,,,,
d_nikke_mast_05_73,d_nikke_mast_05,Speech,mast,morgan,Locale_NikkeEpisode:d_nikke_mast_05_73,False,,1,idle,,10,10,1.0,none,,,
d_nikke_mast_05_74,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_74,False,,1,angry2,,10,100,0.7,,,,
d_nikke_mast_05_75,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_75,True,,1,angry2,,100,100,1.0,,,,
d_nikke_mast_05_76,d_nikke_mast_05,Speech,mast,tvvoice,Locale_NikkeEpisode:d_nikke_mast_05_76,False,,1,angry2,,100,100,1.0,event_bgm_goldenship,,,
d_nikke_mast_05_77,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_77,True,,1,delight,,100,10,1.0,,,,
d_nikke_mast_05_78,d_nikke_mast_05,Speech,mast,tvvoice,Locale_NikkeEpisode:d_nikke_mast_05_78,False,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_79,d_nikke_mast_05,Speech,mast,tvvoice,Locale_NikkeEpisode:d_nikke_mast_05_79,False,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_80,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_80,True,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_81,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_81,False,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_82,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_82,False,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_83,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_83,True,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_84,d_nikke_mast_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_mast_05_84,True,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_85,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_85,False,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_86,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_86,False,,1,delight,,10,10,1.0,,,,
d_nikke_mast_05_87,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_87,False,,1,delight,ocean,10,80,1.0,,,,
d_nikke_mast_05_88,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_88,False,,1,delight,,80,80,1.0,,,,
d_nikke_mast_05_89,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_89,False,,1,delight,,80,80,1.0,,,,
d_nikke_mast_05_90,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_90,False,,1,delight,,80,80,1.0,,,,
d_nikke_mast_05_91,d_nikke_mast_05,Monologue,mast,,Locale_NikkeEpisode:d_nikke_mast_05_91,False,,1,delight,,80,80,1.0,,,,
