id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce006_01_02_15,d_nikke_ce006_01_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_02_15,True,,6,idle,,4,void,,2,idle,,12,no,,14,idle,,16,sad,,18,idle,,1,3,1.3,
d_nikke_ce006_01_02_16,d_nikke_ce006_01_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_02_16,True,,6,idle,,4,void,,2,idle,,12,no,,14,idle,,16,sad,,18,idle,,3,3,1.0,
d_nikke_ce006_01_02_17,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_17,True,,6,idle,,4,void,,2,idle,,12,surprise,,14,surprise,,16,sad,,18,idle,,13,13,1.0,
d_nikke_ce006_01_02_18,d_nikke_ce006_01_02,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_02_18,False,,6,idle,,4,void,,2,idle,,12,surprise,,14,surprise,,16,sad,,18,idle,,13,13,1.0,
d_nikke_ce006_01_02_19,d_nikke_ce006_01_02,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_19,True,,6,idle,,4,void,,2,idle,,12,surprise,,14,surprise,,16,sad,,18,idle,,13,13,1.0,
d_nikke_ce006_01_02_20,d_nikke_ce006_01_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_02_20,True,,6,idle,,4,void,,2,idle,,12,surprise,,14,surprise,,16,sad,,18,idle,,S_60,S_60,1.0,
d_nikke_ce006_01_02_21,d_nikke_ce006_01_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_02_21,True,,6,idle,,4,void,,2,idle,,12,surprise,,16,surprise,,18,sad,,14,idle,,S_60,S_60,1.0,
d_nikke_ce006_01_02_22,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_22,True,,6,idle,,4,void,,2,idle,,12,no,,16,surprise,,18,sad,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_23,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_23,True,,6,idle,,4,void,,2,idle,,12,no,,16,surprise,,18,sad,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_24,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_24,True,,6,idle,,4,void,,2,idle,,12,no,,16,surprise,,18,sad,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_25,d_nikke_ce006_01_02,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_02_25,True,,6,idle,,4,void,,2,idle,,12,no,,16,surprise,,18,think,,14,idle,,17,17,1.0,
d_nikke_ce006_01_02_26,d_nikke_ce006_01_02,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_26,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,think,,14,idle,,17,17,1.0,
d_nikke_ce006_01_02_27,d_nikke_ce006_01_02,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_27,True,,6,idle,,4,void,,2,idle,,12,no,,16,smile,,18,think,,14,idle,,17,17,1.0,
d_nikke_ce006_01_02_28,d_nikke_ce006_01_02,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_02_28,True,,6,idle,,4,void,,2,idle,,12,no,,16,smile,,18,think,,14,idle,,17,17,1.0,
d_nikke_ce006_01_02_29,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_29,True,,6,idle,,4,void,,2,idle,,12,no,,16,smile,,18,think,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_30,d_nikke_ce006_01_02,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_02_30,True,,6,idle,,4,void,,2,idle,,12,no,,16,smile,,18,think,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_31,d_nikke_ce006_01_02,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_02_31,True,,6,idle,,4,void,,2,idle,,12,no,,16,smile,,18,think,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_32,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_32,True,,6,idle,,4,void,,2,idle,,12,no,,16,smile,,18,think,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_33,d_nikke_ce006_01_02,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_02_33,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,17,17,1.0,
d_nikke_ce006_01_02_34,d_nikke_ce006_01_02,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_02_34,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_35,d_nikke_ce006_01_02,Self,roam,,Locale_NikkeEpisode:d_nikke_ce006_01_02_35,False,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_36,d_nikke_ce006_01_02,Self,roam,,Locale_NikkeEpisode:d_nikke_ce006_01_02_36,False,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,13,13,1.0,
d_nikke_ce006_01_02_37,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_37,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,13,120,1.3,
d_nikke_ce006_01_02_38,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_38,True,,6,idle,,4,void,,2,idle,,12,think,,16,idle,,18,no,,14,idle,,120,120,1.0,
d_nikke_ce006_01_02_39,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_39,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,120,120,1.0,
d_nikke_ce006_01_02_40,d_nikke_ce006_01_02,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_02_40,False,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,120,120,1.0,
d_nikke_ce006_01_02_41,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_41,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,120,120,1.0,
d_nikke_ce006_01_02_42,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_42,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,120,120,1.0,
d_nikke_ce006_01_02_43,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_43,True,,6,idle,,4,void,,2,idle,,12,no,,16,idle,,18,no,,14,idle,,120,120,1.0,
d_nikke_ce006_01_02_44,d_nikke_ce006_01_02,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_02_44,True,,6,idle,,4,void,,2,idle,,12,think,,16,idle,,18,no,,14,idle,,120,1200,1.3,
