id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,jump_target,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_cinderella_05_17,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_17,True,,S_30,S_30,1.0,,,cinderella,,,,,3,delight,,,
d_nikke_cinderella_05_18,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_18,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,,
d_nikke_cinderella_05_19,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_19,True,,S_30,S_30,1.0,,,cinderella,,,,,3,idle,,,
d_nikke_cinderella_05_20,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_20,True,,S_30,3,1.0,,,cinderella,,,,,3,idle,,,
d_nikke_cinderella_05_21,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_21,False,,3,3,1.0,,,,,,,,3,idle,,,
d_nikke_cinderella_05_22,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_22,True,CountryVillage_d,17,17,1.0,,,grave_p,,black,,,3,idle,grave_p,17,idle
d_nikke_cinderella_05_23,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_23,False,,17,17,1.0,,,,,,,,3,idle,,17,idle
d_nikke_cinderella_05_24,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_24,True,,17,17,1.0,,,grave_p,,,,,3,idle,,17,idle
d_nikke_cinderella_05_25,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_25,True,,17,17,1.0,,,grave_p,,,,,3,idle,,17,idle
d_nikke_cinderella_05_26,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_26,False,,17,L_170,0.5,none,,grave_p,,,,,3,idle,,17,surprise
d_nikke_cinderella_05_27,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_27,True,,L_170,L_170,1.0,bgm_story_fairytalesend_if,,grave_p,,,,,3,idle,,17,surprise
d_nikke_cinderella_05_28,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_28,False,,L_170,L_170,1.0,,,,,,,,3,idle,,17,surprise
d_nikke_cinderella_05_29,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_29,True,,L_170,L_170,1.0,,,grave_p,,,,,3,idle,,17,surprise
d_nikke_cinderella_05_30,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_30,True,,L_170,L_170,1.0,,,grave_p,,,,,3,idle,,17,surprise
d_nikke_cinderella_05_31,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_31,False,,L_170,L_170,1.0,,,,,,,,3,idle,,17,surprise
d_nikke_cinderella_05_32,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_32,True,,L_170,L_170,1.0,,,grave_p,,,,,3,idle,,17,angry
d_nikke_cinderella_05_33,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_33,True,,L_170,17,0.5,,,grave_p,,,,,3,idle,,17,angry
d_nikke_cinderella_05_34,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_34,True,,17,17,1.0,,,grave_p,,,,,3,idle,,17,angry
d_nikke_cinderella_05_35,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_35,False,,17,17,1.0,,,,,,,,3,idle,,17,angry
d_nikke_cinderella_05_36,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_36,True,,17,17,1.0,,,grave_p,,,,,3,idle,,1,angry
d_nikke_cinderella_05_37,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_37,False,,17,17,1.0,,,,,,,,3,idle,,1,angry
d_nikke_cinderella_05_38,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_38,False,,17,17,1.0,,,,,,,,3,idle,,1,angry
d_nikke_cinderella_05_39,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_39,False,ArkCleanIndoor,black,black,1.0,,,,,,,,3,idle,,15,angry
d_nikke_cinderella_05_40,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_40,True,,black,black,1.0,,,grave_p,,,,,3,idle,,15,angry
d_nikke_cinderella_05_41,d_nikke_cinderella_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_05_41,False,,15,L_150,0.3,,sfx_scn_dooropenfast,,,,Low_2,,3,idle,,15,angry
d_nikke_cinderella_05_42,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_42,True,,L_150,2,1.0,,,grave_p,,,,,3,idle,,1,angry
d_nikke_cinderella_05_43,d_nikke_cinderella_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_05_43,False,,2,2,1.0,none,sfx_scn_soup,grave_p,,,,,3,idle,,1,angry
d_nikke_cinderella_05_44,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_44,False,,2,2,1.0,,,grave_p,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_45,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_45,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_46,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_46,True,,2,2,1.0,bgm_frostpillar,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_47,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_47,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_48,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_48,False,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_49,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_49,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_50,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_50,True,,2,2,1.0,,,cinderella,,,,,3,delight,,1,surprise
d_nikke_cinderella_05_51,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_51,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_52,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_52,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_53,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_53,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_54,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_54,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_55,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_55,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_56,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_56,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_57,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_57,False,,black,black,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_58,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_58,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_59,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_59,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_60,d_nikke_cinderella_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_05_60,False,,2,2,1.0,,sfx_scn_putdown,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_61,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_61,False,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_62,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_62,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_63,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_63,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_64,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_64,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_65,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_65,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_66,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_66,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_67,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_67,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_68,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_68,True,,2,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_69,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_69,False,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_70,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_70,False,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_71,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_71,False,,L_10,L_10,1.0,none,,grave_p,,,,,3,idle,,1,surprise
d_nikke_cinderella_05_72,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_72,True,,L_10,2,1.0,,,cinderella,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_73,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_73,True,,2,2,1.0,bgm_story_inwonderland,,grave_p,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_74,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_74,True,,2,2,1.0,,,cinderella,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_75,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_75,True,,2,2,1.0,,,grave_p,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_76,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_76,True,,2,2,1.0,,,cinderella,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_77,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_77,True,,2,2,1.0,,,grave_p,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_78,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_78,True,,2,2,1.0,,,grave_p,,,,,3,surprise,,1,delight
d_nikke_cinderella_05_79,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_79,False,,2,2,1.0,,,cinderella,,,,,3,delight,,1,delight
d_nikke_cinderella_05_80,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_80,True,,2,2,1.0,,,grave_p,,,,,3,delight,,1,surprise
d_nikke_cinderella_05_81,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_81,True,,2,2,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_82,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_82,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_83,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_83,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_84,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_84,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_85,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_85,False,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_86,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_86,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_87,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_87,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_88,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_88,True,,2,2,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_89,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_89,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_90,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_90,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_91,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_91,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_92,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_92,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_93,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_93,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_94,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_94,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_95,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_95,False,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_96,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_96,True,,2,2,1.0,,,cinderella,,,,,3,surprise,,1,idle
d_nikke_cinderella_05_97,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_97,True,,2,L_10,1.0,,,grave_p,,,,,3,surprise,,1,surprise
d_nikke_cinderella_05_98,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_98,True,,L_10,L_10,1.0,,,grave_p,,,,,3,surprise,,1,idle
d_nikke_cinderella_05_99,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_99,True,,L_10,L_10,1.0,,,grave_p,,,,,3,surprise,,1,idle
d_nikke_cinderella_05_100,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_100,True,,L_10,L_10,1.0,,,grave_p,,,,,3,surprise,,1,idle
d_nikke_cinderella_05_101,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_101,True,,L_10,L_10,1.0,,,grave_p,,,,,3,surprise,,1,idle
d_nikke_cinderella_05_102,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_102,True,,L_10,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_103,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_103,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_104,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_104,True,,2,2,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_105,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_105,True,,2,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_106,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_106,False,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_107,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_107,True,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_108,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_108,True,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,delight
d_nikke_cinderella_05_109,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_109,True,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_110,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_110,True,,L_10,S_30,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_111,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_111,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_112,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_112,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_113,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_113,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_114,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_114,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_115,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_115,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_116,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_116,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_117,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_117,False,,S_30,2,1.0,,,grave_p,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_118,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_118,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_119,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_119,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_120,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_120,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,surprise
d_nikke_cinderella_05_121,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_121,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_122,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_122,False,,2,2,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_123,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_123,True,,2,2,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_124,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_124,True,,2,2,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_125,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_125,False,,2,2,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_126,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_126,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_127,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_127,True,,2,2,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_128,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_128,True,,2,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_129,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_129,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_130,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_130,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_131,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_131,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_132,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_132,True,,S_30,S_30,1.0,none,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_133,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_133,True,,S_30,S_30,1.0,bgm_story_impression,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_134,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_134,True,,S_30,S_30,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_135,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_135,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_136,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_136,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_137,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_137,True,,L_10,L_10,1.0,,,grave_p,,,,,3,smile,,1,idle
