id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,characters/0/hide_char_id
d_nikke_ce006_01_01_31,d_nikke_ce006_01_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_01_31,True,,,,,4,void,,2,idle,,12,idle,,16,idle,,14,special,,3,3,1.0,,rapi,,
d_nikke_ce006_01_01_32,d_nikke_ce006_01_01,Speech,anis,Locale_NikkeEpisode:d_nikke_ce006_01_01_32,True,,,,,4,idle,,2,idle,,12,idle,,16,idle,,14,special,,3,3,1.0,,anis,,
d_nikke_ce006_01_01_33,d_nikke_ce006_01_01,Speech,anis,Locale_NikkeEpisode:d_nikke_ce006_01_01_33,True,,,,,4,idle,,2,idle,,12,idle,,16,idle,,14,special,,3,3,1.0,,anis,,
d_nikke_ce006_01_01_34,d_nikke_ce006_01_01,Self,anis,Locale_NikkeEpisode:d_nikke_ce006_01_01_34,False,,,,,4,idle,,2,idle,,12,idle,,16,idle,,14,special,,3,3,1.0,,,,
d_nikke_ce006_01_01_35,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_35,True,,,,,4,idle,,2,idle,,12,no,,16,idle,,14,special,,13,13,1.0,,ce006_01,,
d_nikke_ce006_01_01_36,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_36,True,,,,,4,idle,,2,idle,,12,no,,16,idle,,14,special,,13,13,1.0,,ce006_01,,
d_nikke_ce006_01_01_37,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_37,True,,,,,4,idle,,2,idle,,12,idle,,16,idle,,14,special,,13,13,1.0,,ce006_01,,
d_nikke_ce006_01_01_38,d_nikke_ce006_01_01,Speech,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_38,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,special,,13,15,1.3,,ce006_npc_01,,
d_nikke_ce006_01_01_39,d_nikke_ce006_01_01,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_39,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,idle,,15,15,1.0,,ce006_03,,
d_nikke_ce006_01_01_40,d_nikke_ce006_01_01,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_40,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,delight,,15,15,1.0,,ce006_03,,
d_nikke_ce006_01_01_41,d_nikke_ce006_01_01,Self,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_41,False,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,delight,,15,15,1.0,,,,
d_nikke_ce006_01_01_42,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_42,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,delight,,15,13,1.3,,ce006_01,,
d_nikke_ce006_01_01_43,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_43,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,delight,,13,13,1.0,,ce006_01,,
d_nikke_ce006_01_01_44,d_nikke_ce006_01_01,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_44,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,sad,,13,13,1.0,,ce006_03,,
d_nikke_ce006_01_01_45,d_nikke_ce006_01_01,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_45,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,sad,,13,13,1.0,,ce006_03,,
d_nikke_ce006_01_01_46,d_nikke_ce006_01_01,Self,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_46,False,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,sad,,13,13,1.0,,,,
d_nikke_ce006_01_01_47,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_47,True,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,sad,,13,13,1.0,,ce006_01,,
d_nikke_ce006_01_01_48,d_nikke_ce006_01_01,Self,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_48,False,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,sad,,13,13,1.0,,,,
d_nikke_ce006_01_01_49,d_nikke_ce006_01_01,Self,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_49,False,,,,,4,idle,,2,idle,,12,idle,,16,delight,,14,sad,,13,13,1.0,,,,
d_nikke_ce006_01_01_50,d_nikke_ce006_01_01,Speech,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_50,False,,,,,4,idle,,2,idle,,12,no,,16,delight,,14,sad,,13,13,1.0,none,ce006_01,,
d_nikke_ce006_01_01_51,d_nikke_ce006_01_01,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_01_51,True,,,,,4,idle,,2,idle,,12,no,,16,delight,,14,no,,13,13,1.0,,ce006_03,,
d_nikke_ce006_01_01_52,d_nikke_ce006_01_01,Speech,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_52,True,,,,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,13,15,1.0,,ce006_npc_01,,
d_nikke_ce006_01_01_53,d_nikke_ce006_01_01,Monologue,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_01_53,False,,,,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,15,15,1.0,,,,
d_nikke_ce006_01_01_54,d_nikke_ce006_01_01,Speech,neon,Locale_NikkeEpisode:d_nikke_ce006_01_01_54,True,neon,6,idle,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,6,S_60,1.3,,neon,,
d_nikke_ce006_01_01_55,d_nikke_ce006_01_01,Speech,neon,Locale_NikkeEpisode:d_nikke_ce006_01_01_55,True,,6,idle,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,S_60,S_60,1.0,,neon,,
d_nikke_ce006_01_01_56,d_nikke_ce006_01_01,Speech,neon,Locale_NikkeEpisode:d_nikke_ce006_01_01_56,True,,6,surprise,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,S_60,S_60,1.0,,neon,,
d_nikke_ce006_01_01_57,d_nikke_ce006_01_01,Speech,neon,Locale_NikkeEpisode:d_nikke_ce006_01_01_57,True,,6,surprise,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,S_60,S_60,1.0,,neon,,
d_nikke_ce006_01_01_58,d_nikke_ce006_01_01,Self,neon,Locale_NikkeEpisode:d_nikke_ce006_01_01_58,False,,6,surprise,,4,idle,,2,idle,,12,no,,16,idle,,14,no,,S_60,S_60,1.0,,,,
