id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_filter_01
d_nikke_sakura_03_50,d_nikke_sakura_03,Monologue,Locale_NikkeEpisode:d_nikke_sakura_03_50,False,,13,13,1.0,,,,,1,surprise,,,,,13,idle,,Black
d_nikke_sakura_03_51,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_51,True,,13,13,1.0,,storekeeper,storekeeper,,1,surprise,,,,,13,idle,,
d_nikke_sakura_03_52,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_52,False,,13,1,1.0,,sakura,sakura,,1,surprise,,,,,13,idle,storekeeper,
d_nikke_sakura_03_53,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_53,True,,1,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_54,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_54,False,,10,10,1.0,,sakura,,,1,surprise,,,,,,,,
d_nikke_sakura_03_55,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_55,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_56,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_56,False,,10,10,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_57,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_57,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_58,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_58,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_59,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_59,False,,10,10,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_60,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_60,True,,10,100,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_61,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_61,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_62,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_62,False,,100,100,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_63,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_63,True,,100,100,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_64,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_64,True,,100,100,1.0,,sakura,sakura,,1,shy,,,,,,,,
d_nikke_sakura_03_65,d_nikke_sakura_03,Monologue,Locale_NikkeEpisode:d_nikke_sakura_03_65,False,,100,100,1.0,,sakura,,,1,shy,,,,,,,,
d_nikke_sakura_03_66,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_66,True,,100,10,1.5,,sakura,sakura,,1,shy,,,,,,,,
d_nikke_sakura_03_67,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_67,False,,10,100,0.7,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_68,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_68,False,,100,100,1.0,,sakura,,,1,surprise,,,,,,,,
d_nikke_sakura_03_69,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_69,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_70,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_70,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_71,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_71,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_72,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_72,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_73,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_73,False,,100,100,1.0,,sakura,,,1,delight,,,,,,,,
d_nikke_sakura_03_74,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_74,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_75,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_75,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_76,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_76,False,,100,100,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_77,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_77,False,,100,10,0.7,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_78,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_78,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_79,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_79,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_80,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_80,False,none,10,10,1.0,,sakura,,,1,idle,,,,,,,,Black
d_nikke_sakura_03_81,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_81,True,CherryBlossom,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,Grey
d_nikke_sakura_03_82,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_82,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,Grey
d_nikke_sakura_03_83,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_83,False,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,Grey
d_nikke_sakura_03_84,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_84,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,Grey
d_nikke_sakura_03_85,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_85,False,none,10,10,1.0,,sakura,,,1,idle,,,,,,,,Black
d_nikke_sakura_03_86,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_86,False,Cafe,10,10,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_87,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_87,False,,10,1,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_88,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_88,True,,1,1,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_89,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_89,True,,1,1,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_90,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_90,True,,1,1,1.0,none,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_91,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_91,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_92,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_92,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_93,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_93,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_94,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_94,False,,1,1,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_95,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_95,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_96,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_96,True,,1,1,1.0,bgm_story_weare,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_97,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_97,True,,1,1,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_98,d_nikke_sakura_03,Monologue,Locale_NikkeEpisode:d_nikke_sakura_03_98,False,,1,100,1.3,,sakura,,,1,delight,,,,,,,,
d_nikke_sakura_03_99,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_99,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_100,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_100,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_101,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_101,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_102,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_102,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,
d_nikke_sakura_03_103,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_103,False,,100,100,1.0,,sakura,,,1,delight,,,,,,,,
d_nikke_sakura_03_104,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_104,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_105,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_105,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_106,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_106,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_107,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_107,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_108,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_108,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_109,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_109,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_110,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_110,True,,100,100,1.0,,sakura,sakura,,1,idle,,,,,,,,
d_nikke_sakura_03_111,d_nikke_sakura_03,Self,Locale_NikkeEpisode:d_nikke_sakura_03_111,False,,100,100,1.0,,sakura,,,1,idle,,,,,,,,
d_nikke_sakura_03_112,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_112,False,,100,100,1.0,,sakura,sakura,,1,surprise,,,,,,,,
d_nikke_sakura_03_113,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_113,True,,100,10,1.0,,sakura,sakura,,1,shy,,,,,,,,
d_nikke_sakura_03_114,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_114,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,
d_nikke_sakura_03_115,d_nikke_sakura_03,Speech,Locale_NikkeEpisode:d_nikke_sakura_03_115,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,
