id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
treasurestory_poli_05_30,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_30,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,idle,
treasurestory_poli_05_31,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_31,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,angry,
treasurestory_poli_05_32,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_32,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,angry,
treasurestory_poli_05_33,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_33,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,angry,
treasurestory_poli_05_34,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_34,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,angry,
treasurestory_poli_05_35,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_35,True,,13,1,1.3,,,,2,idle,,12,angry,,,14,angry,
treasurestory_poli_05_36,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_36,True,,1,1,1.0,,,,2,idle,,12,angry,,,14,angry,
treasurestory_poli_05_37,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_37,True,,1,1,1.0,,,,2,idle,,12,delight,,,14,angry,
treasurestory_poli_05_38,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_38,True,,1,1,1.0,,,,2,idle,,12,delight,,,14,angry,
treasurestory_poli_05_39,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_39,True,,1,1,1.0,,,,2,idle,,12,no,,,14,angry,
treasurestory_poli_05_40,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_40,True,,1,1,1.0,,,,2,idle,,12,no,,,14,angry,
treasurestory_poli_05_41,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_41,True,,1,1,1.0,,,,2,idle,,12,no,,,14,angry,
treasurestory_poli_05_42,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_42,True,,1,1,1.0,,,,2,idle,,12,no,,,14,angry,
treasurestory_poli_05_43,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_43,True,,1,120,1.3,,,,2,idle,,12,no,,,14,angry,
treasurestory_poli_05_44,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_44,True,,120,120,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_45,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_45,True,,120,120,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_46,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_46,True,,120,120,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_47,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_47,True,,120,120,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_48,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_48,True,,XS_20,XS_20,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_49,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_49,True,,120,120,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_50,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_50,True,,120,120,1.0,,,,2,idle,,12,idle,,,14,angry,
treasurestory_poli_05_51,treasurestory_poli_05,Monologue,drake,,Locale_NikkeEpisode:treasurestory_poli_05_51,False,,120,120,1.0,,,,2,idle,,12,idle,drake,,14,angry,
treasurestory_poli_05_52,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_52,True,,120,XS_20,1.3,,,,2,idle,,,,,,14,angry,
treasurestory_poli_05_53,treasurestory_poli_05,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_05_53,False,,XS_20,XS_20,1.0,,,,2,idle,,,,,,14,angry,
treasurestory_poli_05_54,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_54,True,,XS_20,1,1.3,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_55,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_55,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_56,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_56,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_57,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_57,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_58,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_58,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_59,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_59,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_60,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_60,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_61,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_61,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_62,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_62,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_63,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_63,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_64,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_64,True,,1,1,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_65,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_65,True,,1,1,1.0,,,,2,idle,,,,,,12,delight,
treasurestory_poli_05_66,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_66,True,,1,1,1.0,,,,2,idle,,,,,,12,delight,
treasurestory_poli_05_67,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_67,True,,1,1,1.0,,,,2,idle,,,,,,12,delight,
treasurestory_poli_05_68,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_68,False,,1,1,1.0,,,,2,idle,,,,,,12,delight,
treasurestory_poli_05_69,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_69,True,,1,1,1.0,,,,2,idle,,,,,,12,delight,
treasurestory_poli_05_70,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_70,True,,1,XS_120,1.3,,,,2,idle,,,,,,12,delight,
treasurestory_poli_05_71,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_71,True,,XS_120,XS_120,1.0,,,,2,idle,,,,,,12,idle,
treasurestory_poli_05_72,treasurestory_poli_05,Narration,sugar,,Locale_NikkeEpisode:treasurestory_poli_05_72,False,,XS_120,XS_120,1.0,none,sfx_scn_bikeengine,,2,idle,,,,,,12,idle,sugar
treasurestory_poli_05_73,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_73,False,,XS_120,XS_20,1.3,,,,2,idle,,,,,,,,
treasurestory_poli_05_74,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_74,True,,XS_20,XS_20,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_75,treasurestory_poli_05,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_05_75,False,,XS_20,XS_20,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_76,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_76,True,,XS_20,XS_20,1.0,bgm_frostpillar,,,2,idle,,,,,,,,
treasurestory_poli_05_77,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_77,True,,XS_20,XS_20,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_78,treasurestory_poli_05,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_05_78,False,,XS_20,XS_20,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_79,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_79,True,,XS_20,XS_20,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_80,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_80,True,,XS_20,XS_200,1.3,,,,2,idle,,,,,,,,
treasurestory_poli_05_81,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_81,True,,XS_200,XS_200,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_82,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_82,True,,XS_200,XS_200,1.0,,,,2,idle,,,,,,,,
treasurestory_poli_05_83,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_83,True,,XS_200,XS_200,1.0,,,,2,idle,,,,,,,,
