id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_soda_02_17,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_17,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_18,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_18,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_19,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_19,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_20,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_20,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_21,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_21,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_22,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_22,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_23,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_23,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_24,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_24,True,,S_10,S_10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_25,d_nikke_soda_02,Narration,,,Locale_NikkeEpisode:d_nikke_soda_02_25,False,,7,7,1.0,,,black,,,,1,idle,,,,,,,,
d_nikke_soda_02_26,d_nikke_soda_02,Monologue,soda,,Locale_NikkeEpisode:d_nikke_soda_02_26,False,,7,7,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_27,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_27,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_28,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_28,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_29,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_29,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_30,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_30,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_31,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_31,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_32,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_32,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_33,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_33,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_34,d_nikke_soda_02,Monologue,soda,,Locale_NikkeEpisode:d_nikke_soda_02_34,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_35,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_35,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_36,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_36,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_37,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_37,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_38,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_38,True,,S_10,S_10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_39,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_39,True,,S_10,S_10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_40,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_40,True,,S_10,S_100,1.5,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_41,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_41,True,,S_100,S_100,1.0,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_42,d_nikke_soda_02,Monologue,soda,,Locale_NikkeEpisode:d_nikke_soda_02_42,False,,S_100,S_600,1.5,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_43,d_nikke_soda_02,Self,,,Locale_NikkeEpisode:d_nikke_soda_02_43,False,,S_600,S_600,1.0,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_44,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_44,False,,S_600,S_600,1.0,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_45,d_nikke_soda_02,Narration,,,Locale_NikkeEpisode:d_nikke_soda_02_45,False,,black,black,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_46,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_46,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_47,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_47,True,,S_10,S_10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_48,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_48,False,,S_10,S_10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_49,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_49,False,,S_10,S_10,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_50,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_50,True,,S_10,S_10,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_soda_02_51,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_51,False,,S_10,S_10,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_soda_02_52,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_52,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_53,d_nikke_soda_02,Monologue,soda,,Locale_NikkeEpisode:d_nikke_soda_02_53,False,,7,7,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_54,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_54,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_55,d_nikke_soda_02,Self,,,Locale_NikkeEpisode:d_nikke_soda_02_55,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_56,d_nikke_soda_02,Speech,,unknown,Locale_NikkeEpisode:d_nikke_soda_02_56,False,,S_10,S_10,1.0,none,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_57,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_57,True,,S_10,12,1.0,bgm_story_languor,,,,,,1,sad,cocoa,13,serious,,,,,
d_nikke_soda_02_58,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_58,True,,12,12,1.0,,,,,,,1,shy,,13,serious,,,,,
d_nikke_soda_02_59,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_59,False,,12,17,2.5,,,,,,,1,shy,,13,serious,,,,,
d_nikke_soda_02_60,d_nikke_soda_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_soda_02_60,True,,170,170,1.0,,,,,,,1,shy,,13,serious,,ade,17,worried,
d_nikke_soda_02_61,d_nikke_soda_02,Self,ade,,Locale_NikkeEpisode:d_nikke_soda_02_61,False,,170,170,1.0,,,,,,,1,shy,,13,serious,,,17,worried,
d_nikke_soda_02_62,d_nikke_soda_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_soda_02_62,True,,170,170,1.0,,,,,,,1,shy,,13,serious,,,17,worried,
d_nikke_soda_02_63,d_nikke_soda_02,Choice,ade,,Locale_NikkeEpisode:d_nikke_soda_02_63,False,,170,170,1.0,,,,d_nikke_soda_02_65,,,1,shy,,13,serious,,,17,worried,
d_nikke_soda_02_64,d_nikke_soda_02,Choice,ade,,Locale_NikkeEpisode:d_nikke_soda_02_64,False,,170,170,1.0,,,,d_nikke_soda_02_65,,,1,shy,,13,serious,,,17,worried,
d_nikke_soda_02_65,d_nikke_soda_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_soda_02_65,True,,170,170,1.0,,,,,,,1,shy,,13,serious,,,17,worried,
d_nikke_soda_02_66,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_66,False,,170,12,1.5,,,,,,,1,serious,,13,serious,,,17,worried,
d_nikke_soda_02_67,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_67,True,,12,12,1.0,,,,,,,1,serious,,13,serious,,,17,worried,ade
d_nikke_soda_02_68,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_68,True,,12,12,1.0,,,,,,,1,serious,,13,serious,,,,,
d_nikke_soda_02_69,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_69,True,,12,XS_1300,1.0,,,,,,,1,serious,,13,serious,,,,,
d_nikke_soda_02_70,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_70,True,,S_100,S_100,1.0,,,,,,,1,serious,,13,serious,,,,,
d_nikke_soda_02_71,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_71,True,,S_100,12,1.0,,,,,,,1,serious,,13,serious,,,,,
d_nikke_soda_02_72,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_72,True,,12,12,1.0,,,,,,,1,serious,,13,serious,,,,,
d_nikke_soda_02_73,d_nikke_soda_02,Narration,soda,,Locale_NikkeEpisode:d_nikke_soda_02_73,False,,12,12,1.0,,sfx_scn_putdown,,,,,1,serious,,13,serious,,,,,
d_nikke_soda_02_74,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_74,True,,12,12,1.0,,,,,,,1,idle,,13,serious,,,,,
d_nikke_soda_02_75,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_75,True,,12,12,1.0,,,,,,,1,idle,,13,delight,,,,,
d_nikke_soda_02_76,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_76,True,,S_10,S_10,1.0,,,,,,,1,idle,,13,delight,,,,,
d_nikke_soda_02_77,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_77,True,,S_10,S_10,1.0,,,,,,,1,idle,,13,delight,,,,,
d_nikke_soda_02_78,d_nikke_soda_02,Monologue,soda,,Locale_NikkeEpisode:d_nikke_soda_02_78,False,,S_10,S_10,1.0,,,,,,,1,idle,,13,delight,,,,,
d_nikke_soda_02_79,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_79,True,,S_100,S_100,1.0,,,,,Low_2,,1,shy,,13,delight,,,,,
d_nikke_soda_02_80,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_80,False,,S_100,S_100,1.0,,,,,,,1,shy,,13,idle,,,,,
d_nikke_soda_02_81,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_81,True,,S_100,S_100,1.0,,,,,,,1,sad,,13,idle,,,,,
d_nikke_soda_02_82,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_82,False,,S_100,S_100,1.0,,,,,,,1,sad,,13,idle,,,,,
d_nikke_soda_02_83,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_83,True,,S_100,S_100,1.0,,,,,,,1,sad,,13,idle,,,,,
d_nikke_soda_02_84,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_84,True,,S_100,S_100,1.0,,,,,,,1,sad,,13,idle,,ade,15,delight,
d_nikke_soda_02_85,d_nikke_soda_02,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_soda_02_85,True,,14,14,1.0,,,,,,,1,sad,,13,idle,,,15,delight,
d_nikke_soda_02_86,d_nikke_soda_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_soda_02_86,True,,14,14,1.0,,,,,,,1,sad,,13,serious,,,15,delight,
d_nikke_soda_02_87,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_87,True,,S_10,S_10,1.0,,,,,,,1,serious,,13,serious,,,15,delight,
d_nikke_soda_02_88,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_88,True,,S_10,S_100,1.0,,,,,,,1,serious,,13,serious,,,15,delight,
d_nikke_soda_02_89,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_89,False,,S_100,S_100,1.0,,,,,,,1,serious,,13,serious,,,15,delight,
d_nikke_soda_02_90,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_90,False,,black,black,1.0,none,,,,,,1,serious,,13,serious,cocoa,,15,delight,ade
d_nikke_soda_02_91,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_91,False,,black,black,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_92,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_92,False,,S_10,S_10,1.0,,,black,,,,1,sad,,,,,,,,
d_nikke_soda_02_93,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_93,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_94,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_94,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_95,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_95,False,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_96,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_96,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_97,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_97,True,,S_10,S_10,1.0,bgm_story_sundayintheark,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_98,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_98,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_99,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_99,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_100,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_100,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_101,d_nikke_soda_02,Narration,soda,,Locale_NikkeEpisode:d_nikke_soda_02_101,False,,S_10,S_10,1.0,,sfx_scn_chimebell,,,,,1,idle,,,,,,,,
d_nikke_soda_02_102,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_102,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_103,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_103,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_104,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_104,True,,S_10,S_50,2.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_105,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_105,False,,S_50,S_50,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_106,d_nikke_soda_02,Self,,,Locale_NikkeEpisode:d_nikke_soda_02_106,False,,S_50,S_50,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_107,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_107,False,,S_50,S_50,1.0,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_108,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_108,True,,S_10,S_10,1.0,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_109,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_109,True,,S_10,S_10,1.0,,,,,,,1,serious,,,,,,,,
d_nikke_soda_02_110,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_110,True,,S_10,S_10,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_soda_02_111,d_nikke_soda_02,Narration,,,Locale_NikkeEpisode:d_nikke_soda_02_111,False,,7,7,1.0,,sfx_scn_trip,,,Low_2,,1,shy,,,,,,,,
d_nikke_soda_02_112,d_nikke_soda_02,Self,,,Locale_NikkeEpisode:d_nikke_soda_02_112,False,,7,7,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_soda_02_113,d_nikke_soda_02,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_02_113,False,,7,7,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_soda_02_114,d_nikke_soda_02,Self,,,Locale_NikkeEpisode:d_nikke_soda_02_114,False,,7,7,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_soda_02_115,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_115,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,
d_nikke_soda_02_116,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_116,True,,S_10,S_100,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_117,d_nikke_soda_02,Self,soda,,Locale_NikkeEpisode:d_nikke_soda_02_117,False,,S_100,S_100,1.0,,,,,,,1,think,,,,,,,,
d_nikke_soda_02_118,d_nikke_soda_02,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_soda_02_118,True,,S_100,S_100,1.0,,,,,,,1,idle,,,,,,,,
d_nikke_soda_02_119,d_nikke_soda_02,Monologue,soda,,Locale_NikkeEpisode:d_nikke_soda_02_119,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,,,,
