id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade,jump_target
d_nikke_noir_01_19,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_19,False,,1,surprise,,3,idle,none,L_10,L_10,1.0,bgm_story_weare,noir,,13,idle,blanc,femaleguest,,
d_nikke_noir_01_20,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_20,False,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_21,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_21,False,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_22,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_22,False,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_23,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_23,False,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_24,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_24,False,,1,surprise,,,,,L_10,L_100,1.0,,noir,,,,,,,
d_nikke_noir_01_25,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_25,False,,1,surprise,,,,,L_100,L_100,1.0,,noir,,,,,,,
d_nikke_noir_01_26,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_26,True,,1,surprise,,,,CommanderRoom,1,1,1.0,bgm_story_backtonormal,noir,,,,,,black,
d_nikke_noir_01_27,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_27,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_28,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_28,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_29,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_29,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_30,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_30,True,,1,shy,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_31,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_31,False,,1,shy,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_32,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_32,False,,1,shy,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_33,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_33,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_34,d_nikke_noir_01,Choice,,Locale_NikkeEpisode:d_nikke_noir_01_34,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,d_nikke_noir_01_36
d_nikke_noir_01_35,d_nikke_noir_01,Choice,,Locale_NikkeEpisode:d_nikke_noir_01_35,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,d_nikke_noir_01_45
d_nikke_noir_01_36,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_36,True,,1,surprise,,,,,1,L_10,0.6,,noir,,,,,,,
d_nikke_noir_01_37,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_37,True,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_38,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_38,True,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_39,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_39,True,,1,shy,,,,,L_10,1,1.0,,noir,,,,,,,
d_nikke_noir_01_40,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_40,False,,1,shy,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_41,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_41,False,,1,shy,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_42,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_42,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_43,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_43,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_44,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_44,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,d_nikke_noir_01_52
d_nikke_noir_01_45,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_45,True,,1,surprise,,,,,1,L_10,0.6,,noir,,,,,,,
d_nikke_noir_01_46,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_46,True,,1,shy,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_47,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_47,True,,1,shy,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_48,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_48,True,,1,surprise,,,,,L_10,1,1.0,,noir,,,,,,,
d_nikke_noir_01_49,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_49,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_50,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_50,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_51,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_51,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,d_nikke_noir_01_52
d_nikke_noir_01_52,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_52,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_53,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_53,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_54,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_54,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_55,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_55,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_56,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_56,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_57,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_57,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_58,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_58,True,,1,surprise,,,,,1,L_10,0.7,,noir,,,,,,,
d_nikke_noir_01_59,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_59,True,,1,shy,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_60,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_60,False,,1,shy,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_61,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_61,True,,1,surprise,,,,,L_10,1,1.4,,noir,,,,,,,
d_nikke_noir_01_62,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_62,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_63,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_63,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_64,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_64,False,,1,surprise,,,,,1,S_10,1.4,,noir,,,,,,,
d_nikke_noir_01_65,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_65,False,,1,surprise,,,,,S_10,S_10,1.0,,noir,,,,,,,
d_nikke_noir_01_66,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_66,False,,1,surprise,,,,,S_10,1,1.0,,noir,,,,,,,
d_nikke_noir_01_67,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_67,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_68,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_68,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_69,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_69,False,,1,shy,,,,,1,L_10,1.5,,noir,,,,,,,
d_nikke_noir_01_70,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_70,False,,1,shy,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_71,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_71,True,,1,surprise,,,,,L_10,1,0.7,,noir,,,,,,,
d_nikke_noir_01_72,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_72,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_73,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_73,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_74,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_74,False,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_75,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_75,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_76,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_76,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_77,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_77,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_78,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_78,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_79,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_79,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_80,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_80,False,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_81,d_nikke_noir_01,Narration,,Locale_NikkeEpisode:d_nikke_noir_01_81,False,,1,idle,,,,Park,black,black,1.0,,noir,,,,,,,
d_nikke_noir_01_82,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_82,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,black,
d_nikke_noir_01_83,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_83,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_84,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_84,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_85,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_85,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_86,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_86,True,,1,surprise,,,,,1,L_10,0.8,,noir,,,,,,,
d_nikke_noir_01_87,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_87,False,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_88,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_88,True,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_89,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_89,True,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_90,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_90,True,,1,surprise,,,,,L_10,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_91,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_91,True,,1,idle,,,,,L_10,L_100,1.0,,noir,,,,,,,
d_nikke_noir_01_92,d_nikke_noir_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_noir_01_92,False,,1,idle,,,,,L_100,2,1.0,,noir,,,,,,,
d_nikke_noir_01_93,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_93,False,,1,idle,yan,3,idle,,2,2,1.0,,,,,,,,,
d_nikke_noir_01_94,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_94,True,,1,surprise,,3,idle,,2,2,1.0,,yan,,,,,,,
d_nikke_noir_01_95,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_95,False,,1,surprise,,3,idle,,2,2,1.0,,,,,,,,,
d_nikke_noir_01_96,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_96,True,,1,surprise,,3,idle,,2,2,1.0,,yan,,,,,,,
d_nikke_noir_01_97,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_97,True,,1,surprise,,3,idle,,2,S_30,1.0,,yan,,,,,,,
d_nikke_noir_01_98,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_98,True,,1,surprise,,3,idle,,S_30,S_30,1.0,,yan,,,,,,,
d_nikke_noir_01_99,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_99,True,,1,surprise,,3,idle,,S_30,S_30,1.0,,yan,,,,,,,
d_nikke_noir_01_100,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_100,False,,1,surprise,,3,idle,,S_30,1,1.0,,,,,,,,,
d_nikke_noir_01_101,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_101,True,,1,surprise,,3,idle,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_102,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_102,True,,1,surprise,,3,idle,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_103,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_103,False,,1,surprise,,3,idle,,1,2,1.0,,,,,,,,,
d_nikke_noir_01_104,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_104,False,,1,surprise,,3,idle,,2,2,1.0,,,,,,,,,
d_nikke_noir_01_105,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_105,False,,1,surprise,,3,idle,,2,2,1.0,,noir,,,,,,,
d_nikke_noir_01_106,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_106,True,,1,surprise,,3,no,,2,2,1.0,,yan,,,,,,,
d_nikke_noir_01_107,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_107,True,,1,surprise,,3,delight,,2,2,1.0,,yan,,,,,,,
d_nikke_noir_01_108,d_nikke_noir_01,Speech,yan,Locale_NikkeEpisode:d_nikke_noir_01_108,True,,1,surprise,,3,delight,,2,S_30,1.0,,yan,,,,,,,
d_nikke_noir_01_109,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_109,False,,1,surprise,,3,delight,,S_30,S_30,1.0,,,,,,,,,
d_nikke_noir_01_110,d_nikke_noir_01,Monologue,,Locale_NikkeEpisode:d_nikke_noir_01_110,False,,1,surprise,,3,delight,,S_30,S_30,1.0,,,,,,yan,,,
d_nikke_noir_01_111,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_111,True,,1,surprise,,,,,S_30,1,1.0,,noir,,,,,,,
d_nikke_noir_01_112,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_112,False,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_113,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_113,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_114,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_114,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_115,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_115,True,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_116,d_nikke_noir_01,Self,,Locale_NikkeEpisode:d_nikke_noir_01_116,False,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_117,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_117,True,,1,surprise,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_118,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_118,False,,1,idle,,,,,1,1,1.0,,noir,,,,,,,
d_nikke_noir_01_119,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_119,True,,1,idle,,,,,1,L_10,1.0,,noir,,,,,,,
d_nikke_noir_01_120,d_nikke_noir_01,Speech,noir,Locale_NikkeEpisode:d_nikke_noir_01_120,True,,1,idle,,,,,L_10,L_10,1.0,,noir,,,,,,,
