id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/3/hide_char_id
d_nikke_anchor_innocentmaid_04_11,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_11,True,,S_10,S_150,1.5,,,soda,soda,,15,think,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_12,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_12,False,,black,black,1.0,,,soda,,,15,think,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_13,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_13,False,,1,1,1.0,,,soda,,,15,think,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_14,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_14,True,,1,100,1.0,,,shyfemaleguest,shyfemaleguest,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_15,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_15,True,,100,100,1.0,,,shyfemaleguest,shyfemaleguest,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_16,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_16,False,,100,100,1.0,,,,,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_17,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_17,False,,100,100,1.0,,,,,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_18,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_18,True,,100,100,1.0,,,shyfemaleguest,shyfemaleguest,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_19,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_19,True,,XS_1700,XS_170,1.0,,,cocoa,cocoa,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_20,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_20,False,,black,black,1.0,,,cocoa,,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_21,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_21,False,,S_10,S_10,1.0,,,cocoa,,,15,idle,,17,serious,black,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_22,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_22,True,,S_10,S_150,1.5,,,soda,soda,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_23,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_23,False,,S_150,S_150,1.0,,,soda,,,15,idle,,17,serious,,,,,,,,,,,,
d_nikke_anchor_innocentmaid_04_24,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_24,False,,S_150,S_150,1.0,,,soda,,,15,idle,,17,serious,,anchor_m,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_25,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_25,False,,S_150,S_10,1.5,,,anchor_m,anchor_m,,15,idle,,17,serious,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_26,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_26,False,,S_10,S_10,1.0,,,anchor_m,,,15,idle,,17,serious,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_27,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_27,False,,S_10,S_10,1.0,,,anchor_m,,,15,idle,,17,serious,,,1,idle,soda,cocoa,,,,,,
d_nikke_anchor_innocentmaid_04_28,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_28,False,,S_10,S_100,1.0,,,anchor_m,,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_29,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_29,True,,S_100,S_100,1.0,,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_30,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_30,False,,S_100,S_100,1.0,,,anchor_m,,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_31,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_31,False,,S_100,S_100,1.0,,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_32,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_32,True,,S_100,S_100,1.0,,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_33,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_33,True,,S_100,S_10,1.0,,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_34,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_34,False,,S_10,S_10,1.0,,,anchor_m,,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_35,d_nikke_anchor_innocentmaid_04,Choice,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_35,False,,S_10,S_10,1.0,,,anchor_m,,,,,,,,,,1,idle,,,d_nikke_anchor_innocentmaid_04_37,,,,,
d_nikke_anchor_innocentmaid_04_36,d_nikke_anchor_innocentmaid_04,Choice,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_36,False,,S_10,S_10,1.0,,,anchor_m,,,,,,,,,,1,idle,,,d_nikke_anchor_innocentmaid_04_37,,,,,
d_nikke_anchor_innocentmaid_04_37,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_37,False,,S_10,S_10,1.0,,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_38,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_38,True,,S_10,30,1.0,,,sin_m,sin_m,sin_m,3,smile,trony_m,5,delight,,,1,idle,,,,mast_m,7,idle,,
d_nikke_anchor_innocentmaid_04_39,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_39,True,,30,50,1.0,,,trony_m,trony_m,,3,smile,,5,delight,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_40,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_40,True,,50,S_70,1.0,,,mast_m,mast_m,,3,smile,,5,delight,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_41,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_41,False,,S_70,S_70,1.0,,,mast_m,,,3,smile,,5,delight,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_42,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_42,False,,S_70,S_70,1.0,,,mast_m,,,3,smile,,5,delight,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_43,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_43,True,,S_70,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_44,d_nikke_anchor_innocentmaid_04,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_44,False,,black,black,1.0,,sfx_scn_heavysupplies,mast_m,,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_45,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_45,False,,black,black,1.0,,,mast_m,,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_46,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_46,True,,30,30,1.0,,,sin_m,sin_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_47,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_47,True,,30,50,1.0,,,trony_m,trony_m,,3,idle,,5,surprise,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_48,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_48,True,,50,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,surprise,,,1,idle,,,,,7,angry,,
d_nikke_anchor_innocentmaid_04_49,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_49,True,,S_70,50,1.0,,,trony_m,trony_m,,3,idle,,5,surprise,,,1,idle,,,,,7,angry,,
d_nikke_anchor_innocentmaid_04_50,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_50,True,,50,53,1.0,,,sin_m,sin_m,,3,delight,,5,surprise,,,1,idle,,,,,7,angry,,
d_nikke_anchor_innocentmaid_04_51,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_51,True,,53,53,1.0,,,trony_m,trony_m,,3,delight,,5,surprise,,,1,idle,,,,,7,angry,,
d_nikke_anchor_innocentmaid_04_52,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_52,True,,S_70,S_70,1.0,,,mast_m,mast_m,,3,delight,,5,surprise,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_53,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_53,False,,S_70,S_70,1.0,,,mast_m,,,3,delight,,5,surprise,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_54,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_54,False,,XS_10,XS_10,1.0,,,anchor_m,anchor_m,,3,delight,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_55,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_55,False,,XS_10,XS_10,1.0,,,anchor_m,,,3,delight,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_56,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_56,False,,XS_10,XS_100,1.0,,,anchor_m,,,3,delight,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_57,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_57,True,,S_700,S_700,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_58,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_58,True,,S_700,S_700,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_59,d_nikke_anchor_innocentmaid_04,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_59,False,,S_700,S_700,1.0,,,mast_m,,,3,idle,,5,idle,black,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_60,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_60,True,,S_700,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_61,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_61,True,,S_70,75,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_62,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_62,True,,75,75,1.0,,,trony_m,trony_m,,3,idle,,5,surprise,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_63,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_63,True,,75,75,1.0,,,mast_m,mast_m,,3,idle,,5,surprise,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_64,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_64,True,,75,53,1.0,,,sin_m,sin_m,,3,idle,,5,surprise,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_65,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_65,True,,53,53,1.0,,,trony_m,trony_m,,3,idle,,5,sad,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_66,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_66,True,,53,53,1.0,,,sin_m,sin_m,,3,idle,,5,sad,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_67,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_67,False,,black,black,1.0,,,sin_m,,,3,idle,,5,sad,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_68,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_68,True,,XS_10,XS_10,1.0,,,anchor_m,anchor_m,,3,idle,,5,idle,,,1,delight,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_69,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_69,False,,XS_10,XS_10,1.0,,,anchor_m,,,3,idle,,5,idle,,,1,delight,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_70,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_70,True,,S_70,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,delight,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_71,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_71,True,,30,30,1.0,,,sin_m,sin_m,,3,idle,,5,idle,,,1,delight,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_72,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_72,False,,30,30,1.0,,,,,,3,idle,,5,idle,,,1,delight,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_73,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_73,False,,30,XS_10,1.0,,,anchor_m,anchor_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_74,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_74,False,,XS_10,XS_10,1.0,,,anchor_m,,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_75,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_75,False,,XS_10,XS_10,1.0,,,anchor_m,,,3,idle,,5,idle,,,1,idle,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_76,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_76,True,,S_70,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_77,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_77,True,,S_70,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_78,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_78,True,,30,30,1.0,,,sin_m,sin_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_79,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_79,True,,30,30,1.0,,,sin_m,sin_m,,3,idle,,5,idle,,,1,idle,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_80,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_80,False,,30,10,0.5,none,sfx_scn_aniout,sin_m,,,3,idle,,5,idle,,,1,idle,,,,,7,idle2,anchor_m,
d_nikke_anchor_innocentmaid_04_81,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_81,True,,50,50,1.0,,,trony_m,trony_m,,3,idle,,5,idle,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_82,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_82,True,,50,50,1.0,bgm_story_tepidappleade,,trony_m,trony_m,,3,idle,,5,idle,,,,,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_83,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_83,True,,50,75,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,,,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_84,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_84,True,,75,75,1.0,,,trony_m,trony_m,,3,idle,,5,idle,,,,,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_85,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_85,True,,75,75,1.0,,,trony_m,trony_m,,3,idle,,5,idle,,,,,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_86,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_86,True,,75,75,1.0,,,trony_m,trony_m,,3,idle,,5,idle,,,,,,,,,7,idle,,
d_nikke_anchor_innocentmaid_04_87,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_87,True,,75,75,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_88,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_88,False,,75,75,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_89,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_89,True,,75,75,1.0,,,mast_m,mast_m,,3,idle,,5,idle,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_90,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_90,True,,300,300,1.0,,,sin_m,sin_m,,3,idle,,5,idle,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_91,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_91,True,,500,50,1.0,,,trony_m,trony_m,,3,idle,,5,surprise,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_92,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_92,True,,50,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,surprise,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_93,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_93,True,,S_70,S_70,1.0,,,mast_m,mast_m,,3,idle,,5,surprise,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_94,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_94,True,,S_70,50,1.0,,,trony_m,trony_m,,3,idle,,5,surprise,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_95,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_95,True,,50,30,1.0,,,sin_m,sin_m,,3,smile,,5,surprise,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_96,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_96,True,,30,300,1.0,,,sin_m,sin_m,,3,smile,,5,surprise,,,,,,,,,7,idle2,,
d_nikke_anchor_innocentmaid_04_97,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_97,True,OutpostOut,S_100,S_10,1.0,,,anchor_m,anchor_m,,3,smile,,5,surprise,black,anchor_m,1,idle,sin_m,trony_m,,,7,idle2,,mast_m
d_nikke_anchor_innocentmaid_04_98,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_98,False,,S_10,S_10,1.0,,,anchor_m,,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_99,d_nikke_anchor_innocentmaid_04,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_99,False,,S_10,S_10,1.0,,,anchor_m,,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_100,d_nikke_anchor_innocentmaid_04,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_100,False,,S_10,S_10,1.0,,,anchor_m,,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_101,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_101,True,,S_10,S_10,1.0,none,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_102,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_102,True,,S_10,S_10,1.0,,,anchor_m,anchor_m,,,,,,,,,1,idle,,,,,,,,
d_nikke_anchor_innocentmaid_04_103,d_nikke_anchor_innocentmaid_04,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_04_103,True,,S_10,S_100,1.0,bgm_story_flipflop,,anchor_m,anchor_m,,,,,,,,,1,delight,,,,,,,,
