id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_nikke_ce004_01_03_28,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_28,True,,12,idle,,2,idle,,20,20,1.0,,
d_nikke_ce004_01_03_29,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_29,True,,12,idle,,2,idle,,20,20,1.0,,
d_nikke_ce004_01_03_30,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_30,True,,12,idle,,2,pain,,20,200,1.0,,
d_nikke_ce004_01_03_31,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_31,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_32,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_32,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_33,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_33,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_34,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_34,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_35,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_35,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_36,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_36,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_37,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_37,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_38,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_38,True,,12,idle,,2,pain,,200,200,1.0,,
d_nikke_ce004_01_03_39,d_nikke_ce004_01_03,Speech,ce004_01_s,ce004_01_s,Locale_NikkeEpisode:d_nikke_ce004_01_03_39,False,,12,think,,2,pain,,200,1,1.0,,
d_nikke_ce004_01_03_40,d_nikke_ce004_01_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_ce004_01_03_40,True,,12,think,,2,pain,,1,1,1.0,,
