id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound
d_nikke_ce_02_03_01_26,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_26,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_27,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_27,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_28,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_28,True,,130,13,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_29,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_29,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_30,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_30,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_31,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_31,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_32,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_32,True,,13,13,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_33,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_33,True,,13,13,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_34,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_34,True,,13,13,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_35,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_35,True,,L_50,5,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_36,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_36,True,,5,5,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_37,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_37,True,,5,5,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_38,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_38,False,,5,3,1.0,,,,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_39,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_39,True,,3,3,1.0,,massproduction01,massproduction01,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_40,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_40,True,,13,130,0.6,,massproduction01,massproduction01,,3,idle,,13,idle,Low_2,
d_nikke_ce_02_03_01_41,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_41,False,,black,black,1.0,,,,,3,idle,,13,idle,,sfx_scn_down
d_nikke_ce_02_03_01_42,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_42,True,,L_30,3,1.0,,ce_02_03,ce_02_03,,3,surprise,,13,idle,,
d_nikke_ce_02_03_01_43,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_43,True,,130,130,1.0,,massproduction01,massproduction01,,3,surprise,,13,idle,,
d_nikke_ce_02_03_01_44,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_44,True,,130,130,1.0,,massproduction01,massproduction01,,3,surprise,,13,idle,,
d_nikke_ce_02_03_01_45,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_45,True,,130,130,1.0,,massproduction01,massproduction01,,3,surprise,,13,idle,,
d_nikke_ce_02_03_01_46,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_46,True,,130,130,1.0,,massproduction01,massproduction01,,3,surprise,,13,idle,,
d_nikke_ce_02_03_01_47,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_47,True,,L_30,3,1.0,,ce_02_03,ce_02_03,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_48,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_48,True,,3,3,1.0,,ce_02_03,ce_02_03,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_49,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_49,False,,130,130,1.0,,massproduction01,massproduction01,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_50,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_50,True,,130,130,1.0,,massproduction01,massproduction01,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_51,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_51,True,,3,L_30,1.0,,ce_02_03,ce_02_03,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_52,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_52,True,,L_30,L_30,1.0,,ce_02_03,ce_02_03,,3,idle,,13,idle,,
d_nikke_ce_02_03_01_53,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_53,True,,L_30,L_30,1.0,,ce_02_03,ce_02_03,,3,idle,,13,idle,,
