id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_quiry_01_79,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_79,True,,XS_100,XS_100,1.0,,,,3,idle,,,,1,angry,
d_nikke_quiry_01_80,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_80,False,,XS_100,XS_100,1.0,,,,3,idle,,,,1,angry,
d_nikke_quiry_01_81,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_81,True,,XS_100,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_82,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_82,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_83,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_83,False,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_84,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_84,True,,XS_10,XS_100,1.0,,,,3,idle,,,,1,delight,
d_nikke_quiry_01_85,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_85,True,,XS_100,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_86,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_86,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_87,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_87,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_88,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_88,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_89,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_89,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_90,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_90,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_91,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_91,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_92,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_92,False,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_93,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_93,True,,XS_10,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_94,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_94,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_95,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_95,False,none,black,black,1.0,,,,3,idle,miranda,,,1,idle,poli
d_nikke_quiry_01_96,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_96,False,City_d,10,1,2.0,none,,,,,,black,,,,
d_nikke_quiry_01_97,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_97,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_98,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_98,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_99,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_99,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_100,d_nikke_quiry_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_01_100,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_101,d_nikke_quiry_01,Speech,fatman,fatman,Locale_NikkeEpisode:d_nikke_quiry_01_101,True,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_102,d_nikke_quiry_01,Speech,glassesman,glassesman,Locale_NikkeEpisode:d_nikke_quiry_01_102,True,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_103,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_103,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_104,d_nikke_quiry_01,Speech,spectatorcitizen,spectatorcitizen,Locale_NikkeEpisode:d_nikke_quiry_01_104,True,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_105,d_nikke_quiry_01,Speech,onlooker,onlooker,Locale_NikkeEpisode:d_nikke_quiry_01_105,True,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_106,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_106,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_107,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_107,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_108,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_108,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_109,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_109,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_110,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_110,False,Park,1,1,1.0,,,,,,,black,,,,
d_nikke_quiry_01_111,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_111,False,,1,1,1.0,,,quiry,1,special,,,,,,
d_nikke_quiry_01_112,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_112,False,,1,1,1.0,,,,1,special,,,,,,
d_nikke_quiry_01_113,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_113,True,,1,S_10,0.5,,,,1,surprise,,,,,,
d_nikke_quiry_01_114,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_114,True,,S_10,S_10,1.0,,,,1,surprise,,,,,,
d_nikke_quiry_01_115,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_115,False,,S_10,S_10,1.0,,,,1,surprise,,,,,,
d_nikke_quiry_01_116,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_116,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_117,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_117,True,,S_10,S_100,2.0,,,,1,idle,,,,,,
d_nikke_quiry_01_118,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_118,False,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_119,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_119,True,,S_100,S_10,0.5,,,,1,surprise,,,,,,
d_nikke_quiry_01_120,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_120,True,,S_10,S_10,1.0,,,,1,surprise,,,,,,
d_nikke_quiry_01_121,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_121,True,,S_10,S_10,1.0,,,,1,special,,,,,,
d_nikke_quiry_01_122,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_122,False,,S_10,S_10,1.0,,,,1,special,,,,,,
d_nikke_quiry_01_123,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_123,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_124,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_124,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_125,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_125,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_126,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_126,False,,S_10,S_100,0.5,,,,1,surprise,,,,,,
d_nikke_quiry_01_127,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_127,True,,S_100,S_100,1.0,bgm_story_herecomestrouble,,,1,delight,,,,,,
d_nikke_quiry_01_128,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_128,True,,S_100,S_100,1.0,,,,1,delight,,,,,,
d_nikke_quiry_01_129,d_nikke_quiry_01,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_01_129,True,,S_100,S_100,1.0,,,,1,delight,,,,,,
d_nikke_quiry_01_130,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_130,False,,S_100,1,2.0,,,,1,delight,,,,,,
d_nikke_quiry_01_131,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_131,False,,1,1,1.0,,,,1,delight,,,,,,
