id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,fade,jump_target
d_nikke_rapi_redhood_02_12,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_12,True,,4,idle,,2,angry,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_13,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_13,True,,4,idle,,2,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_14,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_14,True,,4,idle,,2,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_15,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_15,True,,4,idle,,2,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_16,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_16,False,,4,shy,,2,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_17,d_nikke_rapi_redhood_02,Narration,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_17,False,,4,shy,,2,idle,,3,40,1.0,,sfx_scn_grab,,,,,,,,,,,,
d_nikke_rapi_redhood_02_18,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_18,False,,4,idle,,2,idle,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_19,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_19,True,,4,idle,,2,shy,,40,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_20,d_nikke_rapi_redhood_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_20,False,,4,idle,,2,shy,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_21,d_nikke_rapi_redhood_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_21,False,,4,shy,,2,shy,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_22,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_22,True,,4,shy,,2,delight,,S_20,2,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_23,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_23,True,,4,shy,,2,delight,,2,2,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_24,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_24,True,,4,shy,,2,delight,,2,2,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_25,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_25,True,,4,shy,,2,delight,,2,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_26,d_nikke_rapi_redhood_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_26,False,,4,shy,,2,delight,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_27,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_27,True,,4,shy,,2,angry,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_28,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_28,True,,4,shy,,2,angry,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_29,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_29,True,,4,shy,,2,angry,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_30,d_nikke_rapi_redhood_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_30,False,,4,shy,,2,angry,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_31,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_31,True,,4,shy,,2,delight,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_32,d_nikke_rapi_redhood_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_32,False,,4,shy,,2,delight,,S_20,S_20,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_33,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_33,True,,4,shy,,2,delight,,S_20,S_200,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_34,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_34,True,,4,shy,,2,delight,,S_200,S_200,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_35,d_nikke_rapi_redhood_02,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_35,False,,4,shy,,2,delight,,S_200,S_20,1.0,,,miranda,,,,,,,,,,,
d_nikke_rapi_redhood_02_36,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_36,False,,4,shy,,,,,S_20,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_37,d_nikke_rapi_redhood_02,Narration,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_37,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_38,d_nikke_rapi_redhood_02,Monologue,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_38,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_39,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_39,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_40,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_40,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_41,d_nikke_rapi_redhood_02,Narration,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_41,False,,4,shy,,,,,40,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_42,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_42,False,,4,shy,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_43,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_43,True,,4,idle,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_44,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_44,True,,4,idle,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_45,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_45,True,,4,idle,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_46,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_46,False,,4,idle,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_47,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_47,True,,4,delight,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_48,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_48,True,,4,delight,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_49,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_49,False,,4,delight,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_50,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_50,True,,4,delight,,,,,400,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_51,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_51,True,,4,delight,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_52,d_nikke_rapi_redhood_02,Monologue,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_52,False,,4,delight,,,,,black,black,1.0,,sfx_scn_walk,,,,,,,,,,,,
d_nikke_rapi_redhood_02_53,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_53,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_54,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_54,True,,4,idle,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_55,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_55,False,,4,idle,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_56,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_56,True,,4,delight,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_57,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_57,True,,4,delight,anis,2,delight,,black,black,1.0,,,,rapi_red,miranda,12,idle,neon,14,idle,,,,
d_nikke_rapi_redhood_02_58,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_58,True,,,,,2,delight,,1,1,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_59,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_59,True,,,,,2,delight,,1,1,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_60,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_60,True,,,,,2,delight,,1,1,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_61,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_61,True,,,,,2,no,,1,20,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_62,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_62,True,,,,,2,no,,S_140,S_140,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_63,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_63,True,,,,,2,idle,,20,20,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_64,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_64,True,,,,,2,idle,,20,20,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_65,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_65,True,,,,,2,delight,,20,1,1.0,,,,,,12,idle,,14,idle,,,,
d_nikke_rapi_redhood_02_66,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_66,True,,,,,2,delight,,1,1,1.0,,,,,,12,angry,,14,idle,,,,
d_nikke_rapi_redhood_02_67,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_67,True,,,,,2,delight,,1,1,1.0,,,,,,12,angry,,14,idle,,,,
d_nikke_rapi_redhood_02_68,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_68,True,,,,,2,idle,,1,1,1.0,,,,,,12,angry,,14,idle,,,,
d_nikke_rapi_redhood_02_69,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_69,False,,,,,2,no,,1,20,1.0,,,,,,12,angry,,14,idle,,,,
d_nikke_rapi_redhood_02_70,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_70,True,,,,,2,no,,20,20,1.0,,,,,,12,angry,,14,idle,,,,
d_nikke_rapi_redhood_02_71,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_71,True,,,,,2,no,,S_140,S_140,1.0,,,,,,12,angry,,14,surprise,,,,
d_nikke_rapi_redhood_02_72,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_72,True,,,,,2,idle,,20,20,1.0,,,,,,12,angry,,14,surprise,,,,
d_nikke_rapi_redhood_02_73,d_nikke_rapi_redhood_02,Speech,anis,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_73,False,,,,,2,idle,,20,20,1.0,,,,,,12,angry,,14,delight,,,,
d_nikke_rapi_redhood_02_74,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_74,True,,,,,2,idle,,20,20,1.0,,,,,,12,angry,,14,delight,,,,
d_nikke_rapi_redhood_02_75,d_nikke_rapi_redhood_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_75,True,,,,,2,idle,,20,S_120,1.0,,,,,,12,delight,,14,delight,,,,
d_nikke_rapi_redhood_02_76,d_nikke_rapi_redhood_02,Monologue,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_76,False,rapi_red,4,idle,,2,idle,ShoppingMall,black,black,1.0,none,,anis,,,12,delight,,14,delight,miranda,neon,,
d_nikke_rapi_redhood_02_77,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_77,False,,4,idle,,,,,4,4,1.0,bgm_story_apricot,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_78,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_78,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_79,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_79,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_80,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_80,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_81,d_nikke_rapi_redhood_02,Narration,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_81,False,,4,idle,,,,Storage,4,4,1.0,,sfx_scn_autodooropen,,,,,,,,,,,black,
d_nikke_rapi_redhood_02_82,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_82,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_83,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_83,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_84,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_84,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_85,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_85,False,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_86,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_86,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_87,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_87,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_88,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_88,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_89,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_89,False,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_90,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_90,False,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_91,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_91,False,,4,idle,,,,,4,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_92,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_92,True,,4,think,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_93,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_93,True,,4,think,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_94,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_94,False,,4,think,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_95,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_95,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_96,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_96,True,,4,shy,,,,,40,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_97,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_97,False,,4,shy,,,,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_98,d_nikke_rapi_redhood_02,Choice,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_98,False,,4,shy,,,,,400,400,1.0,,,,,,,,,,,,,,d_nikke_rapi_redhood_02_100
d_nikke_rapi_redhood_02_99,d_nikke_rapi_redhood_02,Choice,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_99,False,,4,shy,,,,,400,400,1.0,,,,,,,,,,,,,,d_nikke_rapi_redhood_02_102
d_nikke_rapi_redhood_02_100,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_100,True,,4,idle,,,,,400,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_101,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_101,True,,4,idle,,,,,40,40,1.0,,,,,,,,,,,,,,d_nikke_rapi_redhood_02_104
d_nikke_rapi_redhood_02_102,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_102,False,,4,idle,,,,,400,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_103,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_103,True,,4,idle,,,,,40,40,1.0,,,,,,,,,,,,,,d_nikke_rapi_redhood_02_104
d_nikke_rapi_redhood_02_104,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_104,True,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_105,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_105,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_106,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_106,True,,4,delight,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_107,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_107,True,,4,delight,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_108,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_108,False,,4,delight,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_109,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_109,False,,4,delight,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_110,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_110,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_111,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_111,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_112,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_112,True,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_113,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_113,False,,4,shy,,,,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_114,d_nikke_rapi_redhood_02,Monologue,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_114,False,,4,idle,,,,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_115,d_nikke_rapi_redhood_02,Narration,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_115,False,,4,idle,,,,,40,40,1.0,,sfx_scn_tablettapping,,,,,,,,,,,,
d_nikke_rapi_redhood_02_116,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_116,False,,4,idle,,,,,40,4,1.0,,,,,,,,,,,,,,
