id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/hide_char_id,fade,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_05_36,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_36,True,,3,no,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_37,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_37,True,,3,no,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_38,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_38,True,,3,idle,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_39,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_39,True,,3,idle,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_40,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_40,True,,3,no,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_41,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_41,True,,3,no,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_42,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_42,True,,3,no,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_43,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_43,False,,3,think,,,,,1,worry,,2,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_44,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_44,True,,3,think,,,,,1,worry,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_45,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_45,True,,3,think,,,,,1,worry,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_46,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_46,False,,3,think,,,,,1,surprise,,30,10,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_47,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_47,True,,3,think,,,,,1,surprise,,10,10,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_48,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_48,True,,3,no,,,,,1,surprise,,10,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_49,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_49,True,,3,no,,,,,1,surprise,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_50,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_50,True,,3,no,,,,,1,surprise,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_51,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_51,True,,3,no,,,,,1,surprise,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_52,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_52,True,,3,no,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_53,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_53,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_54,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_54,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_55,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_55,True,,3,angry,,,,,1,think,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_56,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_56,True,,3,angry,,,,,1,think,,2,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_57,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_57,True,,3,angry,,,,,1,think,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_58,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_58,True,,3,angry,,,,,1,think,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_59,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_59,True,,3,angry,,,,,1,think,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_60,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_60,True,,3,angry,,,,,1,worry,,10,10,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_61,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_61,True,,3,angry,,,,,1,worry,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_62,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_62,True,,3,angry,,,,,1,worry,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_63,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_63,True,,3,angry,,,,,1,worry,,30,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_64,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_64,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_65,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_65,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_66,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_66,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_67,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_67,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_68,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_68,True,,3,angry,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_69,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_69,True,,3,smile,,,,,1,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_70,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_70,True,,3,smile,,,,,1,smile,,2,10,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_71,d_nikke_rapunzel_puregrace_05,Narration,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_71,False,,5,smile,,,,,1,smile,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_72,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_72,True,,5,smile,snowwhite_o,3,sad,redhood,1,smile,WasteLand_03,12,12,1.0,,event_bgm_redash_alldownhill,redhood,,black,rapunzel_o,redshoes,dorothy,13,think,,,,,,,,,
d_nikke_rapunzel_puregrace_05_73,d_nikke_rapunzel_puregrace_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_73,True,,,,,3,sad,,1,smile,,12,12,1.0,,,dorothy,,,,,,13,think,,,,,,,,,
d_nikke_rapunzel_puregrace_05_74,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_74,True,,,,,3,sad,,1,idle,,12,12,1.0,,,redhood,,,,,,13,think,,,,,,,,,
d_nikke_rapunzel_puregrace_05_75,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_75,True,,,,,3,sad,,1,idle,,12,12,1.0,,,redhood,,,,,,13,think,,,,,,,,,
d_nikke_rapunzel_puregrace_05_76,d_nikke_rapunzel_puregrace_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_76,True,,,,,3,sad,,1,idle,,12,130,1.0,,,dorothy,,,,,,13,no,,,,,,,,,
d_nikke_rapunzel_puregrace_05_77,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_77,True,,,,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,liliweiss,15,idle,commander,17,no,,,
d_nikke_rapunzel_puregrace_05_78,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_78,True,,,,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_79,d_nikke_rapunzel_puregrace_05,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_79,True,,,,,3,sad,,1,idle,,S_30,S_30,1.0,,,snowwhite_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_80,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_80,True,,,,,3,sad,,1,idle,,150,150,1.0,,,liliweiss,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_81,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_81,True,,,,,3,sad,,1,idle,,150,150,1.0,,,liliweiss,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_82,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_82,True,,,,,3,sad,,1,no,,150,12,1.0,,,redhood,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_83,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_83,True,,,,,3,sad,,1,no,,12,12,1.0,,,redhood,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_84,d_nikke_rapunzel_puregrace_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_84,True,,,,,3,sad,,1,no,,12,12,1.0,,,dorothy,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_85,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_85,True,,,,,3,sad,,1,smile,,12,12,1.0,,,redhood,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_86,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_86,True,rapunzel_o,5,idle,,3,sad,,1,smile,,5,5,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_87,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_87,True,,5,idle,,3,sad,,1,idle,,10,10,1.0,,,redhood,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_88,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_88,True,,5,idle,,3,sad,,1,idle,,10,10,1.0,,,redhood,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_89,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_89,True,,5,think,,3,sad,,1,idle,,5,5,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_90,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_90,True,,5,think,,3,sad,,1,idle,,5,5,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_91,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_91,True,,5,think,,3,sad,,1,idle,,150,150,1.0,,,liliweiss,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_92,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_92,True,,5,angry,,3,sad,,1,idle,,5,50,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_93,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_93,True,,5,angry,,3,sad,,1,idle,,50,50,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_94,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_94,True,,5,angry,,3,sad,,1,idle,,50,50,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_95,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_95,True,,5,angry,,3,sad,,1,idle,,50,50,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_96,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_96,True,,5,angry,,3,sad,,1,idle,,50,50,1.0,,,rapunzel_o,,,,,,13,think,,15,idle,,17,no,,,
