id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target
d_nikke_sakura_bloominsummer_01_25,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_25,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_26,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_26,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_27,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_27,False,,20,20,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_28,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_28,False,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_29,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_29,True,,20,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_30,d_nikke_sakura_bloominsummer_01,Choice,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_30,False,,200,200,1.0,,,sakura_s,,,2,idle,d_nikke_sakura_bloominsummer_01_32
d_nikke_sakura_bloominsummer_01_31,d_nikke_sakura_bloominsummer_01,Choice,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_31,False,,200,200,1.0,,,sakura_s,,,2,idle,d_nikke_sakura_bloominsummer_01_33
d_nikke_sakura_bloominsummer_01_32,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_32,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,d_nikke_sakura_bloominsummer_01_34
d_nikke_sakura_bloominsummer_01_33,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_33,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,d_nikke_sakura_bloominsummer_01_34
d_nikke_sakura_bloominsummer_01_34,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_34,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_35,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_35,False,,200,200,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_36,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_36,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_37,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_37,True,,200,20,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_38,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_38,False,,20,20,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_39,d_nikke_sakura_bloominsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_39,False,,20,50,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_40,d_nikke_sakura_bloominsummer_01,Narration,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_40,False,,50,5,1.0,sfx_scn_ballonsand,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_41,d_nikke_sakura_bloominsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_41,False,,5,5,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_42,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_42,True,,5,2,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_43,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_43,False,,2,2,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_44,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_44,True,,2,2,1.0,,,sakura_s,sakura_s,,2,delight,
d_nikke_sakura_bloominsummer_01_45,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_45,False,,2,2,1.0,,,sakura_s,,,2,delight,
d_nikke_sakura_bloominsummer_01_46,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_46,True,,2,2,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_47,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_47,False,,2,2,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_48,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_48,True,,2,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_49,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_49,False,,20,20,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_50,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_50,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_51,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_51,True,,20,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_52,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_52,False,,200,200,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_53,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_53,True,,200,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_54,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_54,True,,200,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_55,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_55,True,,200,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_56,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_56,True,,200,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_57,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_57,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_58,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_58,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_59,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_59,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_60,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_60,False,,20,20,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_61,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_61,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_62,d_nikke_sakura_bloominsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_62,False,,20,200,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_63,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_63,False,,200,200,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_64,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_64,True,,200,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_65,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_65,True,,200,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_66,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_66,True,,200,200,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_67,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_67,False,,200,200,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_68,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_68,True,,200,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_69,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_69,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_70,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_70,True,,20,20,1.0,,,sakura_s,sakura_s,,2,idle,
d_nikke_sakura_bloominsummer_01_71,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_71,False,,20,20,1.0,,,sakura_s,,,2,idle,
d_nikke_sakura_bloominsummer_01_72,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_72,True,,20,20,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_73,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_73,True,,20,20,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_74,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_74,False,,20,20,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_75,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_75,True,,20,20,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_76,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_76,True,,20,20,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_77,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_77,False,,20,20,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_78,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_78,True,,20,200,1.0,,,sakura_s,sakura_s,,2,surprise,
d_nikke_sakura_bloominsummer_01_79,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_79,False,,200,200,1.0,,,sakura_s,,,2,surprise,
d_nikke_sakura_bloominsummer_01_80,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_80,False,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_81,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_81,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_82,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_82,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_83,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_83,True,,200,200,1.0,,,sakura_s,sakura_s,,2,smile,
d_nikke_sakura_bloominsummer_01_84,d_nikke_sakura_bloominsummer_01,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_84,False,,200,200,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_85,d_nikke_sakura_bloominsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_85,False,,200,200,1.0,,,sakura_s,,,2,smile,
d_nikke_sakura_bloominsummer_01_86,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_86,True,,200,200,1.0,,,sakura_s,sakura_s,,2,delight,
d_nikke_sakura_bloominsummer_01_87,d_nikke_sakura_bloominsummer_01,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_87,True,,200,200,1.0,,,sakura_s,sakura_s,,2,delight,
d_nikke_sakura_bloominsummer_01_88,d_nikke_sakura_bloominsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_01_88,False,,200,200,1.0,,,sakura_s,,,2,delight,
