id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_eleggboomandshock_04_23,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_23,True,,13,113,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_24,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_24,True,,113,113,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_25,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_25,True,,113,113,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_26,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_26,True,,113,113,1.0,none,,1,surprise,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_27,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_27,True,,113,113,1.0,,,1,surprise,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_28,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_28,True,,113,113,1.0,bgm_story_cottoncandy,,1,surprise,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_29,d_nikke_eleggboomandshock_04,Monologue,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_29,False,,black,black,1.0,,,1,surprise,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_30,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_30,True,,1300,130,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_31,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_31,True,,130,130,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_32,d_nikke_eleggboomandshock_04,Self,dorothy_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_32,False,,130,130,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_33,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_33,True,,30,30,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_34,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_34,True,,30,30,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_35,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_35,True,,30,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_36,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_36,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_37,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_37,False,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_38,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_38,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_39,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_39,True,,S_10,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_40,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_40,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_41,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_41,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_42,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_42,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_43,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_43,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_44,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_44,True,,30,30,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_45,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_45,True,,130,130,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_46,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_46,True,,130,S_10,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_47,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_47,True,,S_10,31,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_48,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_48,True,,31,31,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_49,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_49,True,,31,31,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_50,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_50,True,,31,31,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_51,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_51,True,,31,31,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_52,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_52,True,,31,113,1.5,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_53,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_53,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_54,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_54,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_55,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_55,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_56,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_56,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_57,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_57,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_58,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_58,True,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_59,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_59,False,,113,113,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_60,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_60,True,,30,300,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_61,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_61,True,,300,300,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_62,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_62,True,,300,30,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_63,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_63,True,,130,130,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_64,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_64,True,,130,130,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_65,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_65,True,,30,30,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_66,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_66,True,,130,130,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_67,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_67,True,,130,130,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_68,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_68,True,,130,130,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_69,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_69,True,,30,30,1.0,,,1,idle,,13,think,,3,delight
d_nikke_eleggboomandshock_04_70,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_70,True,,130,130,1.0,,,1,idle,,13,special,,3,delight
d_nikke_eleggboomandshock_04_71,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_71,True,,130,113,1.0,,,1,surprise,,13,special,,3,delight
d_nikke_eleggboomandshock_04_72,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_72,True,,113,113,1.0,,,1,surprise,,13,special,,3,delight
d_nikke_eleggboomandshock_04_73,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_73,True,,113,113,1.0,,,1,surprise,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_74,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_74,True,,113,113,1.0,,,1,no,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_75,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_75,True,,113,113,1.0,,,1,no,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_76,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_76,True,,113,113,1.0,,,1,no,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_77,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_77,False,,113,113,1.0,,,1,no,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_78,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_78,True,,113,1,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_79,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_79,True,,1,1,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_80,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_80,True,,1,1,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_81,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_81,True,,1,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_82,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_82,False,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_83,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_83,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_84,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_84,False,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_85,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_85,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_86,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_86,False,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_87,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_87,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_88,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_88,False,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_89,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_89,True,,S_10,S_10,1.0,,,1,think,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_90,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_90,False,,S_10,S_10,1.0,,,1,think,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_91,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_91,False,,S_10,S_10,1.0,,,1,think,,13,idle,,3,delight
d_nikke_eleggboomandshock_04_92,d_nikke_eleggboomandshock_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_92,True,,S_10,130,1.0,,,1,think,,13,think,,3,delight
d_nikke_eleggboomandshock_04_93,d_nikke_eleggboomandshock_04,Speech,rapi_ss,rapi_ss,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_93,False,,30,30,1.0,,,1,think,,13,think,,3,delight
d_nikke_eleggboomandshock_04_94,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_94,True,,30,S_10,1.0,,,1,think,,13,think,,3,delight
d_nikke_eleggboomandshock_04_95,d_nikke_eleggboomandshock_04,Self,elegg_s,,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_95,False,,S_10,S_10,1.0,,,1,think,,13,think,,3,delight
d_nikke_eleggboomandshock_04_96,d_nikke_eleggboomandshock_04,Speech,elegg_s,elegg_s,Locale_NikkeEpisode:d_nikke_eleggboomandshock_04_96,True,,S_10,S_100,0.5,,,1,idle,,13,think,,3,delight
