id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_helm_04_24,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_24,True,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_25,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_25,True,,10,10,1.3,,,,1,idle
treasurestory_helm_04_26,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_26,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_27,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_27,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_28,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_28,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_29,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_29,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_30,treasurestory_helm_04,Narration,helm,,Locale_NikkeEpisode:treasurestory_helm_04_30,False,,10,10,1.0,,sfx_scn_emptyshell,,1,idle
treasurestory_helm_04_31,treasurestory_helm_04,Monologue,helm,,Locale_NikkeEpisode:treasurestory_helm_04_31,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_32,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_32,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_33,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_33,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_34,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_34,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_35,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_35,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_36,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_36,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_37,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_37,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_38,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_38,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_39,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_39,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_40,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_40,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_41,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_41,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_42,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_42,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_43,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_43,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_44,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_44,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_45,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_45,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_46,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_46,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_47,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_47,True,,10,100,1.3,none,,,1,surprise
treasurestory_helm_04_48,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_48,True,,100,100,1.0,,,,1,surprise
treasurestory_helm_04_49,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_49,False,,100,100,1.0,,,,1,idle
treasurestory_helm_04_50,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_50,True,,100,100,1.0,,,,1,idle
treasurestory_helm_04_51,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_51,True,,100,100,1.0,bgm_story_sunshinesorrow,,,1,shy
treasurestory_helm_04_52,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_52,False,,100,100,1.0,,,,1,shy
treasurestory_helm_04_53,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_53,True,,100,10,1.3,,,,1,idle
treasurestory_helm_04_54,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_54,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_55,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_55,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_56,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_56,True,,10,10,1.0,,,,1,delight
treasurestory_helm_04_57,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_57,False,,10,10,1.0,,,,1,delight
treasurestory_helm_04_58,treasurestory_helm_04,Monologue,helm,,Locale_NikkeEpisode:treasurestory_helm_04_58,False,,10,10,1.0,,,,1,delight
treasurestory_helm_04_59,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_59,True,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_60,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_60,False,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_61,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_61,True,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_62,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_62,False,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_63,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_63,False,,10,100,1.3,,,,1,surprise
