id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id,characters/0/hide_char_id,conversation_id
d_nikke_epinel_01_13,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_13,True,,L_140,L_140,1.0,,rumani,rumani,,,14,idle,,,,,,,,,,,,
d_nikke_epinel_01_14,d_nikke_epinel_01,Narration,Locale_NikkeEpisode:d_nikke_epinel_01_14,False,,4,4,1.0,,,,Low_2,,14,idle,,,,,sfx_scn_trip,,,,,,,
d_nikke_epinel_01_15,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_15,True,,4,10,1.0,,youngwoman,mc,,,14,idle,youngwoman,1,idle,,,,,,,,,
d_nikke_epinel_01_16,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_16,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,,,,,,
d_nikke_epinel_01_17,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_17,True,,10,10,0.5,,youngwoman,mc,,,14,idle,,1,idle,,,,,,,,,
d_nikke_epinel_01_18,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_18,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,,,,,,
d_nikke_epinel_01_19,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_19,True,,10,5,0.5,,teenagerfans,teenagerfans,Low_2,,14,idle,,1,idle,,,,,,,,,
d_nikke_epinel_01_20,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_20,True,,5,5,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,epinel,5,idle,,,,
d_nikke_epinel_01_21,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_21,False,,5,5,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,"expression_0,think",,,,
d_nikke_epinel_01_22,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_22,True,,5,9,0.5,,teenagerfans,teenagerfans,,,14,idle,,1,idle,,sfx_scn_crowdcheer,,5,think,,,,
d_nikke_epinel_01_23,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_23,True,,9,900,0.5,,teenagerfans,teenagerfans,Low_2,,14,idle,,1,idle,,,,5,think,,,,
d_nikke_epinel_01_24,d_nikke_epinel_01,Choice,Locale_NikkeEpisode:d_nikke_epinel_01_24,False,,L_140,L_140,1.0,,,,,,14,idle,,1,idle,,,,5,think,d_nikke_epinel_01_26,,,
d_nikke_epinel_01_25,d_nikke_epinel_01,Choice,Locale_NikkeEpisode:d_nikke_epinel_01_25,False,,L_140,L_140,1.0,,,,,,14,idle,,1,idle,,,,5,think,d_nikke_epinel_01_26,,,
d_nikke_epinel_01_26,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_26,True,,L_140,L_140,1.0,,rumani,rumani,,,14,surprise,,1,idle,,,,5,think,,,,
d_nikke_epinel_01_27,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_27,True,,L_140,L_140,1.0,,rumani,rumani,,,14,sad,,1,idle,,,,5,think,,,,
d_nikke_epinel_01_28,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_28,True,,5,XS_50,0.7,,teenagerfans,teenagerfans,,,14,sad,,1,idle,,,,5,"expression_0,think",,,,
d_nikke_epinel_01_29,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_29,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,5,think,,,,
d_nikke_epinel_01_30,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_30,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,5,think,,,,
d_nikke_epinel_01_31,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_31,False,,10,1,0.5,,epinel,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_32,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_32,False,,1,5,1.0,,epinel,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_33,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_33,False,,5,5,1.0,,epinel,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_34,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_34,True,,5,5,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_35,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_35,True,,5,5,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_36,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_36,False,,5,5,1.0,,epinel,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_37,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_37,False,,5,5,1.0,,epinel,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_38,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_38,False,,5,5,1.0,,epinel,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_39,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_39,True,,5,XS_50,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_40,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_40,True,,XS_50,XS_50,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_41,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_41,True,,XS_50,XS_50,0.5,,epinel,epinel,,,14,idle,,1,idle,,,,4,delight,,,,
d_nikke_epinel_01_42,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_42,True,,XS_50,XS_50,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,delight,,,,
d_nikke_epinel_01_43,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_43,True,,1,10,0.5,,youngwoman,mc,,,14,idle,,1,idle,,,,5,delight,,,,
d_nikke_epinel_01_44,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_44,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,5,delight,,,,
d_nikke_epinel_01_45,d_nikke_epinel_01,Choice,Locale_NikkeEpisode:d_nikke_epinel_01_45,False,,14,14,1.0,,rumani,,,,14,idle,,1,idle,,,,5,delight,d_nikke_epinel_01_47,,,
d_nikke_epinel_01_46,d_nikke_epinel_01,Choice,Locale_NikkeEpisode:d_nikke_epinel_01_46,False,,14,14,1.0,,rumani,,,,14,idle,,1,idle,,,,5,delight,d_nikke_epinel_01_50,,,
d_nikke_epinel_01_47,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_47,True,,14,14,1.0,,rumani,rumani,,,14,sad,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_48,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_48,True,,14,14,1.0,,rumani,rumani,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_49,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_49,True,,14,14,1.0,,rumani,rumani,,,14,idle,,1,idle,,,,5,idle,d_nikke_epinel_01_54,,,
d_nikke_epinel_01_50,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_50,True,,14,14,1.0,,rumani,rumani,,,14,no,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_51,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_51,True,,14,14,1.0,,rumani,rumani,,,14,no,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_52,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_52,True,,14,14,1.0,,rumani,rumani,,,14,no,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_53,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_53,True,,14,14,1.0,,rumani,rumani,,,14,idle,,1,idle,,,,5,idle,d_nikke_epinel_01_54,,,
d_nikke_epinel_01_54,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_54,True,,14,14,0.7,,rumani,rumani,,,14,shy,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_55,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_55,True,,14,14,1.0,,rumani,rumani,,,14,shy,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_56,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_56,True,,14,L_140,1.0,,rumani,rumani,,,14,shy,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_57,d_nikke_epinel_01,Self,Locale_NikkeEpisode:d_nikke_epinel_01_57,False,,L_140,L_140,1.0,,rumani,,,,14,shy,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_58,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_58,True,,L_140,L_140,1.0,,rumani,rumani,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_59,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_59,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_60,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_60,True,,10,10,1.0,,youngwoman,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_61,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_61,True,,10,1,0.5,,youngwoman,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_62,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_62,True,,1,5,0.5,,youngwoman,mc,,,14,idle,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_63,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_63,True,,5,5,1.0,,epinel,epinel,,,14,idle,,1,idle,,,,5,delight,,,,
d_nikke_epinel_01_64,d_nikke_epinel_01,Narration,Locale_NikkeEpisode:d_nikke_epinel_01_64,False,none,5,5,1.0,none,,,,,14,idle,,1,idle,youngwoman,sfx_scn_skateboarding,,5,delight,,epinel,,
d_nikke_epinel_01_65,d_nikke_epinel_01,Narration,Locale_NikkeEpisode:d_nikke_epinel_01_65,False,City,black,black,1.0,,,,,,14,idle,,,,,,,,,,,,
d_nikke_epinel_01_66,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_66,False,,5,5,1.0,,epinel,epinel,,,14,surprise,,,,,,epinel,5,idle,,,,
d_nikke_epinel_01_67,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_67,False,,14,14,1.5,,rumani,rumani,,,14,surprise,,,,,,,5,idle,,,,
d_nikke_epinel_01_68,d_nikke_epinel_01,Self,Locale_NikkeEpisode:d_nikke_epinel_01_68,False,,14,14,1.0,bgm_story_crawlinganxiety,rumani,,,,14,surprise,,,,,,,5,idle,,,,
d_nikke_epinel_01_69,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_69,True,,14,14,1.0,,rumani,rumani,,,14,surprise,,,,,,,5,idle,,,,
d_nikke_epinel_01_70,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_70,True,,14,14,1.0,,rumani,rumani,,,14,surprise,,,,,,,5,idle,,,,
d_nikke_epinel_01_71,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_71,True,,14,14,1.0,,rumani,rumani,,,14,surprise,,,,,,,5,idle,,,,
d_nikke_epinel_01_72,d_nikke_epinel_01,Narration,Locale_NikkeEpisode:d_nikke_epinel_01_72,False,none,14,14,2.0,,,,,,14,surprise,,,,,,,5,idle,,,rumani,
d_nikke_epinel_01_73,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_73,True,City,1,1,1.0,,youngwoman,mc,,,,,youngwoman,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_74,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_74,True,,1,1,1.0,,youngwoman,mc,,,,,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_75,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_75,True,,1,1,1.0,,youngwoman,mc,,,,,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_76,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_76,True,,1,1,1.0,,youngwoman,mc,,,,,,1,idle,,,,5,idle,,,,
d_nikke_epinel_01_77,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_77,True,,1,5,0.7,,epinel,epinel,,,,,,1,idle,,,,5,pain,,,,
d_nikke_epinel_01_78,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_78,True,,5,5,1.0,,epinel,epinel,,,,,,1,idle,youngwoman,,,5,pain,,,,
d_nikke_epinel_01_79,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_79,True,,5,XS_50,1.0,,epinel,epinel,,rumani,14,idle,,,,,,,5,pain,,,,
d_nikke_epinel_01_80,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_80,True,,14,14,1.0,,rumani,rumani,,,14,sad,,,,,,,5,pain,,,,
d_nikke_epinel_01_81,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_81,True,,14,14,1.0,,rumani,rumani,,,14,sad,,,,,,,5,pain,,,,
d_nikke_epinel_01_82,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_82,True,,14,14,1.0,,rumani,rumani,,,14,sad,,,,,,,5,pain,,,,
d_nikke_epinel_01_83,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_83,True,,14,14,1.0,,rumani,rumani,,,14,sad,,,,,,,5,pain,,,,
d_nikke_epinel_01_84,d_nikke_epinel_01,Self,Locale_NikkeEpisode:d_nikke_epinel_01_84,False,,14,14,1.0,,rumani,,,,14,sad,,,,,,,5,pain,,,,
d_nikke_epinel_01_85,d_nikke_epinel_01,Monologue,Locale_NikkeEpisode:d_nikke_epinel_01_85,False,,black,black,1.0,,rumani,,Low_2,,14,sad,,,,,,,5,pain,,epinel,rumani,
d_nikke_epinel_01_86,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_86,False,,5,5,1.0,,epinel,epinel,,,,,,,,,,epinel,5,pain,,,,
d_nikke_epinel_01_87,d_nikke_epinel_01,Self,Locale_NikkeEpisode:d_nikke_epinel_01_87,False,,5,5,1.0,,epinel,,,,,,,,,,,,5,pain,,,,
d_nikke_epinel_01_88,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_88,True,,5,5,1.0,,epinel,epinel,,,,,,,,,,,5,pain,,,,
d_nikke_epinel_01_89,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_89,True,,5,5,1.0,,epinel,epinel,,,,,,,,,,,5,pain,,,,
d_nikke_epinel_01_90,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_90,True,,5,5,1.0,,epinel,epinel,,,,,,,,,,,5,pain,,,,
d_nikke_epinel_01_91,d_nikke_epinel_01,Self,Locale_NikkeEpisode:d_nikke_epinel_01_91,False,,5,5,1.0,,epinel,,,,,,,,,,,,5,pain,,,,
d_nikke_epinel_01_92,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_92,True,,5,5,1.0,,epinel,epinel,,,,,,,,,,,5,pain,,,,
d_nikke_epinel_01_93,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_93,True,,5,5,1.0,,epinel,epinel,,rumani,14,no,,,,,,,5,pain,,,,
d_nikke_epinel_01_94,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_94,True,,5,4,1.0,,rumani,rumani,,,3,no,,,,,,,5,pain,,,,
d_nikke_epinel_01_95,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_95,True,,4,4,1.0,,rumani,rumani,,,3,no,,,,,,,5,pain,,,,
d_nikke_epinel_01_96,d_nikke_epinel_01,Speech,Locale_NikkeEpisode:d_nikke_epinel_01_96,True,,4,4,1.0,,rumani,rumani,,,3,no,,,,,,,5,pain,,,,
d_nikke_epinel_01_97,d_nikke_epinel_01,Self,Locale_NikkeEpisode:d_nikke_epinel_01_97,False,,4,4,1.0,,rumani,,,,3,no,,,,,,,5,pain,,,,
d_nikke_epinel_01_98,d_nikke_epinel_01,Monologue,Locale_NikkeEpisode:d_nikke_epinel_01_98,False,,4,4,1.0,,rumani,,,,3,no,,,,,,,5,pain,,,,m_nikke_epinel_01
