id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_nikke_ce_003_01_01_11,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_11,True,,1,idle,,13,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_12,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_12,True,,1,idle,,13,serious,,S_10,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_13,d_nikke_ce_003_01_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_13,False,,1,idle,,13,serious,,12,12,1.0,,sfx_scn_cookknife,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_14,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_14,True,,1,idle,,13,sad,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_15,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_15,True,,1,idle,,13,sad,,12,S_130,0.6,,,,Low_2,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_16,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_16,True,,1,worry,,13,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_17,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_17,True,,1,surprise,,13,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_18,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_18,True,,1,surprise,,13,sad,,S_10,S_10,1.0,,sfx_scn_soup,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_19,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_19,True,,1,idle,,13,sad,,S_10,S_10,1.0,,sfx_scn_sinkwater,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_20,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_20,True,,1,idle,,13,shy,,S_10,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_21,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_21,True,,1,idle,,13,shy,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_22,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_22,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_23,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_23,True,,5,idle,,13,idle,,S_130,14,1.0,,sfx_scn_servingcart,black,,femaleguest,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_24,d_nikke_ce_003_01_01,Speech,femaleguest,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_01_01_24,True,,5,idle,,13,idle,,14,14,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_25,d_nikke_ce_003_01_01,Speech,femaleguest,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_01_01_25,True,,5,idle,,13,idle,,14,14,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_26,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_26,True,,5,idle,,13,sad,,14,14,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_27,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_27,True,,1,surprise,,13,sad,,14,S_10,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_28,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_28,True,,1,idle,,13,sad,,S_10,S_10,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_29,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_29,True,,1,idle,,13,idle,,S_10,14,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_30,d_nikke_ce_003_01_01,Speech,femaleguest,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_01_01_30,True,,1,idle,,13,idle,,14,14,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_31,d_nikke_ce_003_01_01,Speech,femaleguest,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_01_01_31,True,,1,idle,,13,idle,,14,14,1.0,,,,,,15,idle,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_32,d_nikke_ce_003_01_01,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_32,False,,1,idle,,13,idle,,black,black,1.0,,,,,,15,idle,femaleguest,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_33,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_33,True,,1,surprise,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_34,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_34,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_35,d_nikke_ce_003_01_01,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_35,False,,1,idle,,13,idle,,S_10,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_36,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_36,True,,1,idle,,13,think,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_37,d_nikke_ce_003_01_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_37,False,,5,idle,,1,idle,,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_38,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_38,True,,5,idle,,13,think,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_39,d_nikke_ce_003_01_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_39,False,,5,idle,,13,think,,13,S_130,0.6,bgm_story_tomboyprincess,sfx_scn_sodafalling2,,Low_2,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_40,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_40,True,,5,idle,,13,sad,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_41,d_nikke_ce_003_01_01,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_41,False,,1,idle,,13,sad,,S_130,1,1.0,,sfx_scn_putdown,,,,,,,cocoa,17,idle,ade,19,idle,,,,,,,,,,,
d_nikke_ce_003_01_01_42,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_42,True,,1,idle,,13,sad,,1,S_10,1.0,,,,,,,,,,15,idle,,17,idle,,,,,,,,,,,
d_nikke_ce_003_01_01_43,d_nikke_ce_003_01_01,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_01_01_43,True,,1,idle,,13,idle,,16,16,1.0,,,,,,,,,,15,delight,,17,idle,,,,,,,,,,,
d_nikke_ce_003_01_01_44,d_nikke_ce_003_01_01,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_01_01_44,True,,1,idle,,13,idle,,16,16,1.0,,,,,,,,,,15,delight,,17,idle,,,,,,,,,,,
d_nikke_ce_003_01_01_45,d_nikke_ce_003_01_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_01_45,True,,1,idle,,13,idle,,16,16,1.0,,,,,,,,,,15,delight,,17,idle,,,,,,,,,,,
d_nikke_ce_003_01_01_46,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_46,True,,1,idle,,13,idle,,16,12,1.0,,,black,,,,,,,17,delight,,19,idle,cocoa,ade,,,,,,,,,
d_nikke_ce_003_01_01_47,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_47,True,,1,surprise,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_48,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_48,True,,1,surprise,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_49,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_49,True,,1,surprise,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_50,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_50,True,,1,surprise,,13,sad,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_51,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_51,True,,1,surprise,,13,sad,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_52,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_52,True,,1,idle,,13,sad,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_53,d_nikke_ce_003_01_01,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_53,False,,1,idle,,13,sad,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_54,d_nikke_ce_003_01_01,Narration,diesel,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_54,False,,1,idle,,13,idle,,12,3,1.0,,sfx_scn_toyshopbell,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_01_01_55,d_nikke_ce_003_01_01,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_01_55,True,,1,idle,,13,idle,,3,3,1.0,,,,,,,,,,,,,,,,,diesel,3,idle,brid,5,idle,soline,7,idle
d_nikke_ce_003_01_01_56,d_nikke_ce_003_01_01,Speech,brid,brid,Locale_NikkeEpisode:d_nikke_ce_003_01_01_56,True,,1,idle,,13,idle,,3,6,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_57,d_nikke_ce_003_01_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_01_57,True,,1,idle,,13,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_58,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_58,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_59,d_nikke_ce_003_01_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_01_59,True,,1,idle,,13,sad,,S_130,S_1300,0.3,,,,Low_2,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_60,d_nikke_ce_003_01_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_60,False,,1,idle,,13,sad,,black,black,1.0,,sfx_scn_trip,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_61,d_nikke_ce_003_01_01,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_61,False,,1,idle,,13,sad,,1,S_10,0.6,,sfx_scn_putdown,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_62,d_nikke_ce_003_01_01,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_01_62,False,,1,idle,,13,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_63,d_nikke_ce_003_01_01,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_01_63,True,,1,"expression_0,idle",,13,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_01_01_64,d_nikke_ce_003_01_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_01_64,False,,1,idle,,13,sad,,7,S_70,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,shy
d_nikke_ce_003_01_01_65,d_nikke_ce_003_01_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_01_65,True,,1,idle,,13,shy,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,3,idle,,5,idle,,7,surprise
