id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_mori_04_49,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_49,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_50,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_50,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_51,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_51,True,,S_170,S_170,1.0,,neon,neon,,,,1,think,,,13,worry,,,15,idle,,,17,delight,
d_nikke_mori_04_52,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_52,True,,130,130,1.0,,anis,anis,,,,1,think,,,13,idle,,,15,idle,,,17,delight,
d_nikke_mori_04_53,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_53,True,,130,150,1.0,,rapi,rapi,,,,1,think,,,13,idle,,,15,idle,,,17,delight,
d_nikke_mori_04_54,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_54,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_55,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_55,True,,S_10,S_100,1.0,,mori,mori,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_56,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_56,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_57,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_57,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_58,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_58,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_59,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_59,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_60,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_60,True,,S_1700,S_1700,1.0,,neon,neon,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_61,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_61,True,,S_1700,S_1700,1.0,,neon,neon,,,,1,think,,,13,idle,,,15,idle,,,17,no,
d_nikke_mori_04_62,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_62,True,,1300,1300,1.0,,anis,anis,,,,1,think,,,13,worry,,,15,idle,,,17,no,
d_nikke_mori_04_63,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_63,True,,1300,1300,1.0,,anis,anis,,,,1,think,,,13,idle,,,15,idle,,,17,no,
d_nikke_mori_04_64,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_64,True,,1500,1500,1.0,,rapi,rapi,,,,1,think,,,13,idle,,,15,idle,,,17,no,
d_nikke_mori_04_65,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_65,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_66,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_66,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_67,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_67,False,,black,black,1.0,,rapi,,,,,1,think,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_68,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_68,True,,1500,1500,1.0,,rapi,rapi,,,,3,,mori,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_69,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_69,False,,1500,1500,1.0,,rapi,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_70,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_70,True,,1500,1500,1.0,,rapi,rapi,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_71,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_71,False,,1500,1500,1.0,,rapi,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_72,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_72,True,,1500,1500,1.0,,rapi,rapi,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_73,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_73,False,,1500,1500,1.0,,rapi,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_74,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_74,True,,1500,150,1.0,,rapi,rapi,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_75,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_75,True,,150,130,1.0,,anis,anis,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_76,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_76,True,,130,130,1.0,,anis,anis,,,,,,,,13,void,,,15,idle,,,17,idle,
d_nikke_mori_04_77,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_77,False,,130,130,1.0,,anis,,,,,,,,,13,void,,,15,idle,,,17,idle,
d_nikke_mori_04_78,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_78,True,,130,130,1.0,,anis,anis,,,,,,,,13,void,,,15,idle,,,17,idle,
d_nikke_mori_04_79,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_79,False,,130,130,1.0,,anis,,,,,,,,,13,void,,,15,idle,,,17,idle,
d_nikke_mori_04_80,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_80,False,,130,130,1.0,,anis,,,,,,,,,13,void,,,15,idle,,,17,idle,
d_nikke_mori_04_81,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_81,True,,130,130,1.0,,anis,anis,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_82,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_82,False,,130,130,1.0,,anis,,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_83,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_83,False,,130,130,1.0,,anis,,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_84,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_84,False,,130,130,1.0,,anis,,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_85,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_85,True,,130,130,1.0,,anis,anis,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_86,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_86,True,,130,150,1.0,,rapi,rapi,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_87,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_87,False,,150,150,1.0,,rapi,,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_88,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_88,False,,150,150,1.0,,rapi,,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_89,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_89,True,,150,150,1.0,,rapi,rapi,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_90,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_90,True,,150,150,1.0,,rapi,rapi,,,,,,,,13,worry,,,15,idle,,,17,idle,
d_nikke_mori_04_91,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_91,True,,130,130,1.0,,anis,anis,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_mori_04_92,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_92,True,,S_170,S_170,1.0,,neon,neon,,,,,,,,13,idle,,,15,idle,,,17,delight,
d_nikke_mori_04_93,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_93,True,,S_170,S_30,2.0,,mori,mori,,,mori,3,think,,,13,idle,,,15,idle,,,17,delight,
d_nikke_mori_04_94,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_94,True,,S_30,S_300,1.0,,mori,mori,,,,3,think,,,13,idle,,,15,idle,,,17,delight,
d_nikke_mori_04_95,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_95,False,,black,black,1.0,,mori,,black,,,1,think,,,3,idle,anis,,13,idle,,,13,delight,neon
d_nikke_mori_04_96,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_96,True,,130,130,1.0,,rapi,rapi,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_97,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_97,True,,130,130,1.0,,rapi,rapi,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_98,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_98,False,,130,113,1.0,,rapi,,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_99,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_99,False,,113,113,1.0,,rapi,,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_100,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_100,True,,113,113,1.0,,mori,mori,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_101,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_101,True,,113,113,1.0,,rapi,rapi,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_102,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_102,True,,113,113,1.0,,mori,mori,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_103,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_103,True,,113,113,1.0,,rapi,rapi,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_104,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_104,True,,113,113,1.0,,rapi,rapi,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_105,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_105,True,,113,113,1.0,,mori,mori,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_106,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_106,True,,113,113,1.0,,mori,mori,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_107,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_107,True,,113,113,1.0,,rapi,rapi,,,,1,think,,,,,,,13,idle,,,,,
d_nikke_mori_04_108,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_108,True,,31,31,1.0,,anis,anis,black,,,1,think,,anis,3,idle,,,13,idle,rapi,,,,
d_nikke_mori_04_109,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_109,True,,31,31,1.0,,anis,anis,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_mori_04_110,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_110,True,,31,31,1.0,,anis,anis,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_mori_04_111,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_111,True,,31,31,1.0,,anis,anis,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_mori_04_112,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_112,True,,31,31,1.0,,anis,anis,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_mori_04_113,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_113,True,,31,31,1.0,,mori,mori,,,,1,think,,,3,idle,,,,,,,,,
d_nikke_mori_04_114,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_114,True,,black,black,1.0,,neon,neon,black,,,1,think,,,3,idle,anis,,,,,neon,13,idle,
d_nikke_mori_04_115,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_115,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,,,,,,,,13,idle,
d_nikke_mori_04_116,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_116,True,,S_10,113,1.0,,neon,neon,,,,1,think,,,,,,,,,,,13,no,
d_nikke_mori_04_117,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_117,True,,113,113,1.0,,mori,mori,,,,1,think,,,,,,,,,,,13,no,
d_nikke_mori_04_118,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_118,True,,113,113,1.0,,neon,neon,,,,1,think,,,,,,,,,,,13,no,
d_nikke_mori_04_119,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_119,True,,113,113,1.0,,mori,mori,,,,1,think,,,,,,,,,,,13,no,
d_nikke_mori_04_120,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_120,False,,113,113,1.0,,mori,,,,,1,no,,,,,,,,,,,13,no,
d_nikke_mori_04_121,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_121,True,,113,113,1.0,,mori,mori,,,,1,no,,,,,,,,,,,13,no,
d_nikke_mori_04_122,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_122,True,,113,113,1.0,,neon,neon,,,,1,no,,,,,,,,,,,13,delight,
d_nikke_mori_04_123,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_123,True,,113,113,1.0,,neon,neon,,,,1,no,,,,,,,,,,,13,no,
d_nikke_mori_04_124,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_124,True,,113,113,1.0,,mori,mori,,,,1,no,,,,,,,,,,,13,no,
d_nikke_mori_04_125,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_125,False,,black,black,1.0,,mori,,,,,1,no,,,,,,,,,,,13,no,
d_nikke_mori_04_126,d_nikke_mori_04,Narration,Locale_NikkeEpisode:d_nikke_mori_04_126,False,,black,black,1.0,,mori,,,sfx_scn_finishshot,,1,no,,,,,,,,,,,13,no,
d_nikke_mori_04_127,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_127,False,,black,black,1.0,,mori,,,,,1,no,,anis,3,idle,,rapi,13,idle,,,15,no,
d_nikke_mori_04_128,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_128,True,,130,130,1.0,,rapi,rapi,black,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
d_nikke_mori_04_129,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_129,True,,130,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
d_nikke_mori_04_130,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_130,True,,S_10,S_100,0.5,,mori,mori,,,,1,surprise,,,3,idle,,,13,idle,,,15,idle,
d_nikke_mori_04_131,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_131,True,,S_100,S_100,1.0,,mori,mori,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
d_nikke_mori_04_132,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_132,True,,S_1500,S_1500,1.0,,neon,neon,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
d_nikke_mori_04_133,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_133,True,,300,30,0.5,,anis,anis,,,,1,delight,,,3,delight,,,13,idle,,,15,idle,
