id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_rapi_redhood_04_19,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_19,False,,4,idle,,40,400,1.0,,,sfx_scn_dishdebris,,,,,,,,,,,
d_nikke_rapi_redhood_04_20,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_20,False,,4,idle,,400,400,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_21,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_21,False,,4,idle,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_22,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_22,False,,4,idle,,400,400,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_23,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_23,True,,4,delight,,400,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_24,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_24,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_25,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_25,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_26,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_26,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_27,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_27,False,,4,delight,,40,40,1.0,,,sfx_scn_chewingoddfood,,,,,,,,,,,
d_nikke_rapi_redhood_04_28,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_28,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_29,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_29,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_30,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_30,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_31,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_31,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_32,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_32,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_33,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_33,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_34,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_34,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_35,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_35,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_36,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_36,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_37,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_37,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_38,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_38,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_39,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_39,False,,4,think,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_40,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_40,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_41,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_41,True,,4,no,,40,400,1.3,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_42,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_42,False,,4,no,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_43,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_43,True,,4,delight,,400,40,1.3,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_44,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_44,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_45,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_45,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_46,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_46,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_47,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_47,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_48,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_48,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_49,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_49,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_50,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_50,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_51,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_51,False,,4,delight,,40,40,1.0,,,sfx_scn_swallow,,,,,,,,,,,
d_nikke_rapi_redhood_04_52,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_52,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_53,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_53,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_54,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_54,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_55,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_55,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_56,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_56,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_57,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_57,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_58,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_58,False,,4,idle,,40,40,1.0,,,sfx_scn_slurp,,,,,,,,,,,
d_nikke_rapi_redhood_04_59,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_59,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_60,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_60,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_61,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_61,False,,4,idle,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_62,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_62,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_63,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_63,False,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_64,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_64,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_65,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_65,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_66,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_66,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_67,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_67,True,,4,delight,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_68,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_68,False,,4,delight,,40,400,0.7,,,sfx_scn_clinkglasses,,,,,,,,,,,
d_nikke_rapi_redhood_04_69,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_69,False,,4,delight,,400,400,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_70,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_70,True,,4,delight,,400,400,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_71,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_71,True,,4,delight,,400,400,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_72,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_72,False,,4,delight,,400,400,1.0,,,sfx_scn_slurp,,,,,,,,,,,
d_nikke_rapi_redhood_04_73,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_73,True,,4,delight,,400,40,1.3,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_74,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_74,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_75,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_75,True,,4,delight,,40,40,1.0,,rapi_red,,black,,,,,,,,,,
d_nikke_rapi_redhood_04_76,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_76,False,,4,delight,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_77,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_77,False,,4,shy,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_78,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_78,False,,4,shy,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_79,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_79,False,,4,shy,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_80,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_80,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_81,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_81,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_82,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_82,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_83,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_83,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_84,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_84,False,,4,idle,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_85,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_85,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_86,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_86,False,,4,idle,,40,400,1.3,,,sfx_scn_handtouch,,,,,,,,,,,
d_nikke_rapi_redhood_04_87,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_87,False,,4,idle,,400,400,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_88,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_88,True,,4,idle,,400,400,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_89,d_nikke_rapi_redhood_04,Monologue,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_89,False,,4,idle,,400,40,1.3,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_90,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_90,False,,4,idle,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_91,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_91,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_92,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_92,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_93,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_93,False,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_94,d_nikke_rapi_redhood_04,Speech,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_94,True,,4,idle,,40,40,1.0,,rapi_red,,,,,,,,,,,,
d_nikke_rapi_redhood_04_95,d_nikke_rapi_redhood_04,Self,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_95,False,,4,idle,,40,40,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_04_96,d_nikke_rapi_redhood_04,Narration,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_96,False,,4,idle,,black,black,1.0,none,,sfx_scn_autodooropen,,rapi_red,,,,,,,,,
d_nikke_rapi_redhood_04_97,d_nikke_rapi_redhood_04,Speech,,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_97,True,,,,,black,black,1.0,,femaleemployee,,,,anis,17,angry,neon,19,worry,,,
d_nikke_rapi_redhood_04_98,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_98,True,,,,,17,170,1.3,,anis,,,,,17,angry,,19,worry,,,
d_nikke_rapi_redhood_04_99,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_99,True,,,,,170,170,1.0,,anis,,,,,17,angry,,19,worry,,,
d_nikke_rapi_redhood_04_100,d_nikke_rapi_redhood_04,Speech,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_100,True,,,,,170,S_190,1.3,,neon,,,,,17,angry,,19,worry,,,
d_nikke_rapi_redhood_04_101,d_nikke_rapi_redhood_04,Speech,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_101,True,,,,,S_190,S_190,1.0,,neon,,,,,17,angry,,19,shy,,,
d_nikke_rapi_redhood_04_102,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_102,True,,,,,S_190,170,1.3,,anis,,,,,17,angry,,19,shy,,,
d_nikke_rapi_redhood_04_103,d_nikke_rapi_redhood_04,Speech,femaleemployee,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_103,True,,,,,170,16,1.3,,femaleemployee,,,,,17,angry,,19,shy,femaleemployee,15,idle
d_nikke_rapi_redhood_04_104,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_104,True,,,,,16,16,1.0,,anis,,,,,17,idle,,19,shy,,15,idle
d_nikke_rapi_redhood_04_105,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_105,False,,,,,16,170,1.3,,anis,,,,,17,no,,19,shy,,15,idle
d_nikke_rapi_redhood_04_106,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_106,True,,,,,170,170,1.0,,anis,,,,,17,worry,,19,shy,,15,idle
d_nikke_rapi_redhood_04_107,d_nikke_rapi_redhood_04,Speech,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_04_107,True,,,,,170,170,1.0,,anis,,,,,17,worry,,19,shy,,15,idle
