id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound
d_nikke_tove_04_22,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_22,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_23,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_23,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_24,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_24,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_25,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_25,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_26,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_26,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_27,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_27,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_28,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_28,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_29,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_29,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_30,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_30,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_31,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_31,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_32,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_32,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_33,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_33,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_34,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_34,True,,3,surprise,,S_300,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_35,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_35,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_36,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_36,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_37,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_37,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_38,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_38,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_39,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_39,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_40,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_40,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_41,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_41,True,,3,think,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_42,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_42,True,,3,sad,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_43,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_43,True,,3,sad,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_44,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_44,True,,3,sad,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_45,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_45,True,,3,sad,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_46,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_46,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_47,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_47,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_48,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_48,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_49,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_49,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_50,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_50,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_51,d_nikke_tove_04,Self,tove,,Locale_NikkeEpisode:d_nikke_tove_04_51,True,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_52,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_52,True,,3,think,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_53,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_53,True,,3,think,,S_30,S_300,2.0,,,,,,,,,,,,,,
d_nikke_tove_04_54,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_54,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_55,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_55,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_56,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_56,True,,3,think,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_57,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_57,True,,3,special,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_58,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_58,True,,3,special,,S_300,S_300,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_59,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_59,True,,3,special,,S_300,3,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_60,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_60,True,,3,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_61,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_61,True,,3,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_62,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_62,True,,3,idle,,3,3,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_63,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_63,True,,3,idle,,3,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_64,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_64,True,,3,special,,S_30,S_30,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_65,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_65,True,,3,special,IceLand_03,black,black,1.0,none,,tove,black,,,,,,,,,,
d_nikke_tove_04_66,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_66,True,,,,,5,1,2.0,bgm_belowzero,,,,,,,,,,,,,
d_nikke_tove_04_67,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_67,True,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_68,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_68,True,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_tove_04_69,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_69,True,tove,3,think,,1,10,2.0,,,,,ludmilla,1,think,alice,13,idle,neve,15,sad,
d_nikke_tove_04_70,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_70,True,,3,think,,10,S_130,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_71,d_nikke_tove_04,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_tove_04_71,True,,3,think,,S_130,150,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_72,d_nikke_tove_04,Self,neve,,Locale_NikkeEpisode:d_nikke_tove_04_72,True,,3,think,,150,150,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_73,d_nikke_tove_04,Speech,survivornikke,survivornikke,Locale_NikkeEpisode:d_nikke_tove_04_73,True,,3,think,,150,150,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_74,d_nikke_tove_04,Monologue,survivornikke,,Locale_NikkeEpisode:d_nikke_tove_04_74,True,,3,think,,150,150,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_75,d_nikke_tove_04,Monologue,survivornikke,,Locale_NikkeEpisode:d_nikke_tove_04_75,True,,3,think,,150,14,2.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_76,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_76,True,,3,think,,14,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_77,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_77,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_78,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_78,True,,3,think,,12,10,2.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_79,d_nikke_tove_04,Speech,survivornikke,survivornikke,Locale_NikkeEpisode:d_nikke_tove_04_79,True,,3,think,,10,10,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_80,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_80,True,,3,think,,10,10,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_81,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_81,True,,3,think,,10,10,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_82,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_82,True,,3,think,,10,10,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_83,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_83,True,,3,think,,10,10,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_84,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_84,True,,3,think,,10,S_130,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_85,d_nikke_tove_04,Monologue,alice,,Locale_NikkeEpisode:d_nikke_tove_04_85,True,,3,think,,S_130,S_1300,2.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_86,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_86,True,,3,think,,S_1300,S_1300,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_87,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_87,True,,3,think,,S_1300,S_1300,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_88,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_88,True,,3,think,,S_1300,S_1300,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_89,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_89,True,,3,think,,S_1300,12,2.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_90,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_90,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_91,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_91,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_92,d_nikke_tove_04,Self,alice,,Locale_NikkeEpisode:d_nikke_tove_04_92,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_93,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_93,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_94,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_94,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_95,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_95,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_96,d_nikke_tove_04,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_tove_04_96,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_97,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_97,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_98,d_nikke_tove_04,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_tove_04_98,True,,3,think,,12,12,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_99,d_nikke_tove_04,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_tove_04_99,True,,3,think,,12,14,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_100,d_nikke_tove_04,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_tove_04_100,True,,3,think,,14,14,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_101,d_nikke_tove_04,Self,neve,,Locale_NikkeEpisode:d_nikke_tove_04_101,True,,3,think,,14,14,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_102,d_nikke_tove_04,Self,neve,,Locale_NikkeEpisode:d_nikke_tove_04_102,True,,3,think,,14,14,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_103,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_103,True,,3,think,,S_30,S_30,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_104,d_nikke_tove_04,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_tove_04_104,True,,3,special,,S_30,S_30,1.0,,,,,,1,think,,13,idle,,15,sad,
d_nikke_tove_04_105,d_nikke_tove_04,Narration,tove,,Locale_NikkeEpisode:d_nikke_tove_04_105,True,,3,special,,S_30,S_30,1.0,,,,,,1,think,,13,idle,,15,sad,sfx_scn_rustle
d_nikke_tove_04_106,d_nikke_tove_04,Monologue,tove,,Locale_NikkeEpisode:d_nikke_tove_04_106,True,,3,special,,S_30,S_30,1.0,,,,,,1,think,,13,idle,,15,sad,
