id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,jump_target
d_nikke_milk_bloomingbunny_03_48,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_48,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,surprise,,,,,
d_nikke_milk_bloomingbunny_03_49,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_49,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,surprise,,,,,
d_nikke_milk_bloomingbunny_03_50,d_nikke_milk_bloomingbunny_03,Narration,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_50,False,,6,S_50,1.3,,,,,,,,5,idle,,7,surprise,,,,,
d_nikke_milk_bloomingbunny_03_51,d_nikke_milk_bloomingbunny_03,Narration,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_51,False,,S_50,S_50,1.0,,,,,,,,5,idle,,7,surprise,,,,,
d_nikke_milk_bloomingbunny_03_52,d_nikke_milk_bloomingbunny_03,Narration,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_52,False,,S_50,S_50,1.0,,sfx_scn_shutter,,,,,,5,idle,,7,surprise,,,,,
d_nikke_milk_bloomingbunny_03_53,d_nikke_milk_bloomingbunny_03,Narration,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_53,False,,S_50,S_50,1.0,,,,,,,,5,idle,,7,surprise,,,,,
d_nikke_milk_bloomingbunny_03_54,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_54,True,,S_50,6,1.0,,,ade_b,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_55,d_nikke_milk_bloomingbunny_03,Speech,sugar,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_55,True,,6,6,1.0,,,sugar,,,,,5,delight,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_56,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_56,True,,6,6,1.0,,,ade_b,,,,,5,delight,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_57,d_nikke_milk_bloomingbunny_03,Narration,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_57,False,Cafe,1,1,1.0,none,sfx_scn_chimebell02,,,,,,5,delight,,7,worry,,sugar,ade_b,black,
d_nikke_milk_bloomingbunny_03_58,d_nikke_milk_bloomingbunny_03,Speech,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_58,True,,1,1,1.0,bgm_story_epicjazzymoods,,clerk,milk_b,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_59,d_nikke_milk_bloomingbunny_03,Speech,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_59,True,,1,1,1.0,,,clerk,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_60,d_nikke_milk_bloomingbunny_03,Speech,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_60,True,,1,1,1.0,,,clerk,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_61,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_61,True,,1,1,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_62,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_62,True,,1,1,1.0,,,milk_b,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_63,d_nikke_milk_bloomingbunny_03,Speech,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_63,True,,1,1,1.0,,,clerk,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_64,d_nikke_milk_bloomingbunny_03,Self,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_64,False,,1,1,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_65,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_65,True,,1,10,1.0,,,milk_b,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_66,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_66,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_67,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_67,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_68,d_nikke_milk_bloomingbunny_03,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_68,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,d_nikke_milk_bloomingbunny_03_70
d_nikke_milk_bloomingbunny_03_69,d_nikke_milk_bloomingbunny_03,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_69,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,d_nikke_milk_bloomingbunny_03_70
d_nikke_milk_bloomingbunny_03_70,d_nikke_milk_bloomingbunny_03,Speech,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_70,True,,10,10,1.0,,,clerk,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_71,d_nikke_milk_bloomingbunny_03,Monologue,clerk,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_71,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_72,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_72,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_73,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_73,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_74,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_74,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_75,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_75,False,,black,black,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_76,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_76,True,,100,100,1.0,,,milk_b,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_77,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_77,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_78,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_78,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_79,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_79,True,,100,10,1.3,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_80,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_80,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_81,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_81,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_82,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_82,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_83,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_83,True,,10,10,1.0,,,milk_b,,1,surprise,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_84,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_84,False,,10,10,1.0,,,,,1,surprise,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_85,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_85,True,,10,10,1.0,,,milk_b,,1,surprise3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_86,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_86,False,,10,10,1.0,,,,,1,surprise3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_87,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_87,False,,10,10,1.0,,,,,1,surprise3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_88,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_88,True,,10,100,0.5,,,milk_b,,1,shy2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_89,d_nikke_milk_bloomingbunny_03,Narration,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_89,False,,100,100,1.0,,sfx_scn_cupwaterfall,,,1,shy2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_90,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_90,False,,100,100,1.0,,,,,1,shy2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_91,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_91,False,,100,10,0.8,,,,,1,shy2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_92,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_92,True,,10,10,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_93,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_93,True,,10,10,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_94,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_94,False,,10,10,1.0,,,,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_95,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_95,True,,10,100,0.8,,,milk_b,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_96,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_96,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_97,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_97,True,,100,100,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_98,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_98,False,,100,100,1.0,,,,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_99,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_99,True,,100,100,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_100,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_100,True,,100,100,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_101,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_101,False,,100,100,1.0,,,,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_102,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_102,False,,100,100,1.0,,,,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_103,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_103,False,,100,10,1.5,,,,,1,shy,,,,,,,,,,,
