id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,play_sound,characters/1/hide_char_id
treasurestory_miranda_01_39,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_39,True,,1,1,1.0,,poli,,poli,,2,idle,,12,delight,,,
treasurestory_miranda_01_40,treasurestory_miranda_01,Self,Locale_NikkeEpisode:treasurestory_miranda_01_40,False,,1,1,1.0,,,,poli,,2,idle,,12,delight,,,
treasurestory_miranda_01_41,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_41,True,,1,1,1.0,,poli,,poli,,2,idle,,12,delight,,,
treasurestory_miranda_01_42,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_42,True,,1,1,1.0,,miranda,,miranda,,2,idle,,12,delight,,,
treasurestory_miranda_01_43,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_43,True,,1,XS_20,1.3,none,poli,,poli,,2,angry,,12,idle,,,
treasurestory_miranda_01_44,treasurestory_miranda_01,Narration,Locale_NikkeEpisode:treasurestory_miranda_01_44,False,,black,black,1.0,,,,poli,,3,angry,,13,idle,,sfx_scn_paperopenlarge,
treasurestory_miranda_01_45,treasurestory_miranda_01,Monologue,Locale_NikkeEpisode:treasurestory_miranda_01_45,False,,XS_300,XS_300,1.0,,,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_46,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_46,True,,XS_300,XS_300,1.0,bgm_story_fairytalesend_a,poli,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_47,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_47,True,,XS_300,XS_300,1.0,,poli,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_48,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_48,True,,XS_300,XS_30,1.0,,poli,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_49,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_49,True,,S_130,S_130,1.0,,miranda,,miranda,,3,angry,,13,idle,,,
treasurestory_miranda_01_50,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_50,True,,XS_30,XS_30,1.0,,poli,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_51,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_51,True,,S_130,S_130,1.0,,miranda,,miranda,,3,angry,,13,angry,,,
treasurestory_miranda_01_52,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_52,True,,XS_30,XS_30,1.0,,poli,,poli,,3,angry,,13,angry,,,
treasurestory_miranda_01_53,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_53,True,,XS_30,XS_30,1.0,,poli,,poli,,3,angry,,13,angry,,,
treasurestory_miranda_01_54,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_54,True,,S_130,S_130,1.0,,miranda,,miranda,,3,angry,,13,angry,,,
treasurestory_miranda_01_55,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_55,True,,XS_30,XS_30,1.0,,poli,,poli,,3,angry,,13,angry,,,
treasurestory_miranda_01_56,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_56,True,,S_130,S_130,1.0,,miranda,,miranda,,3,angry,,13,idle,,,
treasurestory_miranda_01_57,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_57,True,,XS_30,XS_30,1.0,,poli,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_58,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_58,True,,XS_30,XS_30,1.0,,poli,,poli,,3,angry,,13,idle,,,
treasurestory_miranda_01_59,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_59,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_60,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_60,True,,S_130,S_130,1.0,,miranda,,miranda,,3,idle,,13,think,,,
treasurestory_miranda_01_61,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_61,True,,S_130,S_130,1.0,,miranda,,miranda,,3,idle,,13,idle,,,
treasurestory_miranda_01_62,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_62,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_63,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_63,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_64,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_64,True,,S_130,S_130,1.0,,miranda,,miranda,,3,idle,,13,idle,,,
treasurestory_miranda_01_65,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_65,True,,S_130,S_130,1.0,,miranda,,miranda,,3,idle,,13,idle,,,
treasurestory_miranda_01_66,treasurestory_miranda_01,Self,Locale_NikkeEpisode:treasurestory_miranda_01_66,False,,S_130,S_130,1.0,,,,miranda,,3,idle,,13,idle,,,
treasurestory_miranda_01_67,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_67,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_68,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_68,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_69,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_69,True,,S_130,S_1300,0.75,,miranda,,miranda,,3,idle,,13,delight,,,
treasurestory_miranda_01_70,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_70,True,,S_1300,S_1300,1.0,,miranda,,miranda,,3,idle,,13,delight,,,
treasurestory_miranda_01_71,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_71,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,delight,,,
treasurestory_miranda_01_72,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_72,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,delight,,,
treasurestory_miranda_01_73,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_73,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,delight,,,
treasurestory_miranda_01_74,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_74,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,delight,,,
treasurestory_miranda_01_75,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_75,True,,S_130,S_130,1.0,,miranda,,miranda,,3,idle,,13,idle,,,
treasurestory_miranda_01_76,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_76,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_77,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_77,True,,XS_30,XS_30,1.0,,poli,,poli,,3,idle,,13,idle,,,
treasurestory_miranda_01_78,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_78,True,,S_130,S_130,1.0,,miranda,,miranda,,3,idle,,13,idle,,,
treasurestory_miranda_01_79,treasurestory_miranda_01,Monologue,Locale_NikkeEpisode:treasurestory_miranda_01_79,False,,S_130,13,1.0,none,,,miranda,,3,idle,,13,idle,,sfx_scn_autodooropen,miranda
treasurestory_miranda_01_80,treasurestory_miranda_01,Self,Locale_NikkeEpisode:treasurestory_miranda_01_80,False,,13,3,2.0,,,,poli,,3,idle,,,,,,
treasurestory_miranda_01_81,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_81,True,,3,3,1.0,,poli,,poli,,3,idle,,,,,,
treasurestory_miranda_01_82,treasurestory_miranda_01,Self,Locale_NikkeEpisode:treasurestory_miranda_01_82,False,,3,3,1.0,,,,poli,,3,idle,,,,,,
treasurestory_miranda_01_83,treasurestory_miranda_01,Speech,Locale_NikkeEpisode:treasurestory_miranda_01_83,True,,3,XS_30,1.0,,poli,,poli,,3,idle,,,,,,
