id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker
d_nikke_ce006_02_02_28,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_28,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_29,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_29,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_30,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_30,True,,12,idle,,1,1,1.0,,,,2,smile,com
d_nikke_ce006_02_02_31,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_31,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_32,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_32,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_33,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_33,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_34,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_34,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_35,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_35,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_36,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_36,True,,12,idle,,1,1,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_37,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_37,True,,12,idle,,1,1,1.0,,,,2,smile,com
d_nikke_ce006_02_02_38,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_38,True,,12,idle,,1,1,1.0,,,,2,smile,com
d_nikke_ce006_02_02_39,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_39,True,,12,idle,,1,1,1.0,,,,2,smile,com
d_nikke_ce006_02_02_40,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_40,True,,12,idle,,1,20,1.3,,,,2,smile,ce006_02
d_nikke_ce006_02_02_41,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_41,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_42,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_42,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_43,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_43,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_44,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_44,True,,12,idle,,120,120,1.0,,,,2,smile,com
d_nikke_ce006_02_02_45,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_45,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_46,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_46,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_47,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_47,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_48,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_48,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_49,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_49,True,,12,idle,,20,20,1.0,,,,2,smile,ce006_02
d_nikke_ce006_02_02_50,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_50,False,,12,idle,,20,120,1.3,,,,2,smile,com
d_nikke_ce006_02_02_51,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_51,True,,12,idle,,120,120,1.0,,,,2,smile,com
d_nikke_ce006_02_02_52,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_52,True,,12,idle,,120,1,1.3,,,,2,no,ce006_02
d_nikke_ce006_02_02_53,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_53,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_54,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_54,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_55,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_55,True,,12,idle,,1,1,1.0,,,,2,no,ce006_02
d_nikke_ce006_02_02_56,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_56,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_57,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_57,False,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_58,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_58,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_59,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_59,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_60,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_60,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_61,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_61,True,,12,idle,,1,1,1.0,,,,2,no,com
d_nikke_ce006_02_02_62,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_62,True,,12,idle,,1,1,1.0,,,,2,no,ce006_02
d_nikke_ce006_02_02_63,d_nikke_ce006_02_02,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_02_63,True,,12,idle,,1,1,1.0,,,,2,no,ce006_02
d_nikke_ce006_02_02_64,d_nikke_ce006_02_02,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_02_64,True,,12,idle,,1,1,1.0,,,,2,no,com
