id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id
d_nikke_brid_03_34,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_34,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_35,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_35,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_36,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_36,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_37,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_37,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_38,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_38,False,,L_10,L_100,0.5,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_39,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_39,True,,L_100,L_100,0.5,,brid,,1,shy,,,,,,,,,,,
d_nikke_brid_03_40,d_nikke_brid_03,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_03_40,False,,L_100,L_100,1.0,,,,1,shy,,,,,,,,,,,
d_nikke_brid_03_41,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_41,True,,L_100,L_100,1.0,,brid,,1,shy,,,,,,,,,,,
d_nikke_brid_03_42,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_42,False,,L_100,L_100,1.0,,,,1,shy,,,,,,,,,,,
d_nikke_brid_03_43,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_43,True,,L_100,L_10,0.5,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_44,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_44,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_45,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_45,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_46,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_46,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_47,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_47,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_48,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_48,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_49,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_49,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_50,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_50,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_51,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_51,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_52,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_52,True,,L_10,L_100,0.5,,brid,,1,shy,,,,,,,,,,,
d_nikke_brid_03_53,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_53,False,,L_100,L_100,1.0,,brid,,1,shy,,,,,,,,,,,
d_nikke_brid_03_54,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_54,True,,L_100,L_100,1.0,,brid,,1,shy,,,,,,,,,,,
d_nikke_brid_03_55,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_55,False,,L_100,L_100,1.0,,,,1,shy,,,,,,,,,,,
d_nikke_brid_03_56,d_nikke_brid_03,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_03_56,False,,L_100,L_10,0.5,,,,1,shy,,,,,,,,,,,
d_nikke_brid_03_57,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_57,False,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_58,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_58,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_59,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_59,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_60,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_60,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_61,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_61,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_62,d_nikke_brid_03,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_03_62,False,,L_10,L_10,1.0,,,,1,delight,,,,,,,,,,,
d_nikke_brid_03_63,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_63,True,,L_10,L_10,1.0,,brid,,1,delight,,,,,,,,,,,
d_nikke_brid_03_64,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_64,True,,L_10,L_10,1.0,,brid,,1,delight,,,,,,,,,,,
d_nikke_brid_03_65,d_nikke_brid_03,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_03_65,False,CommanderRoom,black,black,1.0,none,,,1,delight,brid,,,,,,,,,,
d_nikke_brid_03_66,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_66,True,,S_10,S_10,1.0,bgm_story_languor,soline,,,,,soline,1,idle,black,,,,,,
d_nikke_brid_03_67,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_67,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,,,,
d_nikke_brid_03_68,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_68,True,,S_10,S_100,0.5,,soline,,,,,,1,pain,,,,,,,
d_nikke_brid_03_69,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_69,False,,S_100,S_100,1.0,,,,,,,,1,pain,,,,,,,
d_nikke_brid_03_70,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_70,True,,S_100,S_10,2.0,,soline,,,,,,1,idle,,,,,,,
d_nikke_brid_03_71,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_71,False,,S_10,S_10,1.0,,soline,,,,,,1,idle,,,,,,,
d_nikke_brid_03_72,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_72,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,,,,
d_nikke_brid_03_73,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_73,True,,S_10,S_10,1.0,,soline,,,,,,1,pain,,,,,,,
d_nikke_brid_03_74,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_74,True,,S_10,S_10,1.0,,soline,,,,,,1,surprise,,,,,,,
d_nikke_brid_03_75,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_75,True,,S_10,S_10,1.0,,soline,,,,,,1,shy,,,,,,,
d_nikke_brid_03_76,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_76,True,,S_10,S_10,1.0,,soline,,,,,,1,surprise,,,,,,,
d_nikke_brid_03_77,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_77,False,,S_10,S_10,1.0,,,,,,,,1,surprise,,,,,,,
d_nikke_brid_03_78,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_78,True,,S_10,S_10,1.0,,soline,,,,,,1,idle,,,,,,,
d_nikke_brid_03_79,d_nikke_brid_03,Narration,soline,Locale_NikkeEpisode:d_nikke_brid_03_79,False,,S_10,S_10,1.0,none,,,,,,,1,idle,,sfx_scn_phonevibration,,,,,
d_nikke_brid_03_80,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_80,False,,S_10,S_10,1.0,,soline,,,,,,1,idle,,,,,,,
d_nikke_brid_03_81,d_nikke_brid_03,Narration,soline,Locale_NikkeEpisode:d_nikke_brid_03_81,False,,S_10,S_100,1.0,,,,,,,,1,pain,,,,,,,
d_nikke_brid_03_82,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_82,True,,S_100,S_100,1.0,,soline,,,,,,1,pain,,,,,,,
d_nikke_brid_03_83,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_83,True,,S_100,S_10,0.5,,soline,,,,,,1,pain,,,,,,,
d_nikke_brid_03_84,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_84,False,,S_10,S_10,1.0,,,,,,,,1,pain,,,,,,,
d_nikke_brid_03_85,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_85,True,,S_10,S_10,1.0,,soline,,,,,,1,angry,,,,,,,
d_nikke_brid_03_86,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_86,True,,S_10,S_10,1.0,,soline,,,,,,1,angry,,,,,,,
d_nikke_brid_03_87,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_87,False,,S_10,S_10,1.0,,,,,,,,1,angry,,,,,,,
d_nikke_brid_03_88,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_88,True,,S_10,S_10,1.0,,soline,,,,,,1,pain,,,,,,,
d_nikke_brid_03_89,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_89,True,,S_10,S_10,1.0,,soline,,,,,,1,pain,,,,,,,
d_nikke_brid_03_90,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_90,False,,S_10,S_10,1.0,,,,,,,,1,pain,,,,,,,
d_nikke_brid_03_91,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_91,True,Police,black,black,1.0,,soline,brid,1,pain,,,5,pain,,,diesel,3,idle,soline,
d_nikke_brid_03_92,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_92,True,,L_10,L_10,1.0,bgm_story_fairytalesend_if,brid,,1,idle,,,,,black,,,3,idle,,
d_nikke_brid_03_93,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_93,True,,L_10,30,2.0,,diesel,,1,idle,,,,,,,,3,surprise,,
d_nikke_brid_03_94,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_94,True,,30,2,2.0,,brid,,1,idle,,,,,,,,3,surprise,,
d_nikke_brid_03_95,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_95,True,,2,2,1.0,,brid,,1,idle,,,,,,,,3,idle,,
d_nikke_brid_03_96,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_96,True,,2,2,1.0,,brid,,1,idle,,,,,,,,3,idle,,
d_nikke_brid_03_97,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_97,True,,2,2,1.0,,diesel,,1,idle,,,,,,,,3,idle,,
d_nikke_brid_03_98,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_98,True,,2,2,1.0,,diesel,,1,idle,,,,,,,,3,idle,,
d_nikke_brid_03_99,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_99,True,,2,L_10,2.0,,brid,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_100,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_100,True,,30,30,1.0,,diesel,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_101,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_101,True,,30,30,1.0,,diesel,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_102,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_102,True,,30,30,1.0,,diesel,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_103,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_103,True,,30,30,1.0,,diesel,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_104,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_104,False,,30,2,1.0,,brid,,1,pain,,,,,,,,3,idle,,
d_nikke_brid_03_105,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_105,True,,2,2,1.0,,diesel,,1,pain,,,,,,,,3,delight,,
d_nikke_brid_03_106,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_106,False,,2,2,1.0,,brid,,1,angry,,,,,,,,3,delight,,
d_nikke_brid_03_107,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_107,True,,2,2,1.0,,diesel,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_108,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_108,True,,2,L_10,2.0,,brid,,1,angry,,,,,,,,3,idle,,
d_nikke_brid_03_109,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_109,True,,L_10,30,1.0,,diesel,,1,angry,,,,,,,,3,worry,,
d_nikke_brid_03_110,d_nikke_brid_03,Narration,diesel,Locale_NikkeEpisode:d_nikke_brid_03_110,False,,30,2,0.5,,,,1,angry,,,,,,sfx_scn_dooropen,,3,worry,,
d_nikke_brid_03_111,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_111,True,,2,4,1.0,,soline,,1,idle,,soline,5,angry,,,,3,idle,,
d_nikke_brid_03_112,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_112,False,,4,4,1.0,,,,1,idle,,,5,angry,,,,3,idle,,
d_nikke_brid_03_113,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_113,True,,L_10,L_10,1.0,,brid,,1,idle,,,5,angry,,,,3,idle,,
d_nikke_brid_03_114,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_114,True,,S_50,S_50,1.0,,soline,,1,idle,,,5,angry,,,,3,idle,,
d_nikke_brid_03_115,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_115,True,,L_10,L_100,2.0,,brid,,1,angry,,,5,idle,,,,3,idle,,
d_nikke_brid_03_116,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_116,False,,L_100,L_100,1.0,,,,1,angry,,,5,idle,,,,3,idle,,
d_nikke_brid_03_117,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_117,False,,L_100,L_100,1.0,,brid,,1,angry,,,5,idle,,,,3,idle,,
d_nikke_brid_03_118,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_118,True,,L_100,300,1.0,,diesel,,1,angry,,,5,idle,,,,3,delight,,
d_nikke_brid_03_119,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_119,True,,300,30,0.5,,diesel,,1,angry,,,5,idle,,,,3,delight,,
d_nikke_brid_03_120,d_nikke_brid_03,Narration,diesel,Locale_NikkeEpisode:d_nikke_brid_03_120,False,,30,40,1.0,,,,1,angry,,,5,idle,,,,4,delight,,
d_nikke_brid_03_121,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_121,True,,40,4,1.0,,soline,,1,angry,,,5,pain,,,,4,delight,,
d_nikke_brid_03_122,d_nikke_brid_03,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_03_122,True,,4,4,1.0,,diesel,,1,angry,,,5,pain,,,,4,delight,,
d_nikke_brid_03_123,d_nikke_brid_03,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_03_123,True,,4,S_50,0.5,,soline,,1,angry,,,5,angry,,,,4,delight,,
d_nikke_brid_03_124,d_nikke_brid_03,Narration,soline,Locale_NikkeEpisode:d_nikke_brid_03_124,False,,S_50,L_10,2.0,,,,1,angry,,,9,angry,,,,7,delight,soline,diesel
d_nikke_brid_03_125,d_nikke_brid_03,Self,soline,Locale_NikkeEpisode:d_nikke_brid_03_125,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_126,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_126,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_127,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_127,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_128,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_128,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_129,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_129,True,,L_10,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_130,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_130,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_131,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_131,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_132,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_132,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_133,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_133,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_134,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_134,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_135,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_135,True,,L_10,L_100,2.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_136,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_136,False,,L_100,L_100,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_137,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_137,False,,L_100,L_100,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_138,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_138,True,,L_100,L_100,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_139,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_139,False,,L_100,L_100,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_140,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_140,True,,L_100,L_100,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_141,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_141,True,,L_100,L_10,1.0,,brid,,1,idle,,,,,,,,,,,
d_nikke_brid_03_142,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_142,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,
d_nikke_brid_03_143,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_143,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
d_nikke_brid_03_144,d_nikke_brid_03,Self,brid,Locale_NikkeEpisode:d_nikke_brid_03_144,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_brid_03_145,d_nikke_brid_03,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_03_145,True,,L_10,L_10,1.0,,brid,,1,angry,,,,,,,,,,,
